early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,BRBR,BELLRING BRANDS INC,RUSSELL2000,Consumer Staples,78.34,82.0,early_transition,61.8,bullish_above_signal_proxy,100.0,55.25,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
303,DX,DYNEX CAPITAL REIT INC,RUSSELL2000,Financials,61.96,82.0,early_transition,61.8,bullish_above_signal_proxy,50.82,44.41,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
304,KELYA,KELLY SERVICES INC CLASS A,NASDAQ+RUSSELL2000,Industrials,61.94,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.85,46.22,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
305,TRNO,TERRENO REALTY REIT CORP,RUSSELL2000,Real Estate,61.94,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.87,46.22,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
306,BCAX,BICARA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,61.93,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,12.85,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
307,CMPX,COMPASS THERAPEUTICS,NASDAQ+RUSSELL2000,Health Care,61.93,82.0,early_transition,49.8,bullish_below_zero_proxy,59.37,47.12,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
308,WSBC,WESBANCO INC,NASDAQ+RUSSELL2000,Financials,61.92,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.78,46.21,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
309,URGN,UROGEN PHARMA LTD,NASDAQ+RUSSELL2000,Health Care,61.91,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,12.87,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
310,AMSF,AMERISAFE INC,NASDAQ+RUSSELL2000,Financials,61.85,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.59,46.17,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
311,BBSI,BARRETT BUSINESS SERVICES INC,NASDAQ+RUSSELL2000,Industrials,61.85,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.6,46.17,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
312,AGM,FEDERAL AGRICULTURAL MORTGAGE NON,RUSSELL2000,Financials,61.82,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.49,46.15,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
313,INNV,INNOVAGE HOLDING CORP,NASDAQ+RUSSELL2000,Health Care,61.79,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,12.98,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
314,INFU,INFUSYSTEM HOLDINGS INC,RUSSELL2000,Health Care,61.77,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.89,47.03,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
315,NGVC,NATURAL GROCERS BY VITAMIN COTTAGE,RUSSELL2000,Consumer Staples,61.75,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.82,47.01,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
316,AIOT,POWERFLEET INC,NASDAQ+RUSSELL2000,Information Technology,61.73,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.22,46.09,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
317,AWR,AMERICAN STATES WATER,RUSSELL2000,Utilities,61.71,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.69,46.99,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
318,RLAY,RELAY THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,61.68,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,97.9,54.83,12.4,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
319,ANIK,ANIKA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,61.66,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.56,46.96,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
320,IBP,INSTALLED BUILDING PRODUCTS INC,RUSSELL2000,Consumer Discretionary,61.65,82.0,early_transition,49.8,bullish_below_zero_proxy,58.98,46.05,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
321,FBRX,FORTE BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,61.63,85.0,early_transition,47.55,bullish_below_zero_proxy,100.0,55.25,14.05,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
322,FIBK,FIRST INTERSTATE BANCSYSTEM INC,NASDAQ+RUSSELL2000,Financials,61.63,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.93,46.04,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
323,LIF,LIFE360 INC,NASDAQ+RUSSELL2000,Information Technology,61.62,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.89,46.03,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
324,TDUP,THREDUP INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,61.62,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,90.56,52.36,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
325,LOB,LIVE OAK BANCSHARES INC,RUSSELL2000,Financials,61.62,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.88,46.03,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
326,NBTB,NBT BANCORP INC,NASDAQ+RUSSELL2000,Financials,61.61,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.87,46.02,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
327,OVID,OVID THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,61.59,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.35,46.92,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
328,BHVN,BIOHAVEN LTD,RUSSELL2000,Health Care,61.59,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,13.18,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
329,MATX,MATSON INC,RUSSELL2000,Industrials,61.58,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.75,46.0,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
330,KIDS,ORTHOPEDIATRICS CORP,NASDAQ+RUSSELL2000,Health Care,61.57,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.29,46.91,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
331,ORKA,ORUKA THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,61.57,72.0,confirmed_bullish_trend,25.0,bearish_proxy,86.16,52.48,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
332,CPF,CENTRAL PACIFIC FINANCIAL CORP,RUSSELL2000,Financials,61.49,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.51,45.95,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
333,MGEE,MGE ENERGY INC,NASDAQ+RUSSELL2000,Utilities,61.48,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.0,46.85,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
334,CVBF,CVB FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,61.46,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.39,45.93,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
335,ACT,ENACT HOLDINGS INC,NASDAQ+RUSSELL2000,Financials,61.43,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.3,45.91,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
336,VOR,VOR BIOPHARMA INC,NASDAQ+RUSSELL2000,Health Care,61.42,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,13.36,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
337,CRVS,CORVUS PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,61.39,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,13.39,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
338,PSNL,PERSONALIS INC,NASDAQ+RUSSELL2000,Health Care,61.33,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,13.45,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
339,CADL,CANDEL THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,61.32,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.53,46.76,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
340,KURA,KURA ONCOLOGY INC,NASDAQ+RUSSELL2000,Health Care,61.32,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,96.92,54.63,12.44,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
341,HSTM,HEALTHSTREAM INC,NASDAQ+RUSSELL2000,Health Care,61.31,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.5,46.75,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
342,HTO,H2O AMERICA,NASDAQ+RUSSELL2000,Utilities,61.31,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.49,46.75,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
343,NPCE,NEUROPACE INC,NASDAQ+RUSSELL2000,Health Care,61.24,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.28,46.71,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
344,TTAN,SERVICETITAN INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,61.24,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.74,45.8,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
345,CWT,CALIFORNIA WATER SERVICE GROUP,RUSSELL2000,Utilities,61.24,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.27,46.7,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
346,RUSHA,RUSH ENTERPRISES INC CLASS A,NASDAQ+RUSSELL2000,Industrials,61.19,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.59,45.77,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
347,BOX,BOX INC CLASS A,RUSSELL2000,Information Technology,61.19,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.58,45.77,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
348,RRBI,RED RIVER BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,61.18,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.54,45.76,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
349,GSHD,GOOSEHEAD INSURANCE INC CLASS A,NASDAQ+RUSSELL2000,Financials,61.17,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,13.45,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
350,SRPT,SAREPTA THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,61.16,82.0,early_transition,59.55,bullish_above_signal_proxy,88.03,52.86,12.66,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
351,CHRS,COHERUS ONCOLOGY INC,NASDAQ+RUSSELL2000,Health Care,61.12,82.0,early_transition,49.8,bullish_below_zero_proxy,56.92,46.63,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
352,EBC,EASTERN BANKSHARES INC,NASDAQ+RUSSELL2000,Financials,61.1,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.31,45.71,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
353,TWST,TWIST BIOSCIENCE CORP,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,61.1,72.0,confirmed_bullish_trend,25.0,bearish_proxy,84.73,52.2,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
354,UMH,UMH PROPERTIES INC,RUSSELL2000,Real Estate,61.04,82.0,early_transition,61.8,bullish_above_signal_proxy,48.03,43.86,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
355,CBZ,CBIZ INC,RUSSELL2000,Industrials,61.02,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.06,45.66,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
356,CMPR,CIMPRESS PLC,NASDAQ+RUSSELL2000,Industrials,61.0,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.01,45.65,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
357,DYN,DYNE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,61.0,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,13.77,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
358,DXC,DXC TECHNOLOGY,RUSSELL2000,Information Technology,61.0,82.0,early_transition,49.8,bullish_below_zero_proxy,57.0,45.65,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
359,LXP,LXP INDUSTRIAL TRUST,RUSSELL2000,Real Estate,61.0,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.0,45.65,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
360,NCMI,NATIONAL CINEMEDIA INC,NASDAQ+RUSSELL2000,Communication,60.95,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.87,45.62,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
361,BOH,BANK OF HAWAII CORP,RUSSELL2000,Financials,60.95,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.85,45.62,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
362,FBK,FB FINANCIAL CORP,RUSSELL2000,Financials,60.94,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.84,45.62,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
363,ALMS,ALUMIS INC,NASDAQ+RUSSELL2000,Health Care,60.89,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,13.88,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
364,VSTM,VERASTEM INC,NASDAQ+RUSSELL2000,Health Care,60.89,82.0,early_transition,47.55,bullish_below_zero_proxy,93.93,54.04,11.88,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
365,ATEX,ANTERIX INC,NASDAQ+RUSSELL2000,Communication,60.88,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,13.74,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
366,JBGS,JBG SMITH PROPERTIES,RUSSELL2000,Real Estate,60.88,82.0,early_transition,61.8,bullish_above_signal_proxy,47.54,43.76,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
367,ERAS,ERASCA INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,60.85,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,13.93,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
368,GLRE,GREENLIGHT CAPITAL LTD CLASS A,NASDAQ+RUSSELL2000,Financials,60.85,82.0,early_transition,49.8,bullish_below_zero_proxy,56.56,45.56,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
369,XNCR,XENCOR INC,NASDAQ+RUSSELL2000,Health Care,60.84,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,13.94,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
370,IBEX,IBEX LTD,NASDAQ+RUSSELL2000,Industrials,60.82,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.47,45.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
371,RCKT,ROCKET PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,60.81,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,13.96,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
372,LCTX,LINEAGE CELL THERAPEUTICS INC,RUSSELL2000,Health Care,60.8,82.0,early_transition,49.8,bullish_below_zero_proxy,55.95,46.44,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
373,ANIP,ANI PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,60.78,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.89,46.43,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
374,ABG,ASBURY AUTOMOTIVE GROUP INC,RUSSELL2000,Consumer Discretionary,60.73,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.18,45.49,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
375,MMSI,MERIT MEDICAL SYSTEMS INC,NASDAQ+RUSSELL2000,Health Care,60.72,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.72,46.39,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
376,GRPN,GROUPON INC,NASDAQ+RUSSELL2000,Consumer Discretionary,60.71,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,13.91,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
377,VRDN,VIRIDIAN THERAPEUTICS ORS INC,NASDAQ+RUSSELL2000,Health Care,60.7,82.0,early_transition,59.55,bullish_above_signal_proxy,81.52,51.55,10.98,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
378,CRK,COMSTOCK RESOURCES INC,RUSSELL2000,Energy,60.69,82.0,early_transition,49.8,bullish_below_zero_proxy,56.05,45.46,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
379,PRME,PRIME MEDICINE INC,NASDAQ+RUSSELL2000,Health Care,60.67,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,14.1,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
380,DAVE,DAVE INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Financials,60.66,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,91.56,52.56,11.18,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
381,DORM,DORMAN PRODUCTS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,60.63,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.88,45.43,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
382,KMTS,KESTRA MEDICAL TECHNOLOGIES LTD,NASDAQ+RUSSELL2000,Health Care,60.62,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,87.53,52.76,10.04,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
383,VNDA,VANDA PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,60.58,82.0,early_transition,49.8,bullish_below_zero_proxy,55.28,46.31,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
384,NJR,NEW JERSEY RESOURCES CORP,RUSSELL2000,Utilities,60.58,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.29,46.31,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
