current_rank,ticker,name,sector,2026-08-13__predicted_rank,2026-08-13__close,2026-08-13__next_snapshot_return,2026-08-12__predicted_rank,2026-08-12__close,2026-08-12__next_snapshot_return,2026-08-11__predicted_rank,2026-08-11__close,2026-08-11__next_snapshot_return,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
21,PPIH,PERMA PIPE INTERNATIONAL HOLDINGS,Industrials,21,26.68,,5,26.6,0.00300752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,DHT,DHT HOLDINGS,Energy,22,19.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CBIO,CRESCENT BIOPHARMA,Health Care,23,16.73,,6,16.43,0.01825928,36,16.690001,-0.01557825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,MGPI,MGP INGREDIENTS INC,Consumer Staples,24,18.23,,,,,2,18.370001,,,,,,,,,,,,,,,,,,,,,,,,,,10,18.879999,,17,18.709999,0.00908605,,,,,,,,,,22,18.1,,21,17.91,0.01060860,,,,48,17.860001,
25,ZYME,ZYMEWORKS,Health Care,25,25.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,BELFA,BEL FUSE CLASS A,Information Technology,26,243.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,MZTI,MARZETTI,Consumer Staples,27,118.029999,,25,115.900002,0.01837789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,INTC,Intel,Information Technology,28,105.580002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,NFLX,Netflix,Communication Services,29,76.714996,,,,,,,,38,76.290001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,BIIB,Biogen,Health Care,30,210.559998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,ZG,"Zillow Group, Inc. - Class A Common Stock",,31,34.439999,,,,,,,,,,,,,,,,,36,36.889999,,,,,,,,33,34.689999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,SBMT,SILVER BOW MINING CORP,Materials,32,7.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,ASO,ACADEMY SPORTS AND OUTDOORS,Consumer Discretionary,33,49.400002,,37,49.240002,0.00324939,1,49.560001,-0.00645680,4,49.889999,-0.00661451,,,,,,,,,,,,,,,,,,,,,,,,,45,50.419998,,,,,,,,,,,,,,,,,,,,,,
34,ORA,ORMAT TECH INC,Utilities,34,113.864998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PKBK,PARKE BANCORP INC,Financials,35,35.299999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,VAL,VALARIS LTD,Energy,36,85.160004,,,,,,,,47,85.535004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,CEG,Constellation Energy,Utilities,37,277.788696,,39,278.679993,-0.00319828,14,278.359985,0.00114962,,,,,,,,,,,,,13,267.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,FCAP,FIRST CAPITAL INC,Financials,38,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,AKAM,Akamai Technologies,Information Technology,39,124.709999,,,,,,,,,,,,,,,,,40,122.269997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,124.300003,,,,,,,,,,
40,CXW,CORECIVIC REIT,Industrials,40,33.380001,,48,33.595001,-0.00639976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,GPOR,GULFPORT ENERGY,Energy,41,169.289993,,44,169.449997,-0.00094425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,EQT,EQT Corporation,Energy,42,53.779999,,17,54.07,-0.00536344,5,54.375,-0.00560920,2,54.09,0.00526900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,AMPX,AMPRIUS TECHNOLOGIES INC,Industrials,43,11.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,HSY,Hershey Company (The),Consumer Staples,44,185.800003,,,,,20,181.979996,,14,182.804993,-0.00451299,,,,34,182.970001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,EME,Emcor,Industrials,45,838.690002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,CWCO,CONSOLIDATED WATER LTD,Utilities,46,31.33,,16,31.51,-0.00571247,,,,33,30.24,,20,30.49,-0.00819941,,,,,,,,,,,,,,,,,,,,,,38,30.25,,,,,,,,,,,,,,,,,,,,,,
47,FRBA,FIRST BANK,Financials,47,19.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,TRNS,TRANSCAT,Industrials,48,95.970001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,NE,NOBLE CORPORATION PLC,Energy,49,44.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,43.150002,,8,43.27,-0.00277324,18,43.110001,0.00371141,,,,,,,,,,,,
50,OGS,ONE GAS,Utilities,50,81.190002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
