early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_prism_rank,signal,risk
872,ROG,ROGERS CORP,RUSSELL2000,Information Technology,48.0,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,50.0,44.25,11.37,2,1374,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
873,EPC,EDGEWELL PERSONAL CARE,RUSSELL2000,Consumer Staples,47.96,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,50.0,45.25,11.21,2,614,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
874,LFST,LIFESTANCE HEALTH GROUP INC,NASDAQ+RUSSELL2000,Health Care,47.94,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,60.86,47.42,14.82,2,234,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
875,BFC,BANK FIRST CORP,NASDAQ+RUSSELL2000,Financials,47.94,38.0,mixed_sideways,63.15,bullish_above_signal_proxy,47.32,43.71,0.0,2,1595,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
876,SMTI,SANARA MEDTECH INC,NASDAQ+RUSSELL2000,Health Care,47.93,75.0,confirmed_bullish_trend,26.35,bearish_proxy,41.07,43.46,0.0,2,1622,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
877,SVV,SAVERS VALUE VILLAGE INC,RUSSELL2000,Consumer Discretionary,47.92,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,50.0,44.25,11.1,2,1428,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
878,GRBK,GREEN BRICK PARTNERS INC,RUSSELL2000,Consumer Discretionary,47.91,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,50.0,44.25,11.12,2,1122,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
879,FENC,FENNEC PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,47.87,75.0,confirmed_bullish_trend,26.35,bearish_proxy,40.91,43.43,0.0,2,1625,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
880,LGN,LEGENCE CORP CLASS A,NASDAQ+RUSSELL2000,Industrials,47.87,75.0,confirmed_bullish_trend,26.35,bearish_proxy,41.36,42.52,0.0,2,1690,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
881,BLMN,BLOOMIN BRANDS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,47.86,75.0,confirmed_bullish_trend,26.35,bearish_proxy,41.31,42.51,0.0,2,1694,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
882,AZZ,AZZ INC,RUSSELL2000,Industrials,47.85,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,50.0,44.25,11.51,2,904,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
883,MYO,MYOMO INC,RUSSELL2000,Health Care,47.74,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,50.0,45.25,0.0,2,630,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
884,AEBI,AEBI SCHMIDT HOLDING AG,NASDAQ+RUSSELL2000,Industrials,47.73,75.0,confirmed_bullish_trend,25.0,bearish_proxy,41.93,42.64,0.0,2,1683,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
885,MTH,MERITAGE CORP,RUSSELL2000,Consumer Discretionary,47.66,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,50.0,44.25,11.7,2,1258,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
886,BPRN,PRINCETON BANCORP INC,NASDAQ+RUSSELL2000,Financials,47.63,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.13,46.48,15.07,2,352,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
887,PLOW,DOUGLAS DYNAMICS INC,RUSSELL2000,Industrials,47.6,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,50.0,44.25,11.77,2,1339,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
888,SSRM,SSR MINING INC,NASDAQ+RUSSELL2000,Materials,47.58,38.0,mixed_sideways,51.15,bullish_below_zero_proxy,55.31,45.31,0.0,2,567,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
889,MGTX,MEIRAGTX HOLDINGS PLC,NASDAQ+RUSSELL2000,Health Care,47.53,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.31,47.51,15.37,2,222,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; event-level volume; MACD snapshot proxy; double-cross history unavailable
890,OTTR,OTTER TAIL CORP,NASDAQ+RUSSELL2000,Utilities,47.44,38.0,mixed_sideways,61.8,bullish_above_signal_proxy,46.36,44.52,0.0,2,814,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
891,HOV,HOVNANIAN ENTERPRISES INC CLASS A,RUSSELL2000,Consumer Discretionary,47.44,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,50.0,44.25,11.93,2,1144,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
892,OSCR,OSCAR HEALTH INC CLASS A,RUSSELL2000,Financials,47.44,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,50.0,44.25,10.69,2,1314,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
893,XMTR,XOMETRY INC CLASS A,NASDAQ+RUSSELL2000,Industrials,47.43,75.0,confirmed_bullish_trend,25.0,bearish_proxy,41.05,42.46,0.0,2,1700,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
894,IDT,IDT CORP CLASS B,RUSSELL2000,Communication,47.39,75.0,confirmed_bullish_trend,25.0,bearish_proxy,50.0,44.25,3.0,2,1159,EMA: confirmed_bullish_trend; MACD: bearish_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
895,PRKS,UNITED PARKS AND RESORTS INC,RUSSELL2000,Consumer Discretionary,47.38,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,50.0,44.25,11.98,2,1345,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
896,OABI,OMNIAB INC,NASDAQ+RUSSELL2000,Health Care,47.34,100.0,fresh_bullish_cross,25.0,bearish_proxy,17.58,38.77,0.0,2,1842,EMA: fresh_bullish_cross; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
897,INDB,INDEPENDENT BANK CORP,NASDAQ+RUSSELL2000,Financials,47.29,38.0,mixed_sideways,61.8,bullish_above_signal_proxy,55.46,45.34,3.0,2,558,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
898,CCSI,CONSENSUS CLOUD SOLUTIONS INC,NASDAQ+RUSSELL2000,Information Technology,47.27,38.0,mixed_sideways,26.35,bearish_proxy,73.16,48.88,0.0,2,142,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
899,CCS,CENTURY COMMUNITIES INC,RUSSELL2000,Consumer Discretionary,47.21,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,50.0,44.25,12.15,2,965,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
900,CIX,COMPX INTERNATIONAL INC CLASS A,RUSSELL2000,Industrials,47.2,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,50.0,44.25,11.83,2,972,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
901,BHVN,BIOHAVEN LTD,RUSSELL2000,Health Care,47.19,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,50.0,45.25,12.32,2,596,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
902,LION,LIONSGATE STUDIOS CORP,RUSSELL2000,Communication,47.14,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,50.0,44.25,10.99,2,1212,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
903,SI,SHOULDER INNOVATIONS INC,RUSSELL2000,Health Care,47.09,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,50.0,45.25,11.19,2,649,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
904,SLS,SELLAS LIFE SCIENCES GROUP INC,NASDAQ+RUSSELL2000,Health Care,46.97,75.0,confirmed_bullish_trend,25.0,bearish_proxy,39.19,43.09,0.0,2,1655,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
905,CRNC,CERENCE INC,NASDAQ+RUSSELL2000,Information Technology,46.97,75.0,confirmed_bullish_trend,25.0,bearish_proxy,39.65,42.18,0.0,2,1715,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
906,SLDB,SOLID BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,46.91,75.0,confirmed_bullish_trend,47.55,bullish_below_zero_proxy,64.44,48.14,14.03,2,176,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,EMA extension 2.3 ATR; MACD setup extended; event-level volume; MACD snapshot proxy; double-cross history unavailable
907,BFH,BREAD FINANCIAL HOLDINGS INC,RUSSELL2000,Financials,46.91,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,50.0,44.25,12.45,2,919,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
908,DRH,DIAMONDROCK HOSPITALITY,NASDAQ+RUSSELL2000,Real Estate,46.89,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.92,46.83,16.4,2,299,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
909,COMP,COMPASS INC CLASS A,RUSSELL2000,Real Estate,46.84,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,50.0,44.25,12.52,2,991,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
910,VRM,VROOM INC,NASDAQ+RUSSELL2000,Financials,46.83,15.0,bearish_transition,49.8,bullish_below_zero_proxy,74.98,49.25,0.0,2,124,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
911,BATRK,ATLANTA BRAVES HOLDINGS INC SERIES,NASDAQ+RUSSELL2000,Communication,46.76,38.0,mixed_sideways,61.8,bullish_above_signal_proxy,53.85,45.02,3.0,2,723,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
912,FA,FIRST ADVANTAGE CORP,NASDAQ+RUSSELL2000,Industrials,46.62,35.0,mixed_sideways,25.0,bearish_proxy,74.95,49.24,0.0,2,125,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
913,HNRG,HALLADOR ENERGY,NASDAQ+RUSSELL2000,Utilities,46.5,38.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,35.95,42.44,0.0,2,1702,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
914,MHO,M I HOMES INC,RUSSELL2000,Consumer Discretionary,46.48,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,50.0,44.25,12.54,2,1245,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
915,EXTR,EXTREME NETWORKS INC,NASDAQ+RUSSELL2000,Information Technology,46.47,75.0,confirmed_bullish_trend,17.75,fresh_bearish_cross_proxy,82.07,50.66,12.69,2,87,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
916,ENR,ENERGIZER HOLDINGS INC,RUSSELL2000,Consumer Staples,46.41,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,50.0,45.25,12.77,2,613,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
917,JANX,JANUX THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,46.39,38.0,mixed_sideways,51.15,bullish_below_zero_proxy,51.26,45.5,0.0,2,528,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
918,BLFS,BIOLIFE SOLUTIONS INC,NASDAQ+RUSSELL2000,Health Care,46.34,38.0,mixed_sideways,26.35,bearish_proxy,69.9,49.23,0.0,2,126,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
919,MEC,MAYVILLE ENGINEERING COMPANY INC,RUSSELL2000,Industrials,46.33,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,50.0,44.25,11.8,2,1239,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
920,HBCP,HOME BANCORP INC,NASDAQ+RUSSELL2000,Financials,46.3,75.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,50.48,44.35,3.0,2,830,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
921,CTOS,CUSTOM TRUCK ONE SOURCE INC,RUSSELL2000,Industrials,46.27,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,50.0,44.25,13.09,2,1009,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
922,IKT,INHIBIKASE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,46.22,38.0,mixed_sideways,49.8,bullish_below_zero_proxy,51.75,45.6,0.0,2,508,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
923,CBT,CABOT CORP,RUSSELL2000,Materials,46.22,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,50.0,44.25,12.8,2,961,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
924,TH,TARGET HOSPITALITY CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,46.17,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,57.94,45.84,15.81,2,453,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
925,WKC,WORLD KINECT CORP,RUSSELL2000,Energy,46.14,75.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,50.0,44.25,3.0,2,1501,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
926,FUNC,FIRST UNITED CORP,RUSSELL2000,Financials,46.07,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,50.0,44.25,12.96,2,1096,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
927,AOSL,ALPHA AND OMEGA SEMICONDUCTOR LTD,NASDAQ+RUSSELL2000,Information Technology,45.93,75.0,confirmed_bullish_trend,25.0,bearish_proxy,45.59,43.37,3.0,2,1636,EMA: confirmed_bullish_trend; MACD: bearish_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
928,RUSHA,RUSH ENTERPRISES INC CLASS A,NASDAQ+RUSSELL2000,Industrials,45.86,38.0,mixed_sideways,51.15,bullish_below_zero_proxy,50.1,44.27,0.0,2,838,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
929,CARS,CARS.COM INC,RUSSELL2000,Communication,45.83,38.0,mixed_sideways,51.15,bullish_below_zero_proxy,50.0,44.25,0.0,2,957,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
930,RYAM,RAYONIER ADVANCED MATERIALS INC,RUSSELL2000,Materials,45.83,38.0,mixed_sideways,51.15,bullish_below_zero_proxy,50.0,44.25,0.0,2,1381,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
931,SKYH,SKY HARBOUR GROUP CORP CLASS A,RUSSELL2000,Industrials,45.83,38.0,mixed_sideways,51.15,bullish_below_zero_proxy,50.0,44.25,0.0,2,1406,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
932,TNK,TEEKAY TANKERS LTD CLASS A,RUSSELL2000,Energy,45.83,38.0,mixed_sideways,51.15,bullish_below_zero_proxy,50.0,44.25,0.0,2,1450,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
933,UVE,UNIVERSAL INSURANCE HOLDINGS INC,RUSSELL2000,Financials,45.83,38.0,mixed_sideways,51.15,bullish_below_zero_proxy,50.0,44.25,0.0,2,1478,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
934,CNK,CINEMARK HOLDINGS INC,RUSSELL2000,Communication,45.81,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,50.0,44.25,12.31,2,984,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
935,CALY,CALLAWAY GOLF COMPANY,RUSSELL2000,Consumer Discretionary,45.79,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,50.0,44.25,13.57,2,956,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
936,VAC,MARRIOTT VACATIONS WORLDWIDE CORP,RUSSELL2000,Consumer Discretionary,45.76,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,50.0,44.25,13.6,2,1479,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
937,NVCT,NUVECTIS PHARMA INC,NASDAQ+RUSSELL2000,Health Care,45.72,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,77.24,50.7,22.45,2,86,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.4 ATR; MACD setup extended; event-level volume; MACD snapshot proxy; double-cross history unavailable
938,SWX,SOUTHWEST GAS HOLDINGS INC,RUSSELL2000,Utilities,45.64,38.0,mixed_sideways,49.8,bullish_below_zero_proxy,50.0,45.25,0.0,2,654,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
939,MLP,MAUI LAND AND PINEAPPLE INC,RUSSELL2000,Real Estate,45.63,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,50.0,44.25,13.4,2,1249,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; event-level volume; MACD snapshot proxy; double-cross history unavailable
940,ARCB,ARCBEST CORP,NASDAQ+RUSSELL2000,Industrials,45.62,38.0,mixed_sideways,26.35,bearish_proxy,68.17,47.88,0.0,2,196,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
941,NSIT,INSIGHT ENTERPRISES INC,NASDAQ+RUSSELL2000,Information Technology,45.57,38.0,mixed_sideways,25.0,bearish_proxy,69.05,48.06,0.0,2,183,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
942,OSW,ONESPAWORLD HOLDINGS LTD,NASDAQ+RUSSELL2000,Consumer Discretionary,45.54,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.95,47.24,18.41,2,253,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; event-level volume; MACD snapshot proxy; double-cross history unavailable
