current_rank,ticker,name,sector,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
23,NUAI,NEW ERA ENERGY AND DIGITAL INC,Energy,23,5.4699,,,,,,,,,,,,,
24,GWRS,GLOBAL WATER RESOURCES INC,Utilities,24,7.0996,,2,7.16,-0.00843575,,,,,,,,,
25,BGC,BGC GROUP INC CLASS A,Financials,25,11.505,,18,11.51,-0.00043440,,,,,,,,,
26,GPI,GROUP AUTOMOTIVE INC,Consumer Discretionary,26,324.369995,,21,327.779999,-0.01040333,,,,,,,,,
27,INVX,INNOVEX INTERNATIONAL INC,Energy,27,27.01,,,,,,,,,,,,,
28,TXT,Textron,Industrials,28,93.919998,,,,,,,,,,,,,
29,CMCO,COLUMBUS MCKINNON CORP,Industrials,29,15.555,,,,,,,,,,,19,14.36,
30,AEO,AMERICAN EAGLE OUTFITTERS INC,Consumer Discretionary,30,17.25,,20,17.799999,-0.03089882,,,,,,,30,17.030001,
31,AURA,AURA BIOSCIENCES INC,Health Care,31,7.06,,,,,,,,,,,,,
32,USLM,UNITED STATES LIME AND MINERALS IN,Materials,32,107.349998,,29,107.239998,0.00102574,,,,,,,,,
33,CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary,33,29.485001,,24,29.02,0.01602347,,,,,,,,,
34,VVX,V2X INC,Industrials,34,84.449997,,6,81.014999,0.04239953,29,78.970001,0.02589588,,,,,,
35,IRM,Iron Mountain,Real Estate,35,125.089996,,31,124.550003,0.00433555,,,,,,,11,123.82,
36,HST,Host Hotels & Resorts,Real Estate,36,24.15,,26,24.5,-0.01428571,,,,1,24.059999,,5,23.940001,0.00501245
37,HUT,HUT CORP,Information Technology,37,115.040001,,,,,,,,,,,,,
38,LITE,Lumentum,Information Technology,38,836.820007,,,,,35,837.559998,,,,,,,
39,FCX,Freeport-McMoRan,Materials,39,62.73,,28,64.989998,-0.03477455,,,,,,,,,
40,ULH,UNIVERSAL LOGISTICS HOLDINGS INC,Industrials,40,16.225,,34,16.059999,0.01027404,38,15.46,0.03880977,,,,,,
41,ACHR,ARCHER AVIATION INC CLASS A,Industrials,41,5.18,,,,,24,5.2701,,,,,,,
42,ACTG,ACACIA RESEARCH CORP,Financials,42,4.62,,,,,31,4.6,,,,,,,
43,JOUT,JOHNSON OUTDOORS INC CLASS A,Consumer Discretionary,43,45.959999,,43,46.68,-0.01542419,,,,,,,,,
44,KVHI,KVH INDUSTRIES INC,Information Technology,44,9.08,,8,9.26,-0.01943844,28,9.31,-0.00537057,,,,,,
45,UVV,UNIVERSAL CORP,Consumer Staples,45,52.810001,,40,53.75,-0.01748835,,,,,,,48,53.139999,
46,TSEM,Tower Semiconductor Ltd. - Ordinary Shares,,46,255.559998,,42,249.529999,0.02416543,36,250.910004,-0.00550000,,,,,,
47,AVGO,Broadcom,Information Technology,47,389.279999,,,,,,,,,,,,,
48,GNE,GENIE ENERGY LTD CLASS B,Utilities,48,14.47,,33,14.53,-0.00412939,,,,,,,,,
49,FLR,FLUOR CORP,Industrials,49,51.98,,32,51.580002,0.00775490,,,,,,,,,
50,AZZ,AZZ INC,Industrials,50,152.649994,,45,150.779999,0.01240214,20,150.529999,0.00166080,,,,,,
