early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,MMED,MINIMED INC,NASDAQ+RUSSELL2000,Health Care,80.03,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,93.76,54.0,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1184,FRSH,FRESHWORKS INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,49.68,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,57.52,45.75,10.92,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1185,BCBP,BCB BANCORP INC,NASDAQ+RUSSELL2000,Financials,49.62,72.0,confirmed_bullish_trend,25.0,bearish_proxy,50.4,44.33,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1186,CTBI,COMMUNITY TRUST BANCORP INC,NASDAQ+RUSSELL2000,Financials,49.6,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.11,48.07,14.83,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1187,TDAY,USA TODAY INC,RUSSELL2000,Communication,49.57,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,58.57,45.96,11.38,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1188,CLBK,COLUMBIA FINANCIAL INC,NASDAQ+RUSSELL2000,Financials,49.54,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.07,46.46,12.23,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1189,TBBK,BANCORP INC,NASDAQ+RUSSELL2000,Financials,49.48,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.22,48.29,15.31,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1190,KALU,KAISER ALUMINIUM CORP,NASDAQ+RUSSELL2000,Materials,49.41,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,55.51,45.35,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1191,YEXT,YEXT INC,RUSSELL2000,Information Technology,49.39,82.0,early_transition,59.55,bullish_above_signal_proxy,56.78,45.61,13.97,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1192,MITT,TPG MORTGAGE INVESTMENT TRUST INC,RUSSELL2000,Financials,49.36,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,55.38,45.33,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1193,NKTX,NKARTA INC,NASDAQ+RUSSELL2000,Health Care,49.34,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,30.32,41.31,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1194,EBC,EASTERN BANKSHARES INC,NASDAQ+NASDAQ500+RUSSELL2000,Financials,49.27,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.02,48.05,15.13,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1195,KFRC,KFORCE INC,RUSSELL2000,Industrials,49.17,72.0,confirmed_bullish_trend,25.0,bearish_proxy,49.02,44.05,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1196,AHCO,ADAPTHEALTH CORP,NASDAQ+RUSSELL2000,Health Care,49.05,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,63.06,47.86,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1197,AEBI,AEBI SCHMIDT HOLDING AG,NASDAQ+RUSSELL2000,Industrials,49.04,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,54.39,45.13,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1198,ACIW,ACI WORLDWIDE INC,NASDAQ+RUSSELL2000,Information Technology,49.03,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.13,48.48,16.07,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1199,TWO,TWO HARBORS INVESTMENT CORP,RUSSELL2000,Financials,49.0,72.0,confirmed_bullish_trend,25.0,bearish_proxy,48.54,43.96,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1200,SCSC,SCANSOURCE INC,NASDAQ+RUSSELL2000,Information Technology,48.99,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.2,46.69,13.16,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1201,NHP,NATIONAL HEALTHCARE PROPERTIES INC,NASDAQ+RUSSELL2000,Real Estate,48.97,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,54.19,45.09,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1202,AGYS,AGILYSYS INC,NASDAQ+RUSSELL2000,Information Technology,48.95,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.33,48.32,15.89,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1203,LMAT,LEMAITRE VASCULAR INC,NASDAQ+RUSSELL2000,Health Care,48.9,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,62.61,47.77,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1204,MLAB,MESA LABORATORIES INC,NASDAQ+RUSSELL2000,Health Care,48.82,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,45.71,44.39,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1205,MITK,MITEK SYSTEMS INC,NASDAQ+RUSSELL2000,Information Technology,48.81,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,72.43,48.74,16.71,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1206,IBEX,IBEX LTD,NASDAQ+RUSSELL2000,Industrials,48.74,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,45.92,43.43,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1207,OPTX,SYNTEC OPTICS HOLDINGS INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,48.74,72.0,confirmed_bullish_trend,25.0,bearish_proxy,47.75,43.8,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1208,CPSS,CONSUMER PORTFOLIO SERVICES INC,NASDAQ+RUSSELL2000,Financials,48.72,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,51.46,44.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1209,EIG,EMPLOYERS HOLDINGS INC,RUSSELL2000,Financials,48.55,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,72.69,48.79,17.07,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1210,NODK,NI HOLDINGS INC,NASDAQ+RUSSELL2000,Financials,48.53,35.0,mixed_sideways,25.0,bearish_proxy,80.74,50.4,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1211,GEO,GEO GROUP INC,RUSSELL2000,Industrials,48.53,72.0,confirmed_bullish_trend,22.75,bearish_proxy,84.4,51.13,11.74,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1212,TKNO,ALPHA TEKNOVA INC,NASDAQ+RUSSELL2000,Health Care,48.49,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,52.89,45.83,10.74,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1213,TNET,TRINET GROUP INCINARY,RUSSELL2000,Industrials,48.49,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,58.62,45.97,12.49,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1214,VIRC,VIRCO MANUFACTURING CORP,NASDAQ+RUSSELL2000,Industrials,48.48,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,84.38,51.13,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1215,VREX,VAREX IMAGING CORP,NASDAQ+RUSSELL2000,Health Care,48.45,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,62.76,47.8,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1216,QLYS,QUALYS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,48.44,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,81.26,50.5,20.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1217,HZO,MARINEMAX INC,RUSSELL2000,Consumer Discretionary,48.44,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,52.57,44.76,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1218,RFIL,RF INDUSTRIES LTD,NASDAQ+RUSSELL2000,Information Technology,48.39,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,52.42,44.73,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1219,EFSI,EAGLE FINANCIAL SERVICES INC,NASDAQ+RUSSELL2000,Financials,48.38,35.0,mixed_sideways,25.0,bearish_proxy,80.29,50.31,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1220,INTT,INTEST CORP,RUSSELL2000,Information Technology,48.38,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,52.41,44.73,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1221,EVLV,EVOLV TECHNOLOGIES HOLDINGS INC CL,NASDAQ+RUSSELL2000,Information Technology,48.32,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,44.64,43.18,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1222,HIW,HIGHWOODS PROPERTIES REIT INC,RUSSELL2000,Real Estate,48.28,72.0,confirmed_bullish_trend,22.75,bearish_proxy,80.78,50.41,10.8,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1223,RXT,RACKSPACE TECHNOLOGY INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,48.23,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.18,43.49,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1224,GENI,GENIUS SPORTS LTD,RUSSELL2000,Consumer Discretionary,48.21,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.11,43.47,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1225,CIM,CHIMERA INVESTMENT CORP,RUSSELL2000,Financials,48.19,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,51.82,44.61,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1226,FLGT,FULGENT GENETICS INC,NASDAQ+RUSSELL2000,Health Care,48.1,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.77,48.4,15.38,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1227,CVBF,CVB FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,48.08,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.2,47.49,15.39,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1228,FGBI,FIRST GUARANTY BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,48.02,35.0,mixed_sideways,25.0,bearish_proxy,79.18,50.09,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1229,ASYS,AMTECH SYSTEMS INC,NASDAQ+RUSSELL2000,Information Technology,48.0,72.0,confirmed_bullish_trend,25.0,bearish_proxy,45.49,43.35,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1230,TBCH,TURTLE BEACH CORP,NASDAQ+RUSSELL2000,Information Technology,48.0,72.0,confirmed_bullish_trend,25.0,bearish_proxy,45.5,43.35,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1231,HQI,HIREQUEST INC,NASDAQ+RUSSELL2000,Industrials,47.98,72.0,confirmed_bullish_trend,25.0,bearish_proxy,45.43,43.34,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1232,RPAY,REPAY HOLDINGS CORP CLASS A,NASDAQ+RUSSELL2000,Financials,47.96,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,59.55,46.16,13.31,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1233,EEX,EMERALD HOLDING INC,RUSSELL2000,Communication,47.86,72.0,confirmed_bullish_trend,25.0,bearish_proxy,45.07,43.26,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1234,PUBM,PUBMATIC INC CLASS A,NASDAQ+RUSSELL2000,Communication,47.84,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.73,47.4,15.47,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1235,CEVA,CEVA INC,NASDAQ+RUSSELL2000,Information Technology,47.71,72.0,confirmed_bullish_trend,25.0,bearish_proxy,44.62,43.17,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1236,STGW,STAGWELL INC CLASS A,NASDAQ+RUSSELL2000,Communication,47.7,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,56.22,45.49,12.48,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1237,NSIT,INSIGHT ENTERPRISES INC,NASDAQ+RUSSELL2000,Information Technology,47.49,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,57.16,45.68,13.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1238,ASPN,ASPEN AEROGELS INC,RUSSELL2000,Materials,47.39,72.0,confirmed_bullish_trend,25.0,bearish_proxy,43.64,42.98,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1239,PRGS,PROGRESS SOFTWARE CORP,NASDAQ+RUSSELL2000,Information Technology,47.34,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.12,47.67,16.44,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1240,PZZA,PAPA JOHNS INTERNATIONAL INC,NASDAQ+RUSSELL2000,Consumer Discretionary,47.34,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,49.24,44.1,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
