current_rank,ticker,name,sector,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
20,ETN,Eaton Corporation,Industrials,20,430.345001,,,,,,,,,,,,,,,,,47,404.031006,,1,415.100006,-0.02666586,,,,,,,,,,,,
21,APO,Apollo Global Management,Financials,21,127.754997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,OBIO,ORCHESTRA BIOMED HOLDINGS INC,Health Care,22,4.055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,LBRDK,Liberty Broadband Corporation - Class C Common Stock,,23,34.740002,,17,34.040001,0.02056407,1,33.360001,0.02038369,9,34.099998,-0.02170079,,,,,,,,,,,,,,,,,,,,,,,,
24,SABR,SABRE CORP,Consumer Discretionary,24,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,WY,Weyerhaeuser,Real Estate,25,24.965,,18,25.030001,-0.00259692,,,,17,24.459999,,20,24.610001,-0.00609516,,,,,,,,,,,,,,,,,,,,,
26,LECO,"Lincoln Electric Holdings, Inc. - Common Shares",,26,265.100006,,39,261.309998,0.01450388,,,,21,257.98999,,,,,,,,,,,,,,,,,,,,,,,,,
27,PWP,PERELLA WEINBERG PARTNERS CLASS A,Financials,27,16.860001,,23,17.65,-0.04475915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Z,"Zillow Group, Inc. - Class C Capital Stock",,28,34.419998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,33.029999,,,,
29,WEST,WESTROCK COFFEE,Consumer Staples,29,8.305,,21,8.12,0.02278325,45,8.17,-0.00611995,39,8.18,-0.00122249,,,,,,,,,,,,,,,,,,,,,,,,
30,ASLE,AERSALE CORP,Industrials,30,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,VEL,VELOCITY FINANCIAL INC,Financials,31,17.84,,,,,,,,28,17.68,,,,,,,,,,,,,,,,,,,,,,,,,
32,GOLD,GOLD INC,Consumer Discretionary,32,41.84,,25,41.34,0.01209482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,CMCSA,Comcast,Communication Services,33,24.545,,,,,46,23.67,,33,24.610001,-0.03819589,,,,,,,,,,,,,,,,,,,40,23.780001,,,,
34,BCPC,BALCHEM CORP,Materials,34,173.570007,,7,167.554993,0.03589875,,,,,,,24,165.789993,,,,,,,,,,,,,,,,,,,,,,
35,ZG,"Zillow Group, Inc. - Class A Common Stock",,35,35.049999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,WLFC,WILLIS LEASE FINANCE CORP,Industrials,36,73.5,,19,71.330002,0.03042195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,HUT,HUT CORP,Information Technology,37,111.830002,,,,,,,,,,,,,,,,,21,109.989998,,48,117.669998,-0.06526727,,,,,,,,,,,,
38,AUR,"Aurora Innovation, Inc.  - Class A Common Stock",,38,6.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,EME,Emcor,Industrials,39,811.080017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,GPOR,GULFPORT ENERGY CORP,Energy,40,163.149994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PLPC,PREFORMED LINE PRODUCTS,Industrials,41,359.649994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,KDP,Keurig Dr Pepper,Consumer Staples,42,31.045,,36,31.120001,-0.00241006,15,31.57,-0.01425401,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,JOE,ST JOE,Real Estate,43,63.459999,,43,62.18,0.02058538,29,63.07,-0.01411130,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,DRI,Darden Restaurants,Consumer Discretionary,44,205.360001,,26,203.690002,0.00819873,6,206.970001,-0.01584770,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,IRTC,IRHYTHM HOLDINGS INC,Health Care,45,122.230003,,42,117.169998,0.04318516,11,119.080002,-0.01603967,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,CWK,CUSHMAN AND WAKEFIELD LTD,Real Estate,46,13.59,,20,13.415,0.01304510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,MLP,MAUI LAND AND PINEAPPLE INC,Real Estate,47,18.18,,32,17.475,0.04034335,12,17.879999,-0.02265095,,,,21,17.625,,,,,,,,,,,,,,,,,,,,,,
48,HCKT,HACKETT GROUP INC,Information Technology,48,10.92,,34,10.72,0.01865672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,FSUN,FIRSTSUN CAPITAL BANCORP,Financials,49,39.060001,,29,38.68,0.00982422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,BKE,BUCKLE INC,Consumer Discretionary,50,45.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
