current_rank,ticker,name,sector,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
14,CPSS,CONSUMER PORTFOLIO SERVICES INC,Financials,14,9.57,,,,,,,,,,,,,,,,,,,,,,,26,9.27,,,,,42,9.43,,,,
15,FOR,FORESTAR GROUP INC,Real Estate,15,29.219999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,MGEE,MGE ENERGY,Utilities,16,80.849998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,TARA,PROTARA THERAPEUTICS INC,Health Care,17,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,FISV,Fiserv,Financials,18,54.110001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,ROIV,Roivant Sciences Ltd. - Common Shares,,19,35.119999,,,,,,,,,,,,,,34,34.52,,,,,,,,,,,,,,,,,,,
20,CVCO,CAVCO INDUSTRIES,Consumer Discretionary,20,578.169983,,2,587.72998,-0.01626597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,FWONK,Liberty Media Corporation - Series C Liberty Formula One Common Stock,,21,99.690002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,MOS,Mosaic Company (The),Materials,22,23.455,,3,23.42,0.00149445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,RL,Ralph Lauren Corporation,Consumer Discretionary,23,395.700012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,386.859985,
24,FWONA,Liberty Media Corporation - Series A Liberty Formula One Common Stock,,24,91.260002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,MD,PEDIATRIX MEDICAL GROUP INC,Health Care,25,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,RBKB,RHINEBECK BANCORP INC,Financials,26,12.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,ACTG,ACACIA RESEARCH,Financials,27,4.67,,,,,,,,39,4.63,,,,,,,,,,,,,,,,,,,,,,,,,
28,RMAX,RE MAX HOLDINGS INC CLASS A,Real Estate,28,10.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,ALXO,ALX ONCOLOGY HOLDINGS INC,Health Care,29,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,TMDX,TRANSMEDICS GROUP,Health Care,30,80.209999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,DOW,Dow Inc.,Materials,31,30.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,LYB,LyondellBasell,Materials,32,61.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,HTHT,H World Group Limited - American Depositary Shares,,33,42.799999,,,,,48,42.310001,,,,,26,42.689999,,,,,,,,,,,,,,,,,,,,,,
34,PRM,PERIMETER SOLUTIONS,Materials,34,37.360001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,HNGE,HINGE HEALTH CLASS A,Health Care,35,80.110001,,49,80.949997,-0.01037673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,NWN,NORTHWEST NATURAL HOLDING COMPANY,Utilities,36,50.775002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,IPI,INTREPID POTASH INC,Materials,37,34.872002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,CV,CAPSOVISION INC,Health Care,38,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,AMPY,AMPLIFY ENERGY,Energy,39,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,GRBK,GREEN BRICK PARTNERS,Consumer Discretionary,40,71.440002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,HMH,HMH HOLDING INC CLASS A,Energy,41,19.93,,13,20.620001,-0.03346270,,,,,,,32,20.790001,,12,20.120001,0.03330020,,,,,,,,,,,,,,,,44,21.049999,
42,MDLZ,Mondelez International,Consumer Staples,42,62.75,,39,62.599998,0.00239620,41,62.080002,0.00837622,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,GILD,Gilead Sciences,Health Care,43,130.860001,,1,131.759995,-0.00683056,1,135.25,-0.02580410,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,DD,DuPont,Materials,44,144.0,,16,147.229996,-0.02193844,2,142.880005,0.03044506,10,141.309998,0.01111037,,,,,,,,,,,,,,,,,,,,,,,,
45,STE,Steris,Health Care,45,231.639999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,IRM,Iron Mountain,Real Estate,46,121.995003,,17,127.230003,-0.04114596,21,125.400002,0.01459331,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,CRC,CALIFORNIA RESOURCES,Energy,47,52.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,TSHA,TAYSHA GENE THERAPIES,Health Care,48,6.34,,18,6.46,-0.01857585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,SBGI,SINCLAIR CLASS A,Communication,49,14.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,MMI,MARCUS & MILLICHAP INC,Real Estate,50,31.73,,10,31.219999,0.01633571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
