early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,OPTU,OPTIMUM COMMUNICATIONS INC CLASS A,RUSSELL2000,Communication,79.42,85.0,early_transition,63.15,bullish_above_signal_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1751,EPM,EVOLUTION PETROLEUM CORP,RUSSELL2000,Energy,25.55,15.0,bearish_transition,25.0,bearish_proxy,29.29,40.11,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1752,YSS,YORK SPACE SYSTEMS INC,RUSSELL2000,Industrials,25.54,15.0,bearish_transition,20.0,fresh_bearish_cross_proxy,33.04,40.86,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1753,LASR,NLIGHT INC,NASDAQ+RUSSELL2000,Information Technology,25.53,18.0,bearish_transition,26.35,bearish_proxy,25.48,39.35,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1754,NL,NLI HOLDINGS INC,RUSSELL2000,Industrials,25.51,15.0,bearish_transition,25.0,bearish_proxy,29.15,40.08,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1755,SDRL,SEADRILL LTD,RUSSELL2000,Energy,25.49,18.0,bearish_transition,26.35,bearish_proxy,25.36,39.32,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1756,LXU,LSB INDUSTRIES INC,RUSSELL2000,Materials,25.37,15.0,bearish_transition,25.0,bearish_proxy,28.73,40.0,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1757,SM,SM ENERGY,RUSSELL2000,Energy,25.35,15.0,bearish_transition,25.0,bearish_proxy,28.67,39.98,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1758,DCGO,DOCGO INC,NASDAQ+RUSSELL2000,Health Care,25.21,18.0,bearish_transition,26.35,bearish_proxy,24.05,40.06,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1759,IPI,INTREPID POTASH INC,RUSSELL2000,Materials,25.19,15.0,bearish_transition,25.0,bearish_proxy,28.18,39.89,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1760,RMBS,RAMBUS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,25.16,18.0,bearish_transition,26.35,bearish_proxy,24.35,39.12,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1761,BZAI,BLAIZE HOLDINGS INC,NASDAQ+RUSSELL2000,Information Technology,25.12,15.0,bearish_transition,25.0,bearish_proxy,27.96,39.84,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1762,PI,IMPINJ INC,NASDAQ+RUSSELL2000,Information Technology,25.12,15.0,bearish_transition,25.0,bearish_proxy,27.96,39.84,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1763,NE,NOBLE CORPORATION PLC,RUSSELL2000,Energy,25.09,15.0,bearish_transition,25.0,bearish_proxy,27.9,39.83,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1764,RUN,SUNRUN INC,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,25.05,15.0,bearish_transition,25.0,bearish_proxy,27.76,39.8,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1765,BBAI,BIGBEAR.AI HOLDINGS INC,RUSSELL2000,Information Technology,25.0,15.0,bearish_transition,25.0,bearish_proxy,27.62,39.77,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1766,MH,MCGRAW HILL INC,RUSSELL2000,Consumer Discretionary,24.97,15.0,bearish_transition,25.0,bearish_proxy,27.51,39.75,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1767,NNE,NANO NUCLEAR ENERGY INC,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,24.9,15.0,bearish_transition,20.0,fresh_bearish_cross_proxy,31.1,40.47,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1768,QDEL,QUIDELORTHO CORP,NASDAQ+RUSSELL2000,Health Care,24.8,15.0,bearish_transition,25.0,bearish_proxy,26.55,40.56,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1769,AMPX,AMPRIUS TECHNOLOGIES INC,RUSSELL2000,Industrials,24.77,18.0,bearish_transition,26.35,bearish_proxy,23.16,38.88,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1770,TVGN,TEVOGEN BIO HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,24.74,35.0,mixed_sideways,25.0,bearish_proxy,8.18,36.89,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1771,USAR,USA RARE EARTH INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Materials,24.71,15.0,bearish_transition,25.0,bearish_proxy,26.74,39.6,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1772,CLFD,CLEARFIELD INC,NASDAQ+RUSSELL2000,Information Technology,24.65,18.0,bearish_transition,25.0,bearish_proxy,23.83,39.02,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1773,AESI,ATLAS ENERGY SOLUTIONS INC,RUSSELL2000,Energy,24.65,15.0,bearish_transition,25.0,bearish_proxy,26.56,39.56,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1774,DC,DAKOTA GOLD CORP,RUSSELL2000,Materials,24.63,15.0,bearish_transition,25.0,bearish_proxy,26.5,39.55,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1775,CARL,CARLSMED INC,NASDAQ+RUSSELL2000,Health Care,24.6,18.0,bearish_transition,25.0,bearish_proxy,23.22,39.89,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1776,FIVN,FIVE9 INC,NASDAQ+RUSSELL2000,Information Technology,24.55,15.0,bearish_transition,25.0,bearish_proxy,26.26,39.5,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1777,MLAB,MESA LABORATORIES INC,NASDAQ+RUSSELL2000,Health Care,24.51,15.0,bearish_transition,25.0,bearish_proxy,25.67,40.38,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1778,CRGY,CRESCENT ENERGY CLASS A,RUSSELL2000,Energy,24.51,15.0,bearish_transition,25.0,bearish_proxy,26.11,39.47,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1779,OKLO,OKLO INC CLASS A,RUSSELL2000,Utilities,24.45,15.0,bearish_transition,25.0,bearish_proxy,25.49,40.35,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1780,SSP,EW SCRIPPS CLASS A,NASDAQ+RUSSELL2000,Communication,24.4,15.0,bearish_transition,25.0,bearish_proxy,25.8,39.41,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1781,CRML,CRITICAL METALS CORP,NASDAQ+RUSSELL2000,Materials,24.38,18.0,bearish_transition,26.35,bearish_proxy,21.98,38.65,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1782,ACTU,ACTUATE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,24.35,15.0,bearish_transition,49.8,bullish_below_zero_proxy,6.39,36.53,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1783,ACHR,ARCHER AVIATION INC CLASS A,RUSSELL2000,Industrials,24.3,15.0,bearish_transition,25.0,bearish_proxy,25.49,39.35,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1784,LUMN,LUMEN TECHNOLOGIES INC,RUSSELL2000,Communication,24.18,18.0,bearish_transition,26.35,bearish_proxy,21.39,38.53,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1785,VOXR,VOX ROYALTY CORP,NASDAQ+RUSSELL2000,Materials,23.99,15.0,bearish_transition,25.0,bearish_proxy,24.54,39.16,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1786,VAL,VALARIS LTD,RUSSELL2000,Energy,23.99,15.0,bearish_transition,25.0,bearish_proxy,24.54,39.16,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1787,VSAT,VIASAT INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,23.98,15.0,bearish_transition,25.0,bearish_proxy,24.53,39.16,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1788,TTEC,TTEC HOLDINGS INC,NASDAQ+RUSSELL2000,Industrials,23.89,18.0,bearish_transition,26.35,bearish_proxy,20.49,38.35,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1789,CENX,CENTURY ALUMINUM,NASDAQ+NASDAQ500+RUSSELL2000,Materials,23.85,18.0,bearish_transition,26.35,bearish_proxy,20.37,38.32,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1790,VERX,VERTEX INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,23.82,15.0,bearish_transition,25.0,bearish_proxy,24.03,39.06,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1791,BEEP,MOBILE INFRASTRUCTURE CORP,NASDAQ+RUSSELL2000,Industrials,23.74,15.0,bearish_transition,25.0,bearish_proxy,23.79,39.01,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1792,SPIR,SPIRE GLOBAL INC CLASS A,RUSSELL2000,Industrials,23.69,15.0,bearish_transition,25.0,bearish_proxy,23.65,38.98,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1793,RIG,TRANSOCEAN LTD,RUSSELL2000,Energy,23.66,15.0,bearish_transition,25.0,bearish_proxy,23.54,38.96,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1794,SKYX,SKYX PLATFORMS CORP,NASDAQ+RUSSELL2000,Industrials,23.63,18.0,bearish_transition,20.0,fresh_bearish_cross_proxy,24.52,39.15,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1795,DBI,DESIGNER BRANDS INC CLASS A,RUSSELL2000,Consumer Discretionary,23.63,15.0,bearish_transition,25.0,bearish_proxy,23.46,38.94,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1796,LZM,LIFEZONE METALS LTD,RUSSELL2000,Materials,23.63,15.0,bearish_transition,25.0,bearish_proxy,23.47,38.94,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1797,IE,IVANHOE ELECTRIC INC,RUSSELL2000,Materials,23.57,15.0,bearish_transition,25.0,bearish_proxy,23.27,38.9,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1798,LUNG,PULMONX CORP,NASDAQ+RUSSELL2000,Health Care,23.55,15.0,bearish_transition,25.0,bearish_proxy,22.77,39.8,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1799,BRZE,BRAZE INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,23.5,18.0,bearish_transition,26.35,bearish_proxy,19.31,38.11,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1800,KGEI,KOLIBRI GLOBAL ENERGY INC,NASDAQ+RUSSELL2000,Energy,23.49,15.0,bearish_transition,25.0,bearish_proxy,23.04,38.86,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1801,CNDT,CONDUENT INC,NASDAQ+RUSSELL2000,Industrials,23.45,15.0,bearish_transition,25.0,bearish_proxy,22.93,38.84,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1802,QSI,QUANTUM SI INC CLASS A,NASDAQ+RUSSELL2000,Health Care,23.35,18.0,bearish_transition,25.0,bearish_proxy,19.44,39.14,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1803,AVD,AMER VANGUARD CORP,RUSSELL2000,Materials,23.26,15.0,bearish_transition,25.0,bearish_proxy,22.34,38.72,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1804,TROX,TRONOX HOLDINGS PLC,RUSSELL2000,Materials,23.25,15.0,bearish_transition,20.0,fresh_bearish_cross_proxy,26.08,39.47,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1805,HAIN,HAIN CELESTIAL GROUP INC,NASDAQ+RUSSELL2000,Consumer Staples,23.13,18.0,bearish_transition,26.35,bearish_proxy,17.73,38.8,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1806,GLSI,GREENWICH LIFESCIENCES INC,NASDAQ+RUSSELL2000,Health Care,23.11,15.0,bearish_transition,25.0,bearish_proxy,21.42,39.53,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1807,INDI,INDIE SEMICONDUCTOR INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,23.04,15.0,bearish_transition,25.0,bearish_proxy,21.67,38.58,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1808,GEVO,GEVO INC,NASDAQ+RUSSELL2000,Energy,22.97,15.0,bearish_transition,25.0,bearish_proxy,21.45,38.54,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1809,NBR,NABORS INDUSTRIES LTD,RUSSELL2000,Energy,22.86,15.0,bearish_transition,25.0,bearish_proxy,21.14,38.48,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1810,XPRO,EXPRO GROUP HOLDINGS NV,RUSSELL2000,Energy,22.85,15.0,bearish_transition,25.0,bearish_proxy,21.11,38.47,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1811,ZUMZ,ZUMIEZ INC,NASDAQ+RUSSELL2000,Consumer Discretionary,22.81,15.0,bearish_transition,25.0,bearish_proxy,20.98,38.45,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1812,AMSC,AMERICAN SUPERCONDUCTOR CORP,NASDAQ+RUSSELL2000,Industrials,22.8,15.0,bearish_transition,25.0,bearish_proxy,20.94,38.44,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1813,BYND,BEYOND MEAT INC,NASDAQ+RUSSELL2000,Consumer Staples,22.7,15.0,bearish_transition,25.0,bearish_proxy,20.2,39.29,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1814,EGHT,8X8 INC,NASDAQ+RUSSELL2000,Information Technology,22.56,18.0,bearish_transition,25.0,bearish_proxy,17.51,37.75,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1815,UEC,URANIUM ENERGY CORP,RUSSELL2000,Energy,22.53,15.0,bearish_transition,25.0,bearish_proxy,20.14,38.28,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
