early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
802,LPG,DORIAN LPG LTD,RUSSELL2000,Energy,49.43,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,48.0,43.85,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
803,FBK,FB FINANCIAL CORP,RUSSELL2000,Financials,49.42,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,55.56,45.36,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
804,SYBT,STOCK YARDS BANCORP INC,NASDAQ+RUSSELL2000,Financials,49.4,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,55.49,45.35,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
805,OFG,OFG BANCORP,RUSSELL2000,Financials,49.4,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,55.5,45.35,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
806,NMRK,NEWMARK GROUP INC CLASS A,NASDAQ+RUSSELL2000,Real Estate,49.37,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,55.4,45.33,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
807,RJET,REPUBLIC AIRWAYS HOLDINGS INC,NASDAQ+RUSSELL2000,Industrials,49.36,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,55.37,45.32,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
808,PDM,PIEDMONT REALTY TRUST INC CLASS A,RUSSELL2000,Real Estate,49.34,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,55.32,45.31,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
809,AGL,AGILON HEALTH,RUSSELL2000,Health Care,49.3,72.0,confirmed_bullish_trend,25.0,bearish_proxy,48.99,45.05,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
810,AMSF,AMERISAFE INC,NASDAQ+RUSSELL2000,Financials,49.27,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.2,46.69,12.88,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
811,MPB,MID PENN BANCORP INC,NASDAQ+RUSSELL2000,Financials,49.23,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,54.97,45.24,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
812,BATRK,ATLANTA BRAVES HOLDINGS INC SERIES,NASDAQ+RUSSELL2000,Communication,49.17,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,54.79,45.21,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
813,NWL,NEWELL BRANDS INC,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Discretionary,49.13,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,86.34,51.52,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
814,SXT,SENSIENT TECHNOLOGIES CORP,RUSSELL2000,Materials,49.13,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,54.67,45.18,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
815,CLBK,COLUMBIA FINANCIAL INC,NASDAQ+RUSSELL2000,Financials,49.09,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,54.56,45.16,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
816,KFY,KORN FERRY,RUSSELL2000,Industrials,49.04,72.0,confirmed_bullish_trend,25.0,bearish_proxy,48.63,43.98,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
817,BOH,BANK OF HAWAII CORP,RUSSELL2000,Financials,49.03,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,54.36,45.12,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
818,WSR,WHITESTONE REIT,RUSSELL2000,Real Estate,48.98,72.0,confirmed_bullish_trend,25.0,bearish_proxy,48.46,43.94,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
819,BFC,BANK FIRST CORP,NASDAQ+RUSSELL2000,Financials,48.96,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,54.16,45.08,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
820,EPC,EDGEWELL PERSONAL CARE,RUSSELL2000,Consumer Staples,48.91,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,85.23,52.3,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
821,UCB,UNITED COMMUNITY BANKS INC,RUSSELL2000,Financials,48.9,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,53.97,45.04,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
822,GBFH,GBANK FINL HLDGS INC,NASDAQ+RUSSELL2000,Financials,48.88,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,53.92,45.03,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
823,RH,RH,RUSSELL2000,Consumer Discretionary,48.81,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,53.69,44.99,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
824,TVTX,TRAVERE THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,48.79,72.0,confirmed_bullish_trend,22.75,bearish_proxy,79.77,51.2,10.11,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
825,WNEB,WESTERN NEW ENGLAND BANCORP INC,NASDAQ+RUSSELL2000,Financials,48.79,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,53.66,44.98,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
826,PARR,PAR PACIFIC HOLDINGS INC,RUSSELL2000,Energy,48.75,75.0,confirmed_bullish_trend,48.9,bullish_below_zero_proxy,76.33,49.52,16.3,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,EMA extension 3.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
827,TBCH,TURTLE BEACH CORP,NASDAQ+RUSSELL2000,Information Technology,48.71,72.0,confirmed_bullish_trend,25.0,bearish_proxy,47.66,43.78,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
828,WTI,W AND T OFFSHORE INC,RUSSELL2000,Energy,48.71,38.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,43.09,42.87,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
829,TDAY,USA TODAY INC,RUSSELL2000,Communication,48.67,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,53.27,44.9,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
830,INFU,INFUSYSTEM HOLDINGS INC,RUSSELL2000,Health Care,48.65,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,52.76,45.8,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
831,LPRO,OPEN LENDING CORP,NASDAQ+RUSSELL2000,Financials,48.64,72.0,confirmed_bullish_trend,22.75,bearish_proxy,100.0,54.25,16.79,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 3.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
832,OCFC,OCEANFIRST FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,48.64,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,53.2,44.89,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
833,WERN,WERNER ENTERPRISES INC,NASDAQ+RUSSELL2000,Industrials,48.64,72.0,confirmed_bullish_trend,25.0,bearish_proxy,47.42,43.73,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
834,GENI,GENIUS SPORTS LTD,RUSSELL2000,Consumer Discretionary,48.63,72.0,confirmed_bullish_trend,25.0,bearish_proxy,47.4,43.73,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
835,STC,STEWART INFO SERVICES CORP,RUSSELL2000,Financials,48.56,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,52.94,44.84,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
836,AVBC,AVIDIA BANCORP INC,RUSSELL2000,Financials,48.54,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,52.89,44.83,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
837,SCHL,SCHOLASTIC CORP,NASDAQ+RUSSELL2000,Communication,48.53,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,52.85,44.82,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
838,AVNS,AVANOS MEDICAL INC,RUSSELL2000,Health Care,48.53,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.63,44.58,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
839,GHC,GRAHAM HOLDINGS COMPANY CLASS B,RUSSELL2000,Consumer Discretionary,48.53,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,52.86,44.82,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
840,PLSE,PULSE BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,48.51,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,52.34,45.72,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
841,BCML,BAYCOM CORP,NASDAQ+RUSSELL2000,Financials,48.34,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,52.29,44.71,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
842,NUVL,NUVALENT INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,48.33,72.0,confirmed_bullish_trend,22.75,bearish_proxy,90.03,53.26,13.96,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
843,OTTR,OTTER TAIL CORP,NASDAQ+RUSSELL2000,Utilities,48.3,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,51.69,45.59,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
844,NEO,NEOGENOMICS INC,NASDAQ+RUSSELL2000,Health Care,48.29,35.0,mixed_sideways,59.55,bullish_above_signal_proxy,87.17,52.68,11.15,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
845,EIG,EMPLOYERS HOLDINGS INC,RUSSELL2000,Financials,48.29,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,60.11,46.27,13.17,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
846,BANF,BANCFIRST CORP,NASDAQ+RUSSELL2000,Financials,48.27,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,52.07,44.66,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
847,RAMP,LIVERAMP HOLDINGS INC,RUSSELL2000,Information Technology,48.27,72.0,confirmed_bullish_trend,25.0,bearish_proxy,46.31,43.51,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
848,BOC,BOSTON OMAHA CORP CLASS A,RUSSELL2000,Communication,48.22,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,51.92,44.63,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
849,NEOG,NEOGEN CORP,NASDAQ+RUSSELL2000,Health Care,48.21,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,51.44,45.54,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
850,RPAY,REPAY HOLDINGS CORP CLASS A,NASDAQ+RUSSELL2000,Financials,48.2,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,51.86,44.62,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
851,SAFE,SAFEHOLD INC,RUSSELL2000,Real Estate,48.17,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,51.76,44.6,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
852,LOVE,LOVESAC COMPANY,NASDAQ+RUSSELL2000,Consumer Discretionary,48.11,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,51.58,44.57,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
853,CWK,CUSHMAN AND WAKEFIELD LTD,RUSSELL2000,Real Estate,48.11,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,51.59,44.57,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
854,NTB,BANK OF NT BUTTERFIELD & SON LTD,RUSSELL2000,Financials,48.06,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,51.44,44.54,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
855,EBF,ENNIS INC,RUSSELL2000,Industrials,48.02,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,51.32,44.51,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
856,CTRN,CITI TRENDS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,48.01,35.0,mixed_sideways,25.0,bearish_proxy,79.17,50.08,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
857,IRT,INDEPENDENCE REALTY INC,RUSSELL2000,Real Estate,48.0,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,51.25,44.5,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
858,SWBI,SMITH WESSON BRANDS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,47.97,72.0,confirmed_bullish_trend,25.0,bearish_proxy,45.41,43.33,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
859,ALHC,ALIGNMENT HEALTHCARE INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,47.94,38.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,79.54,51.16,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
860,NHP,NATIONAL HEALTHCARE PROPERTIES INC,NASDAQ+RUSSELL2000,Real Estate,47.86,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,50.82,44.41,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
861,PAYO,PAYONEER GLOBAL INC,NASDAQ+RUSSELL2000,Financials,47.74,72.0,confirmed_bullish_trend,22.75,bearish_proxy,94.22,53.09,15.78,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
862,QTRX,QUANTERIX CORP,NASDAQ+RUSSELL2000,Health Care,47.68,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,49.82,45.21,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
