early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,LILA,LIBERTY LATIN AMERICA LTD CLASS A,NASDAQ+RUSSELL2000,Communication,80.59,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1043,CON,CONCENTRA GROUP HOLDINGS PARENT IN,RUSSELL2000,Health Care,51.83,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,85.19,52.29,18.06,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1044,HSTM,HEALTHSTREAM INC,NASDAQ+RUSSELL2000,Health Care,51.82,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.7,48.39,11.63,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1045,HTB,HOMETRUST BANCSHARES INC,RUSSELL2000,Financials,51.82,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.23,47.5,11.66,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1046,NBTB,NBT BANCORP INC,NASDAQ+RUSSELL2000,Financials,51.8,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.75,46.8,10.53,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1047,ONB,OLD NATIONAL BANCORP,NASDAQ+NASDAQ500+RUSSELL2000,Financials,51.8,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.22,47.29,11.35,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1048,FBP,FIRST BANCORP,RUSSELL2000,Financials,51.79,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.83,47.22,11.23,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1049,FRSH,FRESHWORKS INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,51.77,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.91,46.63,10.28,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1050,WINA,WINMARK CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,51.77,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,62.66,46.78,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1051,CTBI,COMMUNITY TRUST BANCORP INC,NASDAQ+RUSSELL2000,Financials,51.76,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.98,47.45,11.64,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1052,WSFS,WSFS FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,51.76,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.39,47.13,11.11,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1053,TPC,TUTOR PERINI CORP,RUSSELL2000,Industrials,51.69,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,62.43,46.74,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1054,CBNK,CAPITAL BANCORP INC,NASDAQ+RUSSELL2000,Financials,51.67,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.95,47.64,12.04,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1055,CPSS,CONSUMER PORTFOLIO SERVICES INC,NASDAQ+RUSSELL2000,Financials,51.67,72.0,confirmed_bullish_trend,25.0,bearish_proxy,56.63,45.58,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1056,HOPE,HOPE BANCORP INC,NASDAQ+RUSSELL2000,Financials,51.67,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.96,47.84,12.38,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1057,KELYA,KELLY SERVICES INC CLASS A,NASDAQ+RUSSELL2000,Industrials,51.64,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.0,47.45,11.76,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1058,BFC,BANK FIRST CORP,NASDAQ+RUSSELL2000,Financials,51.62,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.02,46.65,10.47,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1059,UBSI,UNITED BANKSHARES INC,RUSSELL2000,Financials,51.6,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.06,46.46,10.18,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1060,AUB,ATLANTIC UNION BANKSHARES CORP,RUSSELL2000,Financials,51.59,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.95,48.64,13.78,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1061,CCSI,CONSENSUS CLOUD SOLUTIONS INC,NASDAQ+RUSSELL2000,Information Technology,51.54,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.57,47.76,12.39,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1062,QNST,QUINSTREET INC,NASDAQ+RUSSELL2000,Communication,51.53,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,84.55,51.16,18.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1063,MPTI,M TRON INDUSTRIES INC,RUSSELL2000,Information Technology,51.52,72.0,confirmed_bullish_trend,25.0,bearish_proxy,56.17,45.48,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1064,ADUS,ADDUS HOMECARE CORP,NASDAQ+RUSSELL2000,Health Care,51.51,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.28,49.51,13.78,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1065,WABC,WESTAMERICA BANCORPORATION,NASDAQ+RUSSELL2000,Financials,51.5,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,60.91,46.43,10.23,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1066,FROG,JFROG LTD,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,51.48,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.08,48.27,13.27,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1067,CMTV,COMMUNITY BANCORP VT,NASDAQ+RUSSELL2000,Financials,51.47,35.0,mixed_sideways,25.0,bearish_proxy,89.65,52.18,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1068,HAFC,HANMI FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,51.47,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.0,46.45,10.28,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1069,PB,PROSPERITY BANCSHARES INC,RUSSELL2000,Financials,51.47,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,61.77,46.6,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1070,RMNI,RIMINI STREET INC,NASDAQ+RUSSELL2000,Information Technology,51.45,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.06,47.06,11.31,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1071,PBF,PBF ENERGY INC CLASS A,RUSSELL2000,Energy,51.43,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.2,47.69,12.37,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1072,NATH,NATHANS FAMOUS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,51.4,72.0,confirmed_bullish_trend,25.0,bearish_proxy,55.79,45.41,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1073,AEBI,AEBI SCHMIDT HOLDING AG,NASDAQ+RUSSELL2000,Industrials,51.36,72.0,confirmed_bullish_trend,25.0,bearish_proxy,55.66,45.38,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1074,STBA,S AND T BANCORP INC,NASDAQ+RUSSELL2000,Financials,51.35,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.15,46.68,10.79,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1075,DFIN,DONNELLEY FINANCIAL SOLUTIONS INC,RUSSELL2000,Financials,51.32,82.0,early_transition,47.55,bullish_below_zero_proxy,66.84,47.62,12.36,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1076,HWC,HANCOCK WHITNEY CORP,NASDAQ+RUSSELL2000,Financials,51.29,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.36,46.52,10.58,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1077,UPBD,UPBOUND GROUP INC,NASDAQ+RUSSELL2000,Consumer Discretionary,51.29,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,61.22,46.49,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1078,BUSE,FIRST BUSEY CORP,NASDAQ+RUSSELL2000,Financials,51.27,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.73,47.6,12.38,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1079,CATY,CATHAY GENERAL BANCORP,NASDAQ+RUSSELL2000,Financials,51.27,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.74,47.2,11.72,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1080,NIC,NICOLET BANKSHARES INC,RUSSELL2000,Financials,51.23,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,78.19,49.89,16.2,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1081,WAFD,WAFD INC,NASDAQ+RUSSELL2000,Financials,51.22,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.09,46.87,11.22,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1082,BBSI,BARRETT BUSINESS SERVICES INC,NASDAQ+RUSSELL2000,Industrials,51.21,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.18,47.69,12.59,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1083,BCC,BOISE CASCADE,RUSSELL2000,Industrials,51.21,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,60.99,46.45,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1084,UCB,UNITED COMMUNITY BANKS INC,RUSSELL2000,Financials,51.2,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.35,47.12,11.66,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1085,JBSS,JOHN B SANFILIPPO AND SON INC,NASDAQ+RUSSELL2000,Consumer Staples,51.19,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,73.45,49.94,14.82,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1086,ALH,ALLIANCE LAUNDRY HOLDINGS INC,RUSSELL2000,Industrials,51.19,72.0,confirmed_bullish_trend,25.0,bearish_proxy,55.17,45.28,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1087,GNW,GENWORTH FINANCIAL INC,RUSSELL2000,Financials,51.16,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.68,47.79,12.8,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1088,RMAX,RE MAX HOLDINGS INC CLASS A,RUSSELL2000,Real Estate,51.15,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.68,47.79,12.81,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1089,NWBI,NORTHWEST BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,51.14,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.31,46.71,11.04,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1090,PDLB,PONCE FINANCIAL GROUP INC,NASDAQ+RUSSELL2000,Financials,51.14,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.95,46.84,11.26,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1091,GVA,GRANITE CONSTRUCTION INC,RUSSELL2000,Industrials,51.11,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,60.67,46.38,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1092,BNL,BROADSTONE NET LEASE INC,RUSSELL2000,Real Estate,51.09,72.0,confirmed_bullish_trend,25.0,bearish_proxy,54.86,45.22,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1093,HOV,HOVNANIAN ENTERPRISES INC CLASS A,RUSSELL2000,Consumer Discretionary,51.09,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,60.61,46.37,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1094,SWX,SOUTHWEST GAS HOLDINGS INC,RUSSELL2000,Utilities,51.04,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,60.01,47.25,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1095,KGS,KODIAK GAS SERVICES INC,RUSSELL2000,Energy,51.03,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,60.44,46.34,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1096,AGM,FEDERAL AGRICULTURAL MORTGAGE NON,RUSSELL2000,Financials,51.02,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.22,47.69,12.78,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
