current_rank,ticker,name,sector,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
11,SDRL,SEADRILL,Energy,11,43.769501,,,,,,,,,,,,,,21,44.825001,,,,,,,,,,,,,,,,,,,,,,
12,MUX,MCEWEN INC,Materials,12,18.98,,24,18.280001,0.03829316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,CSIQ,CANADIAN SOLAR,Information Technology,13,15.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,LCUT,LIFETIME BRANDS INC,Consumer Discretionary,14,9.1426,,18,8.7,0.05087356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,GNE,GENIE ENERGY LTD CLASS B,Utilities,15,14.56,,1,14.74,-0.01221167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,14.53,
16,TSBK,TIMBERLAND BANCORP INC,Financials,16,45.619999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,SLG,SL GREEN REALTY REIT CORP,Real Estate,17,56.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,SLB,Schlumberger,Energy,18,51.365002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PRDO,PERDOCEO EDUCATION,Consumer Discretionary,19,34.310001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,OGS,ONE GAS,Utilities,20,79.900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,80.029999,,,,
21,OTIS,Otis Worldwide,Industrials,21,74.160004,,,,,,,,,,,,,,,,,,,,,,,28,73.614998,,,,,,,,,,,,,
22,EPSN,EPSILON ENERGY LTD,Energy,22,5.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,SMA,SMARTSTOP SELF STORAGE REIT INC,Real Estate,23,34.415001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,MNSB,MAINSTREET BANCSHARES INC,Financials,24,24.059999,,28,24.059999,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,WFRD,Weatherford International plc - Ordinary shares,,25,88.18,,41,88.959999,-0.00876797,25,87.529999,0.01633726,26,89.419998,-0.02113620,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,CSGP,CoStar Group,Real Estate,26,30.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,SMR,NUSCALE POWER CORP CLASS A,Industrials,27,9.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,KEYS,Keysight Technologies,Information Technology,28,340.290009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,SHOE,SHOE STATION GROUP INC,Consumer Discretionary,29,15.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,HSY,Hershey Company (The),Consumer Staples,30,182.690002,,50,182.970001,-0.00153030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,CNR,CORE NATURAL RESOURCES,Energy,31,87.690002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,87.525002,
32,GOOD,GLADSTONE COMMERCIAL REIT CORP,Real Estate,32,13.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,QUBT,QUANTUM COMPUTING,Information Technology,33,9.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,LYFT,"Lyft, Inc. - Class A Common Stock",,34,16.84,,,,,,,,,,,,,,,,,,,,17,15.44,,,,,,,,,,,,,,,,
35,MSTR,Strategy Inc - Class A Common Stock,,35,101.550003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,GPOR,GULFPORT ENERGY,Energy,36,160.020004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,ROAD,CONSTRUCTION PARTNERS CLASS A,Industrials,37,118.080002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,WHG,WESTWOOD HOLDINGS GROUP INC,Financials,38,19.530001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PLAB,PHOTRONICS,Information Technology,39,32.950001,,25,31.9,0.03291539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,MD,PEDIATRIX MEDICAL GROUP INC,Health Care,40,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,AVT,"Avnet, Inc. - Common Stock",,41,94.43,,,,,,,,,,,,,,19,88.839996,,,,,,,,,,,,,,,,,,,,,,
42,GOLD,GOLD INC,Consumer Discretionary,42,43.369999,,,,,,,,,,,43,42.209999,,,,,,,,,,,,,,,,,,,,,,,,,
43,GEN,Gen Digital,Information Technology,43,28.735001,,,,,,,,,,,,,,,,,,,,37,27.629999,,,,,,,,,,,,,,,,
44,AMPH,AMPHASTAR PHARMACEUTICALS,Health Care,44,21.049999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,ARR,ARMOUR RESIDENTIAL REIT,Financials,45,16.860001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,JOUT,JOHNSON OUTDOORS INC CLASS A,Consumer Discretionary,46,48.759998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,SION,SIONNA THERAPEUTICS,Health Care,47,50.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
