early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,BRBR,BELLRING BRANDS INC,RUSSELL2000,Consumer Staples,77.96,82.0,early_transition,61.8,bullish_above_signal_proxy,98.86,55.02,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
175,JBSS,JOHN B SANFILIPPO AND SON INC,NASDAQ+RUSSELL2000,Consumer Staples,63.85,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.19,48.29,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
176,HIPO,HIPPO HOLDINGS INC,RUSSELL2000,Financials,63.83,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.58,47.37,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
177,MNTN,MNTN INC CLASS A,RUSSELL2000,Communication,63.83,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.6,47.37,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
178,EVCM,EVERCOMMERCE INC,NASDAQ+RUSSELL2000,Information Technology,63.82,82.0,early_transition,49.8,bullish_below_zero_proxy,65.54,47.36,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
179,RPAY,REPAY HOLDINGS CORP CLASS A,NASDAQ+RUSSELL2000,Financials,63.8,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.5,47.35,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
180,HLF,HERBALIFE LTD,RUSSELL2000,Consumer Staples,63.79,82.0,early_transition,49.8,bullish_below_zero_proxy,65.01,48.25,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
181,WRBY,WARBY PARKER INC CLASS A,RUSSELL2000,Consumer Discretionary,63.78,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.42,47.33,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
182,LCID,LUCID GROUP INC,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Discretionary,63.76,82.0,early_transition,61.8,bullish_above_signal_proxy,56.28,45.51,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
183,MCHB,MECHANICS BANCORP CLASS A,NASDAQ+RUSSELL2000,Financials,63.75,82.0,early_transition,61.8,bullish_above_signal_proxy,56.25,45.5,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
184,ZD,ZIFF DAVIS INC,NASDAQ+RUSSELL2000,Communication,63.72,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.24,47.3,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
185,STOK,STOKE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,63.69,82.0,early_transition,61.8,bullish_above_signal_proxy,55.61,46.37,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
186,NEXN,NEXXEN INTERNATIONAL LTD,NASDAQ+RUSSELL2000,Communication,63.68,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.12,47.27,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
187,FLO,FLOWERS FOODS INC,RUSSELL2000,Consumer Staples,63.67,82.0,early_transition,61.8,bullish_above_signal_proxy,55.55,46.36,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
188,MYFW,FIRST WESTERN FINANCIAL INC,NASDAQ+RUSSELL2000,Financials,63.66,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.06,47.26,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
189,XRAY,DENTSPLY SIRONA INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,63.66,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.61,48.17,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
190,SBH,SALLY BEAUTY HOLDINGS INC,RUSSELL2000,Consumer Discretionary,63.64,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.0,47.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
191,DRUG,BRIGHT MINDS BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,63.61,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,48.09,44.87,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
192,MRX,MAREX GROUP LTD,NASDAQ+NASDAQ500+RUSSELL2000,Financials,63.59,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.85,47.22,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
193,LMAT,LEMAITRE VASCULAR INC,NASDAQ+RUSSELL2000,Health Care,63.54,82.0,early_transition,61.8,bullish_above_signal_proxy,55.15,46.28,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
194,AORT,ARTIVION INC,RUSSELL2000,Health Care,63.52,82.0,early_transition,49.8,bullish_below_zero_proxy,64.19,48.09,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
195,OOMA,OOMA INC,RUSSELL2000,Information Technology,63.52,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.63,47.18,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
196,TPB,TURNING POINT BRANDS INC,RUSSELL2000,Consumer Staples,63.5,82.0,early_transition,61.8,bullish_above_signal_proxy,55.03,46.26,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
197,FTK,FLOTEK INDUSTRIES INC,RUSSELL2000,Materials,63.49,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,44.11,43.07,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
198,ZYME,ZYMEWORKS INC,NASDAQ+RUSSELL2000,Health Care,63.46,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.02,48.05,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
199,WK,WORKIVA INC CLASS A,RUSSELL2000,Information Technology,63.44,82.0,early_transition,61.8,bullish_above_signal_proxy,55.3,45.31,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
200,AKBA,AKEBIA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,63.43,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,11.35,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
201,ZBIO,ZENAS BIOPHARMA INC,NASDAQ+RUSSELL2000,Health Care,63.42,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,11.36,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
202,DIBS,1STDIBS COM INC,NASDAQ+RUSSELL2000,Consumer Discretionary,63.41,82.0,early_transition,61.8,bullish_above_signal_proxy,55.21,45.29,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
203,FRSH,FRESHWORKS INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,63.38,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.21,47.09,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
204,BRZE,BRAZE INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,63.35,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.12,47.07,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
205,PI,IMPINJ INC,NASDAQ+RUSSELL2000,Information Technology,63.32,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.02,47.05,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
206,AII,AMERICAN INTEGRITY INSURANCE GROUP,RUSSELL2000,Financials,63.32,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.04,47.06,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
207,UVE,UNIVERSAL INSURANCE HOLDINGS INC,RUSSELL2000,Financials,63.31,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.01,47.05,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
208,CAMP,CAMP4 THERAPEUTICS CORP,NASDAQ+RUSSELL2000,Health Care,63.3,82.0,early_transition,61.8,bullish_above_signal_proxy,54.42,46.13,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
209,SIBN,SI BONE INC,NASDAQ+RUSSELL2000,Health Care,63.3,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.53,47.96,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
210,SKYW,SKYWEST INC,NASDAQ+RUSSELL2000,Industrials,63.3,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.97,47.04,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
211,PRCH,PORCH GROUP INC,NASDAQ+RUSSELL2000,Information Technology,63.27,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,11.36,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
212,JJSF,J AND J SNACK FOODS CORP,NASDAQ+RUSSELL2000,Consumer Staples,63.23,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,46.94,44.64,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
213,MNPR,MONOPAR THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,63.23,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,11.55,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
214,CRAI,CRA INTERNATIONAL INC,NASDAQ+RUSSELL2000,Industrials,63.18,82.0,early_transition,61.8,bullish_above_signal_proxy,54.52,45.15,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
215,VSTM,VERASTEM INC,NASDAQ+RUSSELL2000,Health Care,63.17,82.0,early_transition,59.55,bullish_above_signal_proxy,87.09,52.67,10.34,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
216,HG,HAMILTON INSURANCE GROUP LTD CLASS,RUSSELL2000,Financials,63.14,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.5,46.95,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
217,DV,DOUBLEVERIFY HOLDINGS INC,RUSSELL2000,Communication,63.08,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.31,46.91,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
218,SGHC,SUPER GROUP LTD,RUSSELL2000,Consumer Discretionary,63.08,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.3,46.91,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
219,ECPG,ENCORE CAPITAL GROUP INC,NASDAQ+RUSSELL2000,Financials,63.07,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.27,46.9,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
220,IIIV,I3 VERTICALS INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,63.07,82.0,early_transition,61.8,bullish_above_signal_proxy,54.2,45.09,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
221,OPFI,OPPFI INC CLASS A,RUSSELL2000,Financials,63.05,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.22,46.89,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
222,ARVN,ARVINAS INC,NASDAQ+RUSSELL2000,Health Care,63.02,82.0,early_transition,49.8,bullish_below_zero_proxy,62.66,47.78,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
223,AVA,AVISTA CORP,RUSSELL2000,Utilities,63.01,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,46.27,44.5,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
224,TDUP,THREDUP INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,62.99,72.0,confirmed_bullish_trend,25.0,bearish_proxy,90.91,52.43,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
225,BCAX,BICARA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,62.98,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,96.19,54.49,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
226,FROG,JFROG LTD,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,62.98,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.01,46.85,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
227,KRNY,KEARNY FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,62.97,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.99,46.85,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
228,TNXP,TONIX PHARMACEUTICALS HOLDING CORP,NASDAQ+RUSSELL2000,Health Care,62.92,82.0,early_transition,61.8,bullish_above_signal_proxy,53.27,45.9,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
229,MAMA,MAMAS CREATIONS INC,NASDAQ+RUSSELL2000,Consumer Staples,62.81,72.0,confirmed_bullish_trend,25.0,bearish_proxy,89.93,53.24,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
230,NHI,NATIONAL HEALTH INVESTORS REIT INC,RUSSELL2000,Real Estate,62.79,82.0,early_transition,61.8,bullish_above_signal_proxy,53.35,44.92,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
231,DFTX,DEFINIUM THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,62.78,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,12.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
232,GRND,GRINDR INC,RUSSELL2000,Communication,62.77,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,98.72,53.99,11.43,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
233,UPB,UPSTREAM BIO INC,NASDAQ+RUSSELL2000,Health Care,62.76,82.0,early_transition,49.8,bullish_below_zero_proxy,61.88,47.63,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
234,GPRE,GREEN PLAINS INC,NASDAQ+RUSSELL2000,Energy,62.75,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.31,46.71,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
235,DGICA,DONEGAL GROUP INC CLASS A,NASDAQ+RUSSELL2000,Financials,62.7,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.17,46.68,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
236,UPBD,UPBOUND GROUP INC,NASDAQ+RUSSELL2000,Consumer Discretionary,62.7,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.15,46.68,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
237,LCII,LCI INDUSTRIES,RUSSELL2000,Consumer Discretionary,62.69,82.0,early_transition,49.8,bullish_below_zero_proxy,62.12,46.67,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
238,ALLO,ALLOGENE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,62.67,82.0,early_transition,61.8,bullish_above_signal_proxy,52.53,45.76,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
239,TTAN,SERVICETITAN INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,62.67,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.06,46.66,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
240,NMIH,NMI HOLDINGS INC,NASDAQ+RUSSELL2000,Financials,62.66,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.03,46.66,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
241,KOP,KOPPERS HOLDINGS INC,RUSSELL2000,Materials,62.65,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.01,46.65,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
242,OMCL,OMNICELL INC,NASDAQ+RUSSELL2000,Health Care,62.6,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.42,47.53,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
243,SKYH,SKY HARBOUR GROUP CORP CLASS A,RUSSELL2000,Industrials,62.6,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.86,46.62,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
244,KTB,KONTOOR BRANDS INC,RUSSELL2000,Consumer Discretionary,62.57,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.77,46.6,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
245,UHT,UNIVERSAL HEALTH REALTY INCOME TRU,RUSSELL2000,Real Estate,62.57,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.75,46.6,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
246,IRTC,IRHYTHM HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,62.55,82.0,early_transition,61.8,bullish_above_signal_proxy,52.15,45.68,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
247,PLGO,PELAGOS INSURANCE CAPITAL LTD,RUSSELL2000,Financials,62.52,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.62,46.57,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
248,RH,RH,RUSSELL2000,Consumer Discretionary,62.51,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.58,46.57,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
249,ELVN,ENLIVEN THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,62.46,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,94.61,54.17,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
250,NIC,NICOLET BANKSHARES INC,RUSSELL2000,Financials,62.45,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.39,46.53,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
251,AZTA,AZENTA INC,NASDAQ+RUSSELL2000,Health Care,62.43,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,60.88,47.43,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
252,SPNT,SIRIUSPOINT LTD,RUSSELL2000,Financials,62.37,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.17,46.48,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
253,SBRA,SABRA HEALTH CARE REIT INC,NASDAQ+RUSSELL2000,Real Estate,62.32,82.0,early_transition,61.8,bullish_above_signal_proxy,51.92,44.63,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
254,TENX,TENAX THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,62.32,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,12.45,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
255,ODD,ODDITY TECH LTD CLASS A,NASDAQ+RUSSELL2000,Consumer Staples,62.31,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,55.25,12.47,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
256,BMRC,BANK OF MARIN BANCORP,NASDAQ+RUSSELL2000,Financials,62.28,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,60.9,46.43,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
257,CASH,PATHWARD FINANCIAL INC,NASDAQ+RUSSELL2000,Financials,62.28,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,60.88,46.43,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
258,KPTI,KARYOPHARM THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,62.26,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,60.37,47.32,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
259,NTCT,NETSCOUT SYSTEMS INC,NASDAQ+RUSSELL2000,Information Technology,62.25,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,60.81,46.41,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
