current_rank,ticker,name,sector,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
11,BBW,BUILD A BEAR WORKSHOP,Consumer Discretionary,11,36.238701,,,,,,,,,,,,,,,,,,,,,,,,,,18,35.310001,,,,,,,,,,,,,,,,,,,,,,
12,PATK,PATRICK INDUSTRIES,Consumer Discretionary,12,87.135002,,8,88.839996,-0.01919174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,CRK,COMSTOCK RESOURCES,Energy,13,14.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,VAL,VALARIS LTD,Energy,14,83.260002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,DAN,DANA INCORPORATED INC,Consumer Discretionary,15,29.129999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,OFLX,OMEGA FLEX INC,Industrials,16,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,DOX,Amdocs Limited - Ordinary Shares,,17,57.895,,6,58.549999,-0.01118700,,,,,,,48,56.720001,,,,,32,55.720001,,39,55.279999,0.00795952,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,SMR,NUSCALE POWER CORP CLASS A,Industrials,18,9.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,ORCL,Oracle Corporation,Information Technology,19,148.770004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,TW,Tradeweb Markets Inc. - Class A Common Stock,,20,104.402496,,,,,21,103.32,,,,,,,,,,,,,,,,,,,,,,,21,102.014999,,,,,,,,,,,,,,,,,,,
21,LULU,Lululemon Athletica,Consumer Discretionary,21,125.894997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,DIS,Walt Disney Company (The),Communication Services,22,102.919998,,,,,,,,3,101.769997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,GOLD,GOLD INC,Consumer Discretionary,23,43.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,EPSN,EPSILON ENERGY LTD,Energy,24,5.855,,5,5.71,0.02539405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,FWDI,FORWARD INDUSTRIES INC,Information Technology,25,4.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,HSY,Hershey Company (The),Consumer Staples,26,181.830002,,,,,34,182.970001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,VEL,VELOCITY FINANCIAL INC,Financials,27,18.110001,,22,18.48,-0.02002159,32,18.23,0.01371366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,BKE,BUCKLE,Consumer Discretionary,28,46.110001,,18,45.919998,0.00413770,19,45.740002,0.00393520,,,,,,,,,,8,43.73,,9,44.009998,-0.00636215,4,45.009998,-0.02221729,,,,,,,,,,,,,,,,,,,,,,,,
29,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,29,16.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,16.290001,,,,,,,,,,
30,OSIS,OSI SYSTEMS,Information Technology,30,236.490005,,,,,,,,,,,,,,,,,42,221.389999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,LEU,CENTRUS ENERGY CLASS A,Energy,31,191.880005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,CWCO,CONSOLIDATED WATER LTD,Utilities,32,30.1,,20,30.49,-0.01279108,,,,,,,,,,,,,,,,,,,,,,38,30.25,,,,,,,,,,,,,,,,,,,,,,
33,FWONK,Liberty Media Corporation - Series C Liberty Formula One Common Stock,,33,102.849998,,23,102.849998,0.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,HCA,HCA Healthcare,Health Care,34,412.285004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,OXY,Occidental Petroleum,Energy,35,57.674999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,FWONA,Liberty Media Corporation - Series A Liberty Formula One Common Stock,,36,93.885002,,33,93.959999,-0.00079818,,,,,,,,,,,,,,,,,,,,,,43,92.900002,,,,,,,,,,,,,,,,,,,,,,
37,PEGA,Pegasystems Inc. - Common Stock,,37,32.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,TARS,TARSUS PHARMACEUTICALS,Health Care,38,63.869999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,GLIBA,LIBERTY CAPITAL CORP SERIES A,Communication,39,24.530001,,,,,23,24.42,,,,,,,,,,,,,,44,23.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,EFX,Equifax,Industrials,40,180.839996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,177.080002,
41,HASI,HA SUSTAINABLE INFRASTRUCTURE CAPI,Financials,41,39.959999,,39,40.669998,-0.01745756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,KEYS,Keysight Technologies,Information Technology,42,340.899994,,,,,33,336.940002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,BOOT,BOOT BARN HOLDINGS,Consumer Discretionary,43,169.820007,,,,,31,164.035004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,WFRD,Weatherford International plc - Ordinary shares,,44,90.110001,,,,,24,88.959999,,6,87.529999,0.01633726,17,89.419998,-0.02113620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,HCKT,HACKETT GROUP,Information Technology,45,11.36,,,,,42,11.12,,21,11.51,-0.03388358,35,11.29,0.01948627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,ESP,ESPEY MANUFACTURING AND ELECTRONIC,Industrials,46,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,FLOC,FLOWCO HOLDINGS CLASS A,Energy,47,22.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,DEC,DIVERSIFIED ENERGY COMPANY,Energy,48,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,INFQ,INFLEQTION INC,Information Technology,49,11.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,GRNT,GRANITE RIDGE RESOURCES,Energy,50,4.9644,,41,4.875,0.01833846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
