current_rank,ticker,name,sector,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
35,MATW,MATTHEWS INTERNATIONAL CORP CLASS,Consumer Discretionary,35,28.18,,,,,,,,,,,,,,,,,,,
36,MDGL,"Madrigal Pharmaceuticals, Inc. - Common Stock",,36,555.859985,,,,,,,,,,,,,,,,,,,
37,VRSN,Verisign,Information Technology,37,278.725006,,,,,,,,,,,,,,,,,,,
38,HZO,MARINEMAX INC,Consumer Discretionary,38,35.849998,,,,,,,,,,,,,,,,,,,
39,NMRK,NEWMARK GROUP INC CLASS A,Real Estate,39,15.96,,,,,,,,,,,,,,,,,,,
40,ZBH,Zimmer Biomet,Health Care,40,92.699997,,,,,,,,,,,,,,,,,,,
41,EXR,Extra Space Storage,Real Estate,41,148.880005,,,,,,,,,,,,,,,,,,,
42,ASIC,ATEGRITY SPECIALTY INSURANCE COMPA,Financials,42,24.65,,,,,,,,,,,,,,,,,,,
43,TRMB,Trimble Inc.,Information Technology,43,54.889999,,,,,,,,,,,,,,17,53.209999,,,,
44,MDLZ,Mondelez International,Consumer Staples,44,60.610001,,,,,,,,,,,,,,,,,,,
45,LILA,LIBERTY LATIN AMERICA LTD CLASS A,Communication,45,7.6701,,,,,,,,,,,,,,,,,,,
46,IQV,IQVIA,Health Care,46,210.589996,,,,,,,,,,,,,,,,,,,
47,FAST,Fastenal,Industrials,47,47.244999,,,,,,,,,,,,,,,,,,,
48,CBNA,CHAIN BRIDGE BANCORP INC CLASS A,Financials,48,41.700001,,18,43.584999,-0.04324878,,,,,,,,,,,,,,,
49,KKR,KKR & Co.,Financials,49,100.839996,,,,,,,,,,,,,,,,,,,
50,TPG,TPG Inc. - Class A Common Stock,,50,43.189999,,,,,,,,,,,,,,,,,,,
