current_rank,ticker,name,sector,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
36,COKE,"Coca-Cola Consolidated, Inc. - Common Stock",,36,188.570007,,,,,,,,,,,,,,,,,40,192.389999,,,,,19,186.279999,,,,,,,,14,184.360001,,,,,,,,,,
37,PATK,PATRICK INDUSTRIES,Consumer Discretionary,37,87.410004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,88.089996,
38,CVCO,CAVCO INDUSTRIES,Consumer Discretionary,38,581.710022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,WAFD,WAFD INC,Financials,39,37.509998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,CRVL,CORVEL,Health Care,40,61.18,,37,62.57,-0.02221512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,MASS,908 DEVICES,Information Technology,41,8.4075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,SANA,SANA BIOTECHNOLOGY INC,Health Care,42,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,DSP,VIANT TECHNOLOGY INC CLASS A,Information Technology,43,12.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,C,Citigroup,Financials,44,134.940002,,26,137.634995,-0.01958073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,LYTS,LSI INDUSTRIES INC,Industrials,45,24.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,FUL,HB FULLER,Materials,46,59.060001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,MZTI,MARZETTI,Consumer Staples,47,110.779999,,20,111.260002,-0.00431425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,TSHA,TAYSHA GENE THERAPIES,Health Care,48,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,GOOGL,Alphabet Inc. (Class A),Communication Services,49,357.660004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,MTX,MINERALS TECHNOLOGIES,Materials,50,76.370003,,,,,44,75.065002,,,,,8,76.010002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,74.910004,
