early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1504,PACK,RANPAK HOLDINGS CORP CLASS A,RUSSELL2000,Materials,35.98,35.0,mixed_sideways,25.0,bearish_proxy,42.7,42.79,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1505,HLIT,HARMONIC INC,NASDAQ+RUSSELL2000,Information Technology,35.95,35.0,mixed_sideways,25.0,bearish_proxy,42.61,42.77,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1506,SRI,STONERIDGE INC,RUSSELL2000,Consumer Discretionary,35.95,35.0,mixed_sideways,25.0,bearish_proxy,42.61,42.77,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1507,CXDO,CREXENDO INC,NASDAQ+RUSSELL2000,Information Technology,35.92,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,23.74,39.0,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1508,LDI,LOANDEPOT INC CLASS A,RUSSELL2000,Financials,35.91,15.0,bearish_transition,49.8,bullish_below_zero_proxy,41.9,42.63,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1509,BALY,BALLY S CORP,RUSSELL2000,Consumer Discretionary,35.9,35.0,mixed_sideways,25.0,bearish_proxy,42.47,42.74,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1510,GBTG,GLOBAL BUSINESS TRAVEL GROUP INC A,RUSSELL2000,Consumer Discretionary,35.84,72.0,confirmed_bullish_trend,22.75,bearish_proxy,45.63,43.38,11.64,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1511,AMBQ,AMBIQ MICRO INC,RUSSELL2000,Information Technology,35.82,35.0,mixed_sideways,25.0,bearish_proxy,42.23,42.7,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1512,VVX,V2X INC,RUSSELL2000,Industrials,35.7,35.0,mixed_sideways,25.0,bearish_proxy,41.87,42.62,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1513,CLW,CLEARWATER PAPER CORP,RUSSELL2000,Materials,35.67,35.0,mixed_sideways,25.0,bearish_proxy,41.78,42.61,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1514,CYRX,CRYOPORT INC,NASDAQ+RUSSELL2000,Health Care,35.65,35.0,mixed_sideways,25.0,bearish_proxy,41.26,43.5,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1515,ZGN,ERMENEGILDO ZEGNA NV,RUSSELL2000,Consumer Discretionary,35.6,35.0,mixed_sideways,25.0,bearish_proxy,41.55,42.56,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1516,BCBP,BCB BANCORP INC,NASDAQ+RUSSELL2000,Financials,35.57,35.0,mixed_sideways,25.0,bearish_proxy,41.46,42.54,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1517,ACR,ACRES COMMERCIAL REALTY CORP,RUSSELL2000,Financials,35.56,15.0,bearish_transition,49.8,bullish_below_zero_proxy,40.84,42.42,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1518,CURI,CURIOSITYSTREAM INC CLASS A,NASDAQ+RUSSELL2000,Communication,35.45,15.0,bearish_transition,49.8,bullish_below_zero_proxy,40.48,42.35,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1519,HLLY,HOLLEY INC,RUSSELL2000,Consumer Discretionary,35.45,15.0,bearish_transition,49.8,bullish_below_zero_proxy,40.48,42.35,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1520,BHR,BRAEMAR HOTELS RESORTS INC,RUSSELL2000,Real Estate,35.4,15.0,bearish_transition,49.8,bullish_below_zero_proxy,40.34,42.32,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1521,CCRN,CROSS COUNTRY HEALTHCARE INC,NASDAQ+RUSSELL2000,Health Care,35.31,72.0,confirmed_bullish_trend,22.75,bearish_proxy,49.0,45.05,13.44,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1522,YSWY,YESWAY INC CLASS A,NASDAQ+RUSSELL2000,Consumer Staples,35.26,15.0,bearish_transition,49.8,bullish_below_zero_proxy,39.47,43.14,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1523,SMRT,SMARTRENT INC CLASS A,RUSSELL2000,Information Technology,35.25,15.0,bearish_transition,49.8,bullish_below_zero_proxy,39.9,42.23,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1524,TDW,TIDEWATER INC,RUSSELL2000,Energy,35.2,15.0,bearish_transition,49.8,bullish_below_zero_proxy,39.72,42.19,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1525,CMCL,CALEDONIA MINING PLC,RUSSELL2000,Materials,35.18,15.0,bearish_transition,49.8,bullish_below_zero_proxy,39.66,42.18,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1526,INR,INFINITY NATURAL RESOURCES INC CLA,RUSSELL2000,Energy,34.95,15.0,bearish_transition,49.8,bullish_below_zero_proxy,38.97,42.04,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1527,HURN,HURON CONSULTING GROUP INC,NASDAQ+RUSSELL2000,Industrials,34.91,15.0,bearish_transition,49.8,bullish_below_zero_proxy,38.85,42.02,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1528,IMXI,INTERNATIONAL MONEY EXPRESS INC,NASDAQ+RUSSELL2000,Financials,34.89,15.0,bearish_transition,49.8,bullish_below_zero_proxy,38.79,42.01,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1529,COHU,COHU INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,34.81,35.0,mixed_sideways,25.0,bearish_proxy,39.15,42.08,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1530,SRTA,STRATA CRITICAL MEDICAL INC CLASS,NASDAQ+RUSSELL2000,Health Care,34.81,35.0,mixed_sideways,25.0,bearish_proxy,38.71,42.99,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1531,BHE,BENCHMARK ELECTRONICS INC,RUSSELL2000,Information Technology,34.78,35.0,mixed_sideways,25.0,bearish_proxy,39.06,42.06,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1532,PDFS,PDF SOLUTIONS INC,NASDAQ+RUSSELL2000,Information Technology,34.74,35.0,mixed_sideways,25.0,bearish_proxy,38.96,42.04,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1533,TBCH,TURTLE BEACH CORP,NASDAQ+RUSSELL2000,Information Technology,34.74,35.0,mixed_sideways,25.0,bearish_proxy,38.96,42.04,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1534,OIS,OIL STATES INTERNATIONAL INC,RUSSELL2000,Energy,34.43,15.0,bearish_transition,49.8,bullish_below_zero_proxy,37.4,41.73,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1535,TMHC,TAYLOR MORRISON HOME CORP,RUSSELL2000,Consumer Discretionary,34.4,72.0,confirmed_bullish_trend,22.75,bearish_proxy,51.31,44.51,14.95,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1536,SRZN,SURROZEN INC,NASDAQ+RUSSELL2000,Health Care,34.39,15.0,bearish_transition,49.8,bullish_below_zero_proxy,36.82,42.61,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1537,HRTX,HERON THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,34.38,15.0,bearish_transition,49.8,bullish_below_zero_proxy,36.79,42.61,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1538,IRD,OPUS GENETICS INC,NASDAQ+RUSSELL2000,Health Care,34.38,15.0,bearish_transition,49.8,bullish_below_zero_proxy,36.81,42.61,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1539,MUX,MCEWEN INC,RUSSELL2000,Materials,34.31,15.0,bearish_transition,49.8,bullish_below_zero_proxy,37.03,41.66,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1540,PLPC,PREFORMED LINE PRODUCTS,NASDAQ+RUSSELL2000,Industrials,34.3,35.0,mixed_sideways,25.0,bearish_proxy,37.61,41.77,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1541,DHT,DHT HOLDINGS INC,RUSSELL2000,Energy,34.29,15.0,bearish_transition,25.0,bearish_proxy,55.77,45.4,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1542,EGHT,8X8 INC,NASDAQ+RUSSELL2000,Information Technology,34.28,15.0,bearish_transition,49.8,bullish_below_zero_proxy,36.94,41.64,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1543,BDTX,BLACK DIAMOND THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,34.25,15.0,bearish_transition,49.8,bullish_below_zero_proxy,36.4,42.53,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1544,LRMR,LARIMAR THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,34.24,15.0,bearish_transition,25.0,bearish_proxy,55.16,46.28,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1545,CMP,COMPASS MINERALS INTERNATIONAL INC,RUSSELL2000,Materials,34.16,35.0,mixed_sideways,25.0,bearish_proxy,37.18,41.69,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1546,TWO,TWO HARBORS INVESTMENT CORP,RUSSELL2000,Financials,34.08,15.0,bearish_transition,25.0,bearish_proxy,55.14,45.28,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1547,EPSN,EPSILON ENERGY LTD,NASDAQ+RUSSELL2000,Energy,34.0,15.0,bearish_transition,49.8,bullish_below_zero_proxy,36.1,41.47,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1548,BBW,BUILD A BEAR WORKSHOP INC,RUSSELL2000,Consumer Discretionary,33.98,15.0,bearish_transition,49.8,bullish_below_zero_proxy,36.04,41.46,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1549,FMC,FMC CORP,RUSSELL2000,Materials,33.98,15.0,bearish_transition,49.8,bullish_below_zero_proxy,36.03,41.46,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1550,ANTX,AN2 THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,33.97,35.0,mixed_sideways,25.0,bearish_proxy,36.17,42.48,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1551,HQI,HIREQUEST INC,NASDAQ+RUSSELL2000,Industrials,33.97,35.0,mixed_sideways,25.0,bearish_proxy,36.61,41.57,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1552,USGO,US GOLDMINING INC,NASDAQ+RUSSELL2000,Materials,33.96,18.0,bearish_transition,51.15,bullish_below_zero_proxy,32.24,40.7,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1553,ACHR,ARCHER AVIATION INC CLASS A,RUSSELL2000,Industrials,33.9,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,19.13,38.08,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1554,AVLN,AVALYN PHARMA INC,NASDAQ+RUSSELL2000,Health Care,33.88,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,39.68,43.19,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1555,CDZI,CADIZ INC,NASDAQ+RUSSELL2000,Utilities,33.87,15.0,bearish_transition,49.8,bullish_below_zero_proxy,35.25,42.3,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1556,PATK,PATRICK INDUSTRIES INC,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Discretionary,33.82,15.0,bearish_transition,20.0,fresh_bearish_cross_proxy,58.13,45.88,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1557,DNUT,KRISPY KREME INC,NASDAQ+RUSSELL2000,Consumer Discretionary,33.7,18.0,bearish_transition,26.35,bearish_proxy,50.22,44.29,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1558,PSIX,POWER SOLUTIONS INTERNATIONAL INC,NASDAQ+RUSSELL2000,Industrials,33.68,15.0,bearish_transition,49.8,bullish_below_zero_proxy,35.11,41.27,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1559,GTM,ZOOMINFO TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Communication,33.56,15.0,bearish_transition,49.8,bullish_below_zero_proxy,34.78,41.21,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1560,FIZZ,NATIONAL BEVERAGE CORP,NASDAQ+RUSSELL2000,Consumer Staples,33.54,18.0,bearish_transition,25.0,bearish_proxy,50.3,45.31,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1561,ONEW,ONEWATER MARINE CLASS A INC,NASDAQ+RUSSELL2000,Consumer Discretionary,33.41,35.0,mixed_sideways,25.0,bearish_proxy,34.92,41.23,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1562,WOR,WORTHINGTON ENTERPRISES INC,RUSSELL2000,Industrials,33.36,15.0,bearish_transition,25.0,bearish_proxy,52.96,44.84,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1563,RFIL,RF INDUSTRIES LTD,NASDAQ+RUSSELL2000,Information Technology,33.35,35.0,mixed_sideways,25.0,bearish_proxy,34.72,41.19,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1564,TBRG,TRUBRIDGE INC,NASDAQ+RUSSELL2000,Health Care,33.35,72.0,confirmed_bullish_trend,22.75,bearish_proxy,51.43,45.54,16.2,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 3.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1565,KMT,KENNAMETAL INC,RUSSELL2000,Industrials,33.35,15.0,bearish_transition,25.0,bearish_proxy,52.92,44.83,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
