early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
11,MCK,McKesson Corporation,SPX,Health Care,66.38,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,56.49,46.55,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
12,ANET,Arista Networks,SPX,Information Technology,65.69,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,49.16,47.58,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
13,MKC,McCormick & Company,SPX,Consumer Staples,65.68,82.0,early_transition,61.8,bullish_above_signal_proxy,61.63,47.58,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
14,SYK,Stryker Corporation,SPX,Health Care,65.52,82.0,early_transition,61.8,bullish_above_signal_proxy,59.58,50.67,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
15,COR,Cencora,SPX,Health Care,65.48,82.0,early_transition,61.8,bullish_above_signal_proxy,61.03,47.46,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
16,LMT,Lockheed Martin,SPX,Industrials,65.26,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,53.55,44.96,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
17,SHW,Sherwin-Williams,SPX,Materials,65.17,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,69.63,48.18,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
18,CBRE,CBRE Group,SPX,Real Estate,65.16,82.0,early_transition,61.8,bullish_above_signal_proxy,60.52,46.35,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
19,EXPE,Expedia Group,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,64.92,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,68.89,48.03,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
20,ROP,Roper Technologies,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,64.91,82.0,early_transition,61.8,bullish_above_signal_proxy,58.17,49.38,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
21,MRSH,Marsh McLennan,SPX,Financials,64.89,82.0,early_transition,61.8,bullish_above_signal_proxy,59.71,46.19,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
22,ABT,Abbott Laboratories,SPX,Health Care,64.85,82.0,early_transition,61.8,bullish_above_signal_proxy,57.52,50.25,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
23,DG,Dollar General,SPX,Consumer Staples,64.77,82.0,early_transition,61.8,bullish_above_signal_proxy,58.88,47.03,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
24,BLDR,Builders FirstSource,SPX,Industrials,64.73,82.0,early_transition,61.8,bullish_above_signal_proxy,59.21,46.09,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
25,ALLE,Allegion,SPX,Industrials,64.62,82.0,early_transition,61.8,bullish_above_signal_proxy,58.87,46.02,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
26,HIG,Hartford (The),SPX,Financials,64.5,82.0,early_transition,61.8,bullish_above_signal_proxy,58.53,45.96,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
27,AOS,A. O. Smith,SPX,Industrials,64.44,82.0,early_transition,61.8,bullish_above_signal_proxy,58.33,45.92,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
28,BALL,Ball Corporation,SPX,Materials,64.36,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,67.19,47.69,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
29,SWK,Stanley Black & Decker,SPX,Industrials,64.3,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,67.0,47.65,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
30,AAPL,Apple Inc.,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,64.26,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,50.53,44.36,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
31,GRMN,Garmin,SPX,Consumer Discretionary,64.07,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,49.95,44.24,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
32,CLX,Clorox,SPX,Consumer Staples,63.86,82.0,early_transition,61.8,bullish_above_signal_proxy,56.14,46.48,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
33,XYL,Xylem Inc.,SPX,Industrials,63.83,82.0,early_transition,61.8,bullish_above_signal_proxy,56.49,45.55,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
34,BDX,Becton Dickinson,SPX,Health Care,63.74,82.0,early_transition,61.8,bullish_above_signal_proxy,54.16,49.58,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
35,NRG,NRG Energy,SPX,Utilities,63.67,82.0,early_transition,61.8,bullish_above_signal_proxy,54.4,48.63,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
36,MDT,Medtronic,SPX,Health Care,63.64,82.0,early_transition,61.8,bullish_above_signal_proxy,53.86,49.52,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
37,COF,Capital One,SPX,Financials,63.59,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.87,47.22,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
38,O,Realty Income,SPX,Real Estate,63.58,82.0,early_transition,61.8,bullish_above_signal_proxy,55.73,45.4,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
39,RVTY,Revvity,SPX,Health Care,63.58,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.78,51.31,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
40,ALGN,Align Technology,NASDAQ+NASDAQ500+SPX,Health Care,63.53,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.23,48.1,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
41,HCA,HCA Healthcare,SPX,Health Care,63.48,82.0,early_transition,49.8,bullish_below_zero_proxy,64.06,48.06,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
42,IR,Ingersoll Rand,SPX,Industrials,63.4,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.27,47.1,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
43,MA,Mastercard,SPX,Financials,63.32,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,64.03,47.06,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
44,J,Jacobs Solutions,SPX,Industrials,63.25,82.0,early_transition,61.8,bullish_above_signal_proxy,54.73,45.2,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
45,BEN,Franklin Resources,SPX,Financials,63.2,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.68,46.99,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
46,APH,Amphenol,SPX,Information Technology,63.15,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.51,46.95,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
47,IP,International Paper,SPX,Materials,63.14,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.48,46.95,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
48,SRE,Sempra,SPX,Utilities,63.12,82.0,early_transition,61.8,bullish_above_signal_proxy,53.9,46.03,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
49,PH,Parker Hannifin,SPX,Industrials,63.01,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.1,46.87,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
50,JPM,JPMorgan Chase,SPX,Financials,63.0,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.08,46.87,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
51,AVY,Avery Dennison,SPX,Materials,62.98,82.0,early_transition,61.8,bullish_above_signal_proxy,53.91,45.03,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
52,XYZ,"Block, Inc.",SPX,Financials,62.92,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.84,46.82,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
53,DLTR,Dollar Tree,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Staples,62.86,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.18,47.69,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
54,LLY,Lilly (Eli),SPX,Health Care,62.82,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.07,47.66,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
55,BKNG,Booking Holdings,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,62.74,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.29,46.71,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
56,AEP,American Electric Power,NASDAQ+NASDAQ200+NASDAQ500+SPX,Utilities,62.68,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.64,47.58,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
57,PPL,PPL Corporation,SPX,Utilities,62.67,82.0,early_transition,61.8,bullish_above_signal_proxy,52.53,45.76,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
58,FE,FirstEnergy,SPX,Utilities,62.64,82.0,early_transition,61.8,bullish_above_signal_proxy,52.43,45.74,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
59,VRSK,Verisk Analytics,NASDAQ+NASDAQ500+SPX,Industrials,62.62,82.0,early_transition,61.8,bullish_above_signal_proxy,52.83,44.82,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
60,WM,Waste Management,SPX,Industrials,62.57,82.0,early_transition,61.8,bullish_above_signal_proxy,52.67,44.78,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
61,KEY,KeyCorp,SPX,Financials,62.49,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.51,46.55,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
62,ABNB,Airbnb,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,62.47,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.45,46.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
63,TDG,TransDigm Group,SPX,Industrials,62.46,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.44,46.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
64,PODD,Insulet Corporation,NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,62.37,82.0,early_transition,49.8,bullish_below_zero_proxy,59.13,50.58,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
65,KMI,Kinder Morgan,SPX,Energy,62.27,82.0,early_transition,61.8,bullish_above_signal_proxy,51.77,44.6,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
66,SYF,Synchrony Financial,SPX,Financials,62.27,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,60.87,46.42,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
67,LII,Lennox International,SPX,Industrials,62.21,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,60.67,46.38,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
68,MRK,Merck & Co.,SPX,Health Care,62.18,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,60.13,47.28,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
69,PPG,PPG Industries,SPX,Materials,61.94,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.87,46.22,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
70,CMS,CMS Energy,SPX,Utilities,61.91,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.3,47.11,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
71,AEE,Ameren,SPX,Utilities,61.9,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.29,47.11,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
72,AIG,American International Group,SPX,Financials,61.9,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.74,46.2,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
73,LNT,Alliant Energy,NASDAQ+NASDAQ200+NASDAQ500+SPX,Utilities,61.85,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.13,47.08,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
74,RF,Regions Financial Corporation,SPX,Financials,61.85,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.59,46.17,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
75,BIIB,Biogen,NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,61.79,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.94,47.04,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
76,ITW,Illinois Tool Works,SPX,Industrials,61.77,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,59.34,46.12,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
77,TDY,Teledyne Technologies,SPX,Information Technology,61.73,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.64,49.28,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
78,UBER,Uber,SPX,Industrials,61.73,82.0,early_transition,61.8,bullish_above_signal_proxy,50.14,44.28,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
79,KHC,Kraft Heinz,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Staples,61.7,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.66,46.98,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
80,AWK,American Water Works,SPX,Utilities,61.66,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.56,46.96,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
81,PNW,Pinnacle West Capital,SPX,Utilities,61.65,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.52,46.95,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
82,MNST,Monster Beverage,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Staples,61.51,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.1,46.87,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
83,CL,Colgate-Palmolive,SPX,Consumer Staples,61.5,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.06,46.86,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
84,TMO,Thermo Fisher Scientific,SPX,Health Care,61.5,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.07,46.86,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
85,OMC,Omnicom Group,SPX,Communication Services,61.48,82.0,early_transition,49.8,bullish_below_zero_proxy,58.46,45.94,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
86,ECL,Ecolab,SPX,Materials,61.47,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.44,45.94,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
87,ES,Eversource Energy,SPX,Utilities,61.45,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.91,46.83,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
88,ED,Consolidated Edison,SPX,Utilities,61.43,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.87,46.82,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
89,ZBRA,Zebra Technologies,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,61.39,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,56.6,49.07,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
90,ROK,Rockwell Automation,SPX,Industrials,61.36,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.36,51.32,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
91,WRB,W. R. Berkley Corporation,SPX,Financials,61.34,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,58.05,45.86,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
92,VTRS,Viatris,NASDAQ+NASDAQ500+SPX,Health Care,61.31,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.48,46.75,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
93,CNP,CenterPoint Energy,SPX,Utilities,61.25,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.31,46.71,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
94,EVRG,Evergy,NASDAQ+NASDAQ200+NASDAQ500+SPX,Utilities,61.24,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.29,46.71,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
95,DTE,DTE Energy,SPX,Utilities,61.15,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,57.0,46.65,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
96,PCAR,Paccar,NASDAQ+NASDAQ200+NASDAQ500+SPX,Industrials,61.14,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,55.85,48.92,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
