early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
187,SPG,Simon Property Group,SPX,Real Estate,51.86,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.07,46.66,10.24,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
188,RMD,ResMed,SPX,Health Care,51.78,82.0,early_transition,47.55,bullish_below_zero_proxy,67.21,52.19,12.7,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
189,WELL,Welltower,SPX,Real Estate,51.72,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.04,48.06,12.69,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
190,GPN,Global Payments,SPX,Financials,51.64,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.92,47.23,11.4,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
191,AXON,Axon Enterprise,NASDAQ+NASDAQ200+NASDAQ500+SPX,Industrials,51.61,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,81.17,50.48,16.8,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
192,GE,GE Aerospace,SPX,Industrials,51.61,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.12,48.47,13.48,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
193,KVUE,Kenvue,SPX,Consumer Staples,51.56,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.14,48.48,12.05,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
194,CNC,Centene Corporation,SPX,Health Care,51.53,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,59.53,47.16,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
195,PHM,PulteGroup,SPX,Consumer Discretionary,51.52,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,61.92,46.63,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
196,HD,Home Depot (The),SPX,Consumer Discretionary,51.32,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,61.31,46.51,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
197,DAL,Delta Air Lines,SPX,Industrials,51.28,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.22,48.09,13.19,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
198,VRTX,Vertex Pharmaceuticals,NASDAQ+NASDAQ200+NASDAQ500+SPX,Health Care,51.24,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,75.48,50.35,15.45,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
199,WFC,Wells Fargo,SPX,Financials,51.24,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,59.96,46.24,10.17,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
200,USB,U.S. Bancorp,SPX,Financials,51.23,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.9,48.03,13.13,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
201,JNJ,Johnson & Johnson,SPX,Health Care,51.18,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,67.15,48.68,12.76,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
202,DGX,Quest Diagnostics,SPX,Health Care,50.99,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,60.59,47.37,10.78,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
203,PGR,Progressive Corporation,SPX,Financials,50.93,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.47,48.54,14.28,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
204,FITB,Fifth Third Bancorp,SPX,Financials,50.92,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.81,48.01,13.41,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
205,AON,Aon plc,SPX,Financials,50.87,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.43,46.74,11.36,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
206,HBAN,Huntington Bancshares,NASDAQ+NASDAQ500+SPX,Financials,50.82,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,59.8,46.21,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
207,D,Dominion Energy,SPX,Utilities,50.75,72.0,confirmed_bullish_trend,25.0,bearish_proxy,53.38,45.93,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
208,RJF,Raymond James Financial,SPX,Financials,50.72,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.67,46.98,11.92,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
209,HSIC,Henry Schein,NASDAQ+NASDAQ500+SPX,Health Care,50.69,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.6,48.17,12.4,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
210,MS,Morgan Stanley,SPX,Financials,50.67,72.0,confirmed_bullish_trend,25.0,bearish_proxy,53.57,44.96,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
211,PNC,PNC Financial Services,SPX,Financials,50.58,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.63,47.38,12.7,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
212,LH,Labcorp,SPX,Health Care,50.57,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.05,47.46,11.35,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
213,MTD,Mettler Toledo,SPX,Health Care,50.55,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.9,47.63,11.66,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
214,JKHY,Jack Henry & Associates,NASDAQ+NASDAQ500+SPX,Financials,50.41,82.0,early_transition,47.55,bullish_below_zero_proxy,58.83,46.02,10.63,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
215,BXP,"BXP, Inc.",SPX,Real Estate,50.32,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.05,46.86,12.11,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
216,ABBV,AbbVie,SPX,Health Care,50.31,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.64,49.38,14.78,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
217,CTVA,Corteva,SPX,Materials,50.28,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,59.24,46.1,10.9,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
218,SYY,Sysco,SPX,Consumer Staples,50.28,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.87,47.62,11.91,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
219,PSA,Public Storage,SPX,Real Estate,50.22,72.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,56.02,45.45,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
220,FFIV,"F5, Inc.",NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,50.21,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,54.82,48.71,10.03,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
221,AJG,Arthur J. Gallagher & Co.,SPX,Financials,50.2,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,77.16,49.68,16.88,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
222,AMP,Ameriprise Financial,SPX,Financials,50.2,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.93,47.04,12.52,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
223,EW,Edwards Lifesciences,SPX,Health Care,50.12,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,57.56,50.26,11.18,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
224,PANW,Palo Alto Networks,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,50.01,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,86.03,51.46,20.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
225,EG,Everest Group,SPX,Financials,49.99,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,69.09,48.07,14.44,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
226,ALL,Allstate,SPX,Financials,49.93,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,70.55,48.36,14.98,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
227,IQV,IQVIA,SPX,Health Care,49.93,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,62.63,47.78,12.51,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
228,RTX,RTX Corporation,SPX,Industrials,49.88,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.5,47.35,13.36,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
229,WST,West Pharmaceutical Services,SPX,Health Care,49.83,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.8,48.21,13.33,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
230,NVR,"NVR, Inc.",SPX,Consumer Discretionary,49.81,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,56.72,45.59,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
231,SCHW,Charles Schwab Corporation,SPX,Financials,49.78,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.72,46.99,12.87,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
232,DHR,Danaher Corporation,SPX,Health Care,49.77,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,56.15,46.48,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
233,APP,AppLovin,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,49.75,72.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,32.01,40.65,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
234,NI,NiSource,SPX,Utilities,49.72,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,56.0,46.45,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
235,JCI,Johnson Controls,SPX,Industrials,49.67,72.0,confirmed_bullish_trend,25.0,bearish_proxy,50.55,44.36,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
236,DOC,Healthpeak Properties,SPX,Real Estate,49.63,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.03,47.26,13.46,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
237,MCO,Moody's Corporation,SPX,Financials,49.58,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,58.91,46.03,11.48,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
238,BAC,Bank of America,SPX,Financials,49.53,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,64.22,47.09,13.28,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
239,EQR,Equity Residential,SPX,Real Estate,49.52,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,55.37,45.32,10.37,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
240,PEG,Public Service Enterprise Group,SPX,Utilities,49.51,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,55.38,46.33,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
241,ETN,Eaton Corporation,SPX,Industrials,49.43,72.0,confirmed_bullish_trend,25.0,bearish_proxy,47.1,49.67,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
242,APD,Air Products,SPX,Materials,49.38,72.0,confirmed_bullish_trend,47.55,bullish_below_zero_proxy,64.46,47.14,10.52,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
243,KDP,Keurig Dr Pepper,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Staples,49.26,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,54.6,46.17,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
244,GD,General Dynamics,SPX,Industrials,49.26,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,60.84,46.42,12.44,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
245,GS,Goldman Sachs,SPX,Financials,49.24,72.0,confirmed_bullish_trend,25.0,bearish_proxy,49.24,44.1,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
246,TRV,Travelers Companies (The),SPX,Financials,49.1,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,68.02,47.85,14.97,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
247,XEL,Xcel Energy,NASDAQ+NASDAQ200+NASDAQ500+SPX,Utilities,49.04,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,53.96,46.04,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
248,ESS,Essex Property Trust,SPX,Real Estate,49.03,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,56.17,45.48,11.13,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
249,SPGI,S&P Global,SPX,Financials,48.94,82.0,early_transition,47.55,bullish_below_zero_proxy,58.61,45.97,12.02,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
250,SBUX,Starbucks,NASDAQ+NASDAQ200+NASDAQ500+SPX,Consumer Discretionary,48.91,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,54.01,45.05,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
251,CSX,CSX Corporation,NASDAQ+NASDAQ200+NASDAQ500+SPX,Industrials,48.87,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,55.28,45.31,11.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
252,SNA,Snap-on,SPX,Industrials,48.87,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,58.5,45.95,12.06,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
253,AMD,Advanced Micro Devices,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,48.83,72.0,confirmed_bullish_trend,25.0,bearish_proxy,45.05,49.76,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
254,CB,Chubb Limited,SPX,Financials,48.78,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.43,47.34,14.44,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
255,MSCI,MSCI Inc.,SPX,Financials,48.77,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,46.0,43.45,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
256,ACGL,Arch Capital Group,NASDAQ+NASDAQ500+SPX,Financials,48.43,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,65.68,47.39,14.87,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
257,TROW,T. Rowe Price,NASDAQ+NASDAQ500+SPX,Financials,48.36,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.91,47.63,15.35,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
258,DDOG,Datadog,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,48.3,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,51.78,44.61,10.41,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
259,SOLV,Solventum,SPX,Health Care,48.22,72.0,confirmed_bullish_trend,25.0,bearish_proxy,45.7,44.39,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
260,UDR,"UDR, Inc.",SPX,Real Estate,48.12,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,57.13,45.68,12.36,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
261,VEEV,Veeva Systems,SPX,Health Care,48.0,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,54.75,46.2,11.84,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
262,FAST,Fastenal,NASDAQ+NASDAQ200+NASDAQ500+SPX,Industrials,47.98,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,51.19,44.49,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
263,L,Loews Corporation,SPX,Financials,47.95,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.31,46.51,13.91,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
264,PRU,Prudential Financial,SPX,Financials,47.78,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,63.22,46.89,14.71,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
265,VRT,Vertiv,SPX,Industrials,47.73,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,40.12,48.27,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
266,AIZ,Assurant,SPX,Financials,47.62,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.58,46.57,14.33,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
267,MO,Altria,SPX,Consumer Staples,47.45,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,49.12,45.07,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
268,GEN,Gen Digital,NASDAQ+NASDAQ200+NASDAQ500+SPX,Information Technology,46.99,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,49.21,44.09,10.88,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
269,CINF,Cincinnati Financial,NASDAQ+NASDAQ500+SPX,Financials,46.46,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,73.35,48.92,19.37,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
270,DELL,Dell Technologies,SPX,Information Technology,46.43,72.0,confirmed_bullish_trend,25.0,bearish_proxy,40.74,42.4,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
271,DVA,DaVita,SPX,Health Care,46.43,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,73.91,50.03,19.73,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
