early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,LILAK,LIBERTY LATIN AMERICA LTD CLASS C,NASDAQ+RUSSELL2000,Communication,79.45,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,96.57,53.56,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1813,ULH,UNIVERSAL LOGISTICS HOLDINGS INC,NASDAQ+RUSSELL2000,Industrials,23.69,15.0,bearish_transition,25.0,bearish_proxy,23.64,38.98,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1814,CAPR,CAPRICOR THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,23.68,15.0,bearish_transition,25.0,bearish_proxy,23.15,39.88,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1815,UMAC,UNUSUAL MACHINES INC,RUSSELL2000,Information Technology,23.61,35.0,mixed_sideways,25.0,bearish_proxy,5.22,35.29,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1816,GSM,FERROGLOBE PLC,NASDAQ+RUSSELL2000,Materials,23.48,15.0,bearish_transition,25.0,bearish_proxy,23.02,38.85,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1817,RES,RPC INC,RUSSELL2000,Energy,23.31,15.0,bearish_transition,25.0,bearish_proxy,22.48,38.75,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1818,WEST,WESTROCK COFFEE,NASDAQ+RUSSELL2000,Consumer Staples,23.3,15.0,bearish_transition,25.0,bearish_proxy,22.02,39.65,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1819,LBRT,LIBERTY ENERGY INC CLASS A,RUSSELL2000,Energy,23.22,15.0,bearish_transition,25.0,bearish_proxy,22.23,38.7,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1820,KGEI,KOLIBRI GLOBAL ENERGY INC,NASDAQ+RUSSELL2000,Energy,23.16,15.0,bearish_transition,25.0,bearish_proxy,22.05,38.66,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1821,BKKT,BAKKT INC CLASS A,RUSSELL2000,Financials,23.16,15.0,bearish_transition,25.0,bearish_proxy,22.05,38.66,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1822,GCO,GENESCO INC,RUSSELL2000,Consumer Discretionary,23.16,15.0,bearish_transition,25.0,bearish_proxy,22.03,38.66,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1823,EFOR,EVERFORTH INC,RUSSELL2000,Information Technology,23.15,15.0,bearish_transition,25.0,bearish_proxy,22.02,38.65,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1824,EVMN,EVOMMUNE INC,RUSSELL2000,Health Care,23.06,15.0,bearish_transition,25.0,bearish_proxy,21.29,39.51,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1825,SM,SM ENERGY,RUSSELL2000,Energy,22.91,15.0,bearish_transition,25.0,bearish_proxy,21.28,38.51,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1826,HYPR,HYPERFINE INC CLASS A,NASDAQ+RUSSELL2000,Health Care,22.82,15.0,bearish_transition,25.0,bearish_proxy,20.57,39.36,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1827,PPTA,PERPETUA RESOURCES CORP,NASDAQ+RUSSELL2000,Materials,22.82,15.0,bearish_transition,25.0,bearish_proxy,21.0,38.45,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1828,FIGS,FIGS INC CLASS A,RUSSELL2000,Consumer Discretionary,22.7,15.0,bearish_transition,25.0,bearish_proxy,20.65,38.38,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1829,JOBY,JOBY AVIATION INC CLASS A,RUSSELL2000,Industrials,22.7,15.0,bearish_transition,25.0,bearish_proxy,20.63,38.38,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1830,DCH,DAUCH CORPORATION,RUSSELL2000,Consumer Discretionary,22.69,15.0,bearish_transition,25.0,bearish_proxy,20.63,38.38,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1831,RDNW,RIDENOW GROUP INC CLASS B,NASDAQ+RUSSELL2000,Consumer Discretionary,22.66,15.0,bearish_transition,25.0,bearish_proxy,20.53,38.36,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1832,GPRO,GOPRO INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,22.65,15.0,bearish_transition,49.8,bullish_below_zero_proxy,1.7,34.59,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1833,AVEX,AEVEX CORP CLASS A,RUSSELL2000,Industrials,22.64,15.0,bearish_transition,49.8,bullish_below_zero_proxy,1.68,34.59,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1834,VGZ,VISTA GOLD CORP,RUSSELL2000,Materials,22.64,15.0,bearish_transition,25.0,bearish_proxy,20.45,38.34,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1835,IVVD,INVIVYD INC,NASDAQ+RUSSELL2000,Health Care,22.44,15.0,bearish_transition,49.8,bullish_below_zero_proxy,0.61,35.37,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1836,AI,C3 AI INC CLASS A,RUSSELL2000,Information Technology,22.43,15.0,bearish_transition,25.0,bearish_proxy,19.84,38.22,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1837,RILY,BRC GROUP HOLDINGS INC,NASDAQ+RUSSELL2000,Financials,22.35,15.0,bearish_transition,25.0,bearish_proxy,19.6,38.17,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1838,ASST,STRIVE INC CLASS A,NASDAQ+RUSSELL2000,Health Care,22.27,15.0,bearish_transition,25.0,bearish_proxy,18.88,39.03,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1839,RYAM,RAYONIER ADVANCED MATERIALS INC,RUSSELL2000,Materials,22.25,15.0,bearish_transition,25.0,bearish_proxy,19.29,38.11,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1840,CNTX,CONTEXT THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,22.24,15.0,bearish_transition,49.8,bullish_below_zero_proxy,0.0,35.25,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1841,HMH,HMH HOLDING INC CLASS A,NASDAQ+RUSSELL2000,Energy,22.24,15.0,bearish_transition,25.0,bearish_proxy,19.24,38.1,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1842,ADCT,ADC THERAPEUTICS SA,RUSSELL2000,Health Care,22.24,15.0,bearish_transition,49.8,bullish_below_zero_proxy,0.0,35.25,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1843,PTEN,PATTERSON UTI ENERGY INC,NASDAQ+NASDAQ500+RUSSELL2000,Energy,22.19,15.0,bearish_transition,25.0,bearish_proxy,19.11,38.07,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1844,CC,CHEMOURS,RUSSELL2000,Materials,22.17,15.0,bearish_transition,25.0,bearish_proxy,19.04,38.06,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1845,HCC,WARRIOR MET COAL INC,RUSSELL2000,Materials,22.13,15.0,bearish_transition,25.0,bearish_proxy,18.93,38.04,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1846,TITN,TITAN MACHINERY INC,NASDAQ+RUSSELL2000,Industrials,22.11,15.0,bearish_transition,25.0,bearish_proxy,18.87,38.02,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1847,BTU,PEABODY ENERGY CORP,RUSSELL2000,Energy,22.08,15.0,bearish_transition,25.0,bearish_proxy,18.75,38.0,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1848,AIRO,AIRO GROUP HOLDINGS INC,NASDAQ+RUSSELL2000,Industrials,22.05,15.0,bearish_transition,25.0,bearish_proxy,18.69,37.99,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1849,CRGY,CRESCENT ENERGY CLASS A,RUSSELL2000,Energy,22.03,15.0,bearish_transition,25.0,bearish_proxy,18.63,37.98,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1850,OXM,OXFORD INDUSTRIES INC,RUSSELL2000,Consumer Discretionary,22.01,15.0,bearish_transition,25.0,bearish_proxy,18.55,37.96,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1851,ARRY,ARRAY TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Industrials,21.99,15.0,bearish_transition,25.0,bearish_proxy,18.48,37.95,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1852,CVGI,COMMERCIAL VEHICLE GROUP INC,NASDAQ+RUSSELL2000,Industrials,21.87,15.0,bearish_transition,25.0,bearish_proxy,18.12,37.87,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1853,RIOT,RIOT PLATFORMS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,21.82,15.0,bearish_transition,25.0,bearish_proxy,17.98,37.85,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1854,LEE,LEE ENTERPRISES INC,NASDAQ+RUSSELL2000,Communication,21.76,15.0,bearish_transition,25.0,bearish_proxy,17.78,37.81,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1855,SENS,SENSEONICS HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,21.76,15.0,bearish_transition,25.0,bearish_proxy,17.35,38.72,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1856,OEC,ORION SA,RUSSELL2000,Materials,21.73,15.0,bearish_transition,25.0,bearish_proxy,17.69,37.79,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1857,NG,NOVAGOLD RESOURCES INC,RUSSELL2000,Materials,21.69,15.0,bearish_transition,25.0,bearish_proxy,17.59,37.77,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1858,TSSI,TSS INC,NASDAQ+RUSSELL2000,Information Technology,21.65,15.0,bearish_transition,25.0,bearish_proxy,17.47,37.74,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1859,AMSC,AMERICAN SUPERCONDUCTOR CORP,NASDAQ+RUSSELL2000,Industrials,21.64,15.0,bearish_transition,25.0,bearish_proxy,17.42,37.73,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1860,AREC,AMERICAN RESOURCES CORP CLASS A,NASDAQ+RUSSELL2000,Energy,21.59,15.0,bearish_transition,25.0,bearish_proxy,17.29,37.71,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1861,CAL,CALERES INC,RUSSELL2000,Consumer Discretionary,21.39,15.0,bearish_transition,25.0,bearish_proxy,16.68,37.59,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1862,CORZ,CORE SCIENTIFIC INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,21.31,15.0,bearish_transition,25.0,bearish_proxy,16.42,37.53,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1863,ACTU,ACTUATE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,21.29,15.0,bearish_transition,25.0,bearish_proxy,15.92,38.43,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1864,AMR,ALPHA METALLURGICAL RESOURCE INC,RUSSELL2000,Materials,21.25,15.0,bearish_transition,25.0,bearish_proxy,16.24,37.5,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1865,PLAY,DAVE AND BUSTERS ENTERTAINMENT INC,NASDAQ+RUSSELL2000,Consumer Discretionary,21.18,15.0,bearish_transition,25.0,bearish_proxy,16.04,37.46,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1866,BBAI,BIGBEAR.AI HOLDINGS INC,RUSSELL2000,Information Technology,21.1,15.0,bearish_transition,25.0,bearish_proxy,15.79,37.41,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1867,DAN,DANA INCORPORATED INC,RUSSELL2000,Consumer Discretionary,21.09,15.0,bearish_transition,25.0,bearish_proxy,15.78,37.41,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1868,HPK,HIGHPEAK ENERGY INC,NASDAQ+RUSSELL2000,Energy,21.05,15.0,bearish_transition,25.0,bearish_proxy,15.64,37.38,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1869,PUMP,PROPETRO HOLDING CORP,RUSSELL2000,Energy,20.9,15.0,bearish_transition,25.0,bearish_proxy,15.18,37.29,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1870,WS,WORTHINGTON STEEL INC,RUSSELL2000,Materials,20.88,15.0,bearish_transition,25.0,bearish_proxy,15.12,37.27,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1871,AMRC,AMERESCO INC CLASS A,RUSSELL2000,Industrials,20.83,15.0,bearish_transition,25.0,bearish_proxy,14.99,37.25,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1872,PRCT,PROCEPT BIOROBOTICS CORP,NASDAQ+RUSSELL2000,Health Care,20.64,15.0,bearish_transition,25.0,bearish_proxy,13.93,38.04,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1873,CIFR,CIPHER DIGITAL INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,20.51,15.0,bearish_transition,25.0,bearish_proxy,14.02,37.05,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1874,LTRX,LANTRONIX INC,NASDAQ+RUSSELL2000,Information Technology,20.51,15.0,bearish_transition,25.0,bearish_proxy,13.99,37.05,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1875,DDD,3D SYSTEMS CORP,RUSSELL2000,Industrials,20.49,15.0,bearish_transition,25.0,bearish_proxy,13.96,37.04,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1876,SLDP,SOLID POWER INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,20.44,15.0,bearish_transition,25.0,bearish_proxy,13.79,37.01,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1877,ABAT,AMERICAN BATTERY TECHNOLOGY COMPAN,NASDAQ+RUSSELL2000,Materials,20.43,15.0,bearish_transition,25.0,bearish_proxy,13.78,37.01,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1878,RBBN,RIBBON COMMUNICATIONS INC,NASDAQ+RUSSELL2000,Information Technology,20.2,15.0,bearish_transition,25.0,bearish_proxy,13.07,36.86,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1879,CSIQ,CANADIAN SOLAR INC,NASDAQ+RUSSELL2000,Information Technology,20.07,15.0,bearish_transition,25.0,bearish_proxy,12.68,36.79,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1880,EU,ENCORE ENERGY CORP,NASDAQ+RUSSELL2000,Energy,19.77,15.0,bearish_transition,25.0,bearish_proxy,11.78,36.61,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1881,METC,RAMACO RESOURCES INC CLASS A,NASDAQ+RUSSELL2000,Materials,19.72,15.0,bearish_transition,25.0,bearish_proxy,11.62,36.57,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1882,QBTS,D WAVE QUANTUM INC,RUSSELL2000,Information Technology,19.68,15.0,bearish_transition,25.0,bearish_proxy,11.5,36.55,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1883,BRCC,BRC INC CLASS A,RUSSELL2000,Consumer Staples,19.67,15.0,bearish_transition,25.0,bearish_proxy,11.0,37.45,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1884,UUUU,ENERGY FUELS INC,RUSSELL2000,Energy,19.56,15.0,bearish_transition,25.0,bearish_proxy,11.14,36.48,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1885,CLFD,CLEARFIELD INC,NASDAQ+RUSSELL2000,Information Technology,19.55,15.0,bearish_transition,25.0,bearish_proxy,11.11,36.47,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1886,VOYG,VOYAGER TECHNOLOGIES INC CLASS A,RUSSELL2000,Industrials,19.5,15.0,bearish_transition,25.0,bearish_proxy,10.96,36.44,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1887,NN,NEXTNAV INC,NASDAQ+RUSSELL2000,Information Technology,19.44,15.0,bearish_transition,25.0,bearish_proxy,10.76,36.4,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1888,QUBT,QUANTUM COMPUTING INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,19.42,15.0,bearish_transition,25.0,bearish_proxy,10.71,36.39,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1889,VSH,VISHAY INTERTECHNOLOGY INC,RUSSELL2000,Information Technology,19.21,15.0,bearish_transition,25.0,bearish_proxy,10.07,36.26,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1890,ADTN,ADTRAN HOLDINGS INC,NASDAQ+RUSSELL2000,Information Technology,19.2,15.0,bearish_transition,25.0,bearish_proxy,10.05,36.26,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1891,WTI,W AND T OFFSHORE INC,RUSSELL2000,Energy,19.08,15.0,bearish_transition,25.0,bearish_proxy,9.66,36.18,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1892,TROX,TRONOX HOLDINGS PLC,RUSSELL2000,Materials,19.02,15.0,bearish_transition,25.0,bearish_proxy,9.5,36.15,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1893,SLNH,SOLUNA HOLDINGS INC,NASDAQ+RUSSELL2000,Information Technology,18.99,15.0,bearish_transition,25.0,bearish_proxy,9.4,36.13,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1894,SSTK,SHUTTERSTOCK INC,RUSSELL2000,Communication,18.99,15.0,bearish_transition,25.0,bearish_proxy,9.39,36.13,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1895,FLYX,FLYEXCLUSIVE INC CLASS A,RUSSELL2000,Industrials,18.95,15.0,bearish_transition,25.0,bearish_proxy,9.29,36.11,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1896,CHPT,CHARGEPOINT HOLDINGS INC CLASS A,RUSSELL2000,Industrials,18.82,15.0,bearish_transition,25.0,bearish_proxy,8.88,36.03,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1897,ATOM,ATOMERA INC,NASDAQ+RUSSELL2000,Information Technology,18.64,15.0,bearish_transition,25.0,bearish_proxy,8.35,35.92,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1898,LZM,LIFEZONE METALS LTD,RUSSELL2000,Materials,18.32,15.0,bearish_transition,25.0,bearish_proxy,7.37,35.72,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1899,SMR,NUSCALE POWER CORP CLASS A,RUSSELL2000,Industrials,18.16,15.0,bearish_transition,25.0,bearish_proxy,6.89,35.63,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1900,URG,UR ENERGY INC,RUSSELL2000,Energy,18.13,15.0,bearish_transition,25.0,bearish_proxy,6.81,35.61,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1901,GSIT,GSI TECHNOLOGY INC,NASDAQ+RUSSELL2000,Information Technology,18.06,15.0,bearish_transition,25.0,bearish_proxy,6.59,35.57,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1902,HUN,HUNTSMAN CORP,RUSSELL2000,Materials,17.94,15.0,bearish_transition,25.0,bearish_proxy,6.21,35.49,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1903,VELO,VELO3D INC,NASDAQ+RUSSELL2000,Industrials,17.88,15.0,bearish_transition,25.0,bearish_proxy,6.05,35.46,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1904,BTDR,BITDEER TECHNOLOGIES GROUP CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,17.7,15.0,bearish_transition,25.0,bearish_proxy,5.48,35.35,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1905,KOS,KOSMOS ENERGY LTD,RUSSELL2000,Energy,17.67,15.0,bearish_transition,25.0,bearish_proxy,5.39,35.33,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1906,YSS,YORK SPACE SYSTEMS INC,RUSSELL2000,Industrials,17.65,15.0,bearish_transition,25.0,bearish_proxy,5.35,35.32,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1907,RUM,RUM GROUP INC CLASS A,NASDAQ+RUSSELL2000,Communication,17.64,15.0,bearish_transition,25.0,bearish_proxy,5.32,35.31,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1908,ISPR,ISPIRE TECHNOLOGY INC,NASDAQ+RUSSELL2000,Consumer Staples,17.6,15.0,bearish_transition,25.0,bearish_proxy,4.74,36.2,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
