rank,ticker,name,sector,aster_call_score,call_bias,latest_price,rsi14,volume_ratio,return_3_blocks,return_1w,return_1m,call_timing_score,call_daily_score,call_momentum_score,call_pullback_score,call_volume_score,call_practicality_score,ema_state,macd_state,call_note,confirmation_layer,confirmation_hit,confirmation_score,model_data_date
11,CHRW,C.H. Robinson,Industrials,88.92,Deep v3 Daily CNN 确认层 强确认,150.449997,54.4,1.67,-0.00706182,0.01731015,0.01436077,87.7,56.66,72.6,80.0,100.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态位于当日全市场前20%；横截面百分位 88.9,Deep v3 Daily CNN 确认层,yes,88.92,2026-09-09
12,ONT,ONTERRIS,Industrials,87.69,Deep v3 Daily CNN 确认层 强确认,17.85,58.03,1.06,0.00450197,0.07854991,0.14717224,87.7,48.87,100.0,80.0,100.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态位于当日全市场前20%；横截面百分位 87.7,Deep v3 Daily CNN 确认层,yes,87.69,2026-09-09
13,LBRT,LIBERTY ENERGY CLASS A,Energy,86.72,Deep v3 Daily CNN 确认层 强确认,22.07,72.88,1.2,0.02627301,0.09800995,0.04473373,79.7,71.63,90.2,62.89,100.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态位于当日全市场前20%；横截面百分位 86.7,Deep v3 Daily CNN 确认层,yes,86.72,2026-09-09
14,VIAV,Viavi Solutions Inc. - Common Stock,,84.26,Deep v3 Daily CNN 确认层 强确认,39.18,59.94,1.18,0.01450029,0.12521539,0.05350904,90.4,48.08,90.2,80.0,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态位于当日全市场前20%；横截面百分位 84.3,Deep v3 Daily CNN 确认层,yes,84.26,2026-09-09
15,DVA,DaVita,Health Care,79.6,Deep v3 Daily CNN 确认层 一般确认,183.020004,53.09,1.23,0.00430764,0.03911883,-0.00370165,87.7,47.87,81.1,80.0,100.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 79.6,Deep v3 Daily CNN 确认层,no,79.6,2026-09-09
16,TER,Teradyne,Information Technology,79.33,Deep v3 Daily CNN 确认层 一般确认,383.690002,61.07,0.82,0.02421122,0.14350001,0.05088882,90.4,73.01,90.2,80.0,68.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 79.3,Deep v3 Daily CNN 确认层,no,79.33,2026-09-09
17,TSLA,"Tesla, Inc.",Consumer Discretionary,70.01,Deep v3 Daily CNN 确认层 一般确认,367.809998,56.25,0.37,0.00078910,0.03282602,0.11170218,82.9,76.63,100.0,81.0,30.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 70.0,Deep v3 Daily CNN 确认层,no,70.01,2026-09-09
18,KGS,KODIAK GAS SERVICES INC,Energy,66.14,Deep v3 Daily CNN 确认层 一般确认,64.040001,63.21,0.83,0.00344721,0.07530856,0.04147014,87.7,73.05,100.0,80.89,68.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 66.1,Deep v3 Daily CNN 确认层,no,66.14,2026-09-09
19,PNTG,PENNANT GROUP,Health Care,57.52,Deep v3 Daily CNN 确认层 一般确认,39.599998,62.26,1.44,0.01747174,0.04872882,-0.00176456,90.4,42.98,81.1,80.89,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 57.5,Deep v3 Daily CNN 确认层,no,57.52,2026-09-09
20,TPL,Texas Pacific Land Corporation,Energy,53.74,Deep v3 Daily CNN 确认层 未确认,374.190002,53.24,1.05,-0.00789038,0.01206283,0.06707157,90.4,48.19,72.6,80.0,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 53.7,Deep v3 Daily CNN 确认层,no,53.74,2026-09-09
21,AGIO,AGIOS PHARMACEUTICALS,Health Care,52.07,Deep v3 Daily CNN 确认层 未确认,34.630001,57.37,1.83,0.02546642,0.01139016,0.06227003,98.2,48.47,88.8,80.0,100.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 52.1,Deep v3 Daily CNN 确认层,no,52.07,2026-09-09
22,ANDE,ANDERSONS INC,Consumer Staples,50.4,Deep v3 Daily CNN 确认层 未确认,71.32,63.33,1.17,0.00962629,0.06115163,0.08902126,87.7,74.52,100.0,80.89,100.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 50.4,Deep v3 Daily CNN 确认层,no,50.4,2026-09-09
23,HPQ,HP Inc.,Information Technology,44.15,Deep v3 Daily CNN 确认层 未确认,32.41,60.76,1.07,0.04464142,0.03463684,0.08721909,73.0,61.8,91.6,80.4,100.0,100.0,mixed_sideways,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 44.1,Deep v3 Daily CNN 确认层,no,44.15,2026-09-09
24,CXT,CRANE NXT,Information Technology,40.9,Deep v3 Daily CNN 确认层 未确认,50.685001,55.75,1.88,0.02497472,0.03102118,-0.01544287,90.4,46.85,81.1,80.89,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 40.9,Deep v3 Daily CNN 确认层,no,40.9,2026-09-09
25,UVSP,UNIVEST FINANCIAL CORP,Financials,38.52,Deep v3 Daily CNN 确认层 未确认,42.23,53.78,1.34,0.00643472,0.02699419,0.00047385,87.7,40.85,88.8,80.0,100.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 38.5,Deep v3 Daily CNN 确认层,no,38.52,2026-09-09
26,MGY,MAGNOLIA OIL GAS CORP CLASS A,Energy,37.99,Deep v3 Daily CNN 确认层 未确认,27.790001,62.11,1.13,0.01944244,0.00469996,0.06884619,82.9,61.39,88.8,80.89,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 38.0,Deep v3 Daily CNN 确认层,no,37.99,2026-09-09
27,GEO,GEO GROUP,Industrials,32.01,Deep v3 Daily CNN 确认层 未确认,31.610001,50.53,1.13,-0.00971175,0.03520553,0.03064888,92.8,41.21,83.8,66.8,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 32.0,Deep v3 Daily CNN 确认层,no,32.01,2026-09-09
28,SYM,Symbotic Inc. - Class A Common Stock,,31.75,Deep v3 Daily CNN 确认层 未确认,42.619999,57.11,0.9,-0.02337305,0.11483126,0.06271036,87.7,72.03,74.0,81.0,68.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 31.8,Deep v3 Daily CNN 确认层,no,31.75,2026-09-09
29,VST,Vistra Corp.,Utilities,26.03,Deep v3 Daily CNN 确认层 未确认,151.122406,66.73,0.75,-0.01779277,0.09421769,0.05790969,87.7,72.35,74.0,80.4,68.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 26.0,Deep v3 Daily CNN 确认层,no,26.03,2026-09-09
30,ECHO,EchoStar,Communication Services,22.69,Deep v3 Daily CNN 确认层 未确认,91.32,59.49,1.22,-0.01827561,0.06149019,0.02445592,87.7,71.64,72.6,81.0,100.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 22.7,Deep v3 Daily CNN 确认层,no,22.69,2026-09-09
31,FFIV,"F5, Inc.",Information Technology,18.29,Deep v3 Daily CNN 确认层 未确认,404.630005,57.62,1.97,0.03570700,0.02246428,-0.01280863,92.8,64.5,72.7,80.0,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 18.3,Deep v3 Daily CNN 确认层,no,18.29,2026-09-09
32,TKO,TKO Group Holdings,Communication Services,14.51,Deep v3 Daily CNN 确认层 未确认,191.085007,52.69,1.15,0.00894983,0.04853491,0.00900307,90.4,47.47,88.8,80.4,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 14.5,Deep v3 Daily CNN 确认层,no,14.51,2026-09-09
33,XOM,ExxonMobil,Energy,13.72,Deep v3 Daily CNN 确认层 未确认,164.259995,58.35,0.9,0.03334164,-0.00188377,0.02797423,98.2,53.93,81.1,80.4,68.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 13.7,Deep v3 Daily CNN 确认层,no,13.72,2026-09-09
34,UHS,Universal Health Services,Health Care,10.11,Deep v3 Daily CNN 确认层 未确认,175.850006,59.93,1.7,0.03804496,0.02956676,0.01806293,92.8,54.14,80.4,80.4,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 10.1,Deep v3 Daily CNN 确认层,no,10.11,2026-09-09
35,IBM,IBM,Information Technology,8.18,Deep v3 Daily CNN 确认层 未确认,239.964996,61.75,1.94,0.03401986,0.03602885,0.01621954,98.2,47.54,88.8,80.0,100.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 8.2,Deep v3 Daily CNN 确认层,no,8.18,2026-09-09
36,AVO,MISSION PRODUCE INC,Consumer Staples,6.6,Deep v3 Daily CNN 确认层 未确认,13.42,64.74,2.52,0.04761905,0.04721030,0.01975684,92.8,79.04,80.4,80.89,66.0,72.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 6.6,Deep v3 Daily CNN 确认层,no,6.6,2026-09-09
37,HMH,HMH HOLDING INC CLASS A,Energy,0.0,Deep v3 Daily CNN 确认层 数据不足,20.860001,63.77,1.53,0.05247230,0.08872657,0.01855474,90.4,75.17,70.6,80.89,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
38,MG,MISTRAS GROUP INC,Industrials,0.0,Deep v3 Daily CNN 确认层 数据不足,20.0,67.46,1.65,0.03092784,0.07526882,0.26823082,82.9,69.92,90.2,80.89,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
39,OCUL,OCULAR THERAPEUTIX,Health Care,0.0,Deep v3 Daily CNN 确认层 数据不足,11.47,66.64,1.66,0.02273741,0.08463357,0.24000000,82.9,69.59,90.2,80.89,100.0,72.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
40,ODD,ODDITY TECH CLASS A,Consumer Staples,0.0,Deep v3 Daily CNN 确认层 数据不足,16.48,67.01,4.84,0.23630908,0.16631281,0.30122385,98.2,67.05,58.8,80.0,36.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
41,PPHC,PUBLIC POLICY HOLDING INC,Industrials,0.0,Deep v3 Daily CNN 确认层 数据不足,11.38,54.97,1.14,0.03313663,0.03926941,0.09898600,73.0,66.32,100.0,80.89,100.0,72.0,mixed_sideways,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
42,CF,CF Industries,Materials,0.0,Deep v3 Daily CNN 确认层 数据不足,138.089996,66.15,0.87,0.03179280,0.01836276,0.13673026,82.9,64.83,100.0,80.0,68.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
43,DMC,DEL MONTE,Consumer Staples,0.0,Deep v3 Daily CNN 确认层 数据不足,32.874001,65.93,1.13,0.02443132,0.02124890,0.08530868,82.9,62.04,100.0,80.89,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
44,TXG,10X GENOMICS CLASS A,Health Care,0.0,Deep v3 Daily CNN 确认层 数据不足,67.290001,66.54,1.2,0.02318866,0.12150002,0.14770595,82.9,58.35,90.2,80.0,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
45,IBTA,IBOTTA CLASS A,Communication,0.0,Deep v3 Daily CNN 确认层 数据不足,39.299999,61.96,1.24,0.04410202,0.05277249,0.08653584,82.9,55.32,91.6,80.89,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
46,CMTV,COMMUNITY BANCORP VT,Financials,0.0,Deep v3 Daily CNN 确认层 数据不足,41.169998,53.68,1.84,0.03494216,0.02133458,0.04175096,98.2,55.1,100.0,80.89,100.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
47,MATX,MATSON INC,Industrials,0.0,Deep v3 Daily CNN 确认层 数据不足,226.796005,62.39,1.56,0.00865465,0.03394574,0.08707281,73.0,54.7,100.0,80.89,100.0,100.0,mixed_sideways,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
48,USNA,USANA HEALTH SCIENCES INC,Consumer Staples,0.0,Deep v3 Daily CNN 确认层 数据不足,15.125,57.45,1.19,-0.03075937,0.08112938,0.05327298,87.7,48.83,83.8,80.0,100.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
49,INNV,INNOVAGE HOLDING CORP,Health Care,0.0,Deep v3 Daily CNN 确认层 数据不足,11.03,53.4,2.18,0.05197902,0.01940850,0.00822669,92.8,48.36,80.4,80.0,100.0,72.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
50,EVI,EVI INDUSTRIES INC,Industrials,0.0,Deep v3 Daily CNN 确认层 数据不足,15.205,63.34,1.33,0.07077465,0.12629630,0.08066809,90.4,47.17,81.8,80.89,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
