early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
523,GRND,GRINDR INC,RUSSELL2000,Communication,59.63,82.0,early_transition,49.8,bullish_below_zero_proxy,52.86,44.82,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
524,FATE,FATE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,59.58,100.0,fresh_bullish_cross,25.0,bearish_proxy,54.66,46.18,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
525,UCTT,ULTRA CLEAN HOLDINGS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,59.54,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,15.08,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
526,INDV,INDIVIOR PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,59.53,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,52.09,45.67,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
527,QUAD,QUAD GRAPHICS INC CLASS A,RUSSELL2000,Industrials,59.53,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,52.56,44.76,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
528,REPL,REPLIMUNE GROUP INC,NASDAQ+RUSSELL2000,Health Care,59.51,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,100.0,55.25,16.5,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
529,KMT,KENNAMETAL INC,RUSSELL2000,Industrials,59.5,85.0,early_transition,51.15,bullish_below_zero_proxy,48.7,43.99,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
530,DSGR,DISTRIBUTION SOLUTIONS GROUP INC,NASDAQ+RUSSELL2000,Industrials,59.48,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,52.39,44.73,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
531,UFCS,UNITED FIRE GROUP INC,RUSSELL2000,Financials,59.43,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,52.26,44.7,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
532,DBRG,DIGITALBRIDGE GROUP INC CLASS A,RUSSELL2000,Financials,59.41,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,49.47,44.14,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
533,RMBI,RICHMOND MUTUAL BANCORPORATION INC,NASDAQ+RUSSELL2000,Financials,59.39,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,49.39,44.13,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
534,TDUP,THREDUP INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,59.36,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,95.19,53.29,13.68,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
535,SIEB,SIEBERT FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,59.34,82.0,early_transition,61.8,bullish_above_signal_proxy,42.88,42.83,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
536,ALGT,ALLEGIANT TRAVEL,NASDAQ+RUSSELL2000,Industrials,59.33,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,89.3,52.11,11.77,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
537,BRT,BRT APARTMENTS CORP,RUSSELL2000,Real Estate,59.29,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,51.84,44.62,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
538,HURA,TUHURA BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,59.26,75.0,confirmed_bullish_trend,51.15,bullish_below_zero_proxy,56.63,46.58,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
539,BOH,BANK OF HAWAII CORP,RUSSELL2000,Financials,59.2,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,51.56,44.56,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
540,HPP,HUDSON PACIFIC PROPERTIES REIT INC,RUSSELL2000,Real Estate,59.19,72.0,confirmed_bullish_trend,25.0,bearish_proxy,79.39,50.13,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
541,NPB,NORTHPOINTE BANCSHARES INC,RUSSELL2000,Financials,59.14,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,51.38,44.53,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
542,TARS,TARSUS PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,59.12,85.0,early_transition,51.15,bullish_below_zero_proxy,47.09,44.67,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
543,MGEE,MGE ENERGY INC,NASDAQ+RUSSELL2000,Utilities,59.1,82.0,early_transition,49.8,bullish_below_zero_proxy,50.8,45.41,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
544,PIPR,PIPER SANDLER COMPANIES,RUSSELL2000,Financials,59.09,82.0,early_transition,49.8,bullish_below_zero_proxy,51.23,44.5,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
545,CTRN,CITI TRENDS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,59.07,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,100.0,54.25,16.79,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
546,CCS,CENTURY COMMUNITIES INC,RUSSELL2000,Consumer Discretionary,59.07,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,81.42,50.53,10.33,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
547,ENR,ENERGIZER HOLDINGS INC,RUSSELL2000,Consumer Staples,59.06,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,83.07,51.86,10.13,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
548,EE,EXCELERATE ENERGY INC CLASS A,RUSSELL2000,Energy,59.04,82.0,early_transition,49.8,bullish_below_zero_proxy,51.05,44.46,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
549,BEAM,BEAM THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,59.03,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,80.57,51.36,10.57,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
550,RMAX,RE MAX HOLDINGS INC CLASS A,RUSSELL2000,Real Estate,58.93,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,46.97,43.64,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
551,TRIP,TRIPADVISOR INC,NASDAQ+RUSSELL2000,Communication,58.92,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,84.35,51.12,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
552,MPTI,M TRON INDUSTRIES INC,RUSSELL2000,Information Technology,58.92,75.0,confirmed_bullish_trend,26.35,bearish_proxy,74.83,49.22,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
553,CUBI,CUSTOMERS BANCORP INC,RUSSELL2000,Financials,58.9,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,50.65,44.38,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
554,SEZL,SEZZLE INC,NASDAQ+NASDAQ500+RUSSELL2000,Financials,58.86,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,15.76,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
555,BFC,BANK FIRST CORP,NASDAQ+RUSSELL2000,Financials,58.84,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,50.47,44.34,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
556,COHU,COHU INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,58.83,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,15.79,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
557,VAC,MARRIOTT VACATIONS WORLDWIDE CORP,RUSSELL2000,Consumer Discretionary,58.77,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,84.45,51.14,10.72,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
558,HAPN,HAPPEN CORP,NASDAQ+RUSSELL2000,Financials,58.69,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,50.0,44.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
559,NMIH,NMI HOLDINGS INC,NASDAQ+RUSSELL2000,Financials,58.63,82.0,early_transition,49.8,bullish_below_zero_proxy,49.83,44.22,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
560,LIND,LINDBLAD EXPEDITIONS HOLDINGS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,58.6,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,90.19,52.29,12.78,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
561,LWAY,LIFEWAY FOODS INC,NASDAQ+RUSSELL2000,Consumer Staples,58.59,75.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,55.63,46.38,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
562,ATRC,ATRICURE INC,NASDAQ+RUSSELL2000,Health Care,58.58,82.0,early_transition,49.8,bullish_below_zero_proxy,49.22,45.09,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
563,MBX,MBX BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,58.56,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,92.62,53.77,13.78,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
564,UTL,UNITIL CORP,RUSSELL2000,Utilities,58.52,82.0,early_transition,49.8,bullish_below_zero_proxy,49.05,45.06,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
565,ASIC,ATEGRITY SPECIALTY INSURANCE COMPA,RUSSELL2000,Financials,58.51,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,49.47,44.14,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
566,OSG,OCTAVE SPECIALTY GROUP INC,RUSSELL2000,Financials,58.4,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,46.41,43.53,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
567,LNSR,LENSAR INC,NASDAQ+RUSSELL2000,Health Care,58.32,85.0,early_transition,51.15,bullish_below_zero_proxy,44.69,44.19,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
568,BHVN,BIOHAVEN LTD,RUSSELL2000,Health Care,58.32,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,100.0,55.25,17.7,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
569,HWKN,HAWKINS INC,NASDAQ+RUSSELL2000,Materials,58.31,75.0,confirmed_bullish_trend,49.8,bullish_below_zero_proxy,55.22,45.29,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
570,NVRI,ENVIRI CORP,RUSSELL2000,Industrials,58.3,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,48.83,44.02,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
571,ROG,ROGERS CORP,RUSSELL2000,Information Technology,58.3,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,86.29,51.51,12.7,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
572,AKTS,AKTIS ONCOLOGY INC,NASDAQ+RUSSELL2000,Health Care,58.27,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,85.18,52.29,11.61,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
573,AIRJ,AIRJOULE TECHNOLOGIES CORP CLASS A,NASDAQ+RUSSELL2000,Industrials,58.26,75.0,confirmed_bullish_trend,26.35,bearish_proxy,72.82,48.81,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
574,WYFI,WHITEFIBER INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,58.26,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,17.26,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
575,ZVIA,ZEVIA CLASS A,RUSSELL2000,Consumer Staples,58.25,100.0,fresh_bullish_cross,25.0,bearish_proxy,50.65,45.38,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
576,RZLV,REZOLVE AI PLC,NASDAQ+RUSSELL2000,Information Technology,58.22,82.0,early_transition,49.8,bullish_below_zero_proxy,48.59,43.97,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
577,DYN,DYNE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,58.14,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,77.71,50.79,10.52,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
578,CTS,CTS CORP,RUSSELL2000,Information Technology,58.13,75.0,confirmed_bullish_trend,26.35,bearish_proxy,72.45,48.74,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
579,ODC,OIL DRI CORPORATION OF AMERICA,RUSSELL2000,Consumer Staples,58.13,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,84.13,52.08,11.41,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
580,CEVA,CEVA INC,NASDAQ+RUSSELL2000,Information Technology,58.1,72.0,confirmed_bullish_trend,25.0,bearish_proxy,76.11,49.47,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
581,ASPN,ASPEN AEROGELS INC,RUSSELL2000,Materials,58.09,75.0,confirmed_bullish_trend,26.35,bearish_proxy,72.32,48.71,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
582,SMTC,SEMTECH CORP,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,58.08,72.0,confirmed_bullish_trend,25.0,bearish_proxy,76.02,49.45,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
583,FLR,FLUOR CORP,RUSSELL2000,Industrials,58.07,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,82.26,50.7,10.7,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
584,XNCR,XENCOR INC,NASDAQ+RUSSELL2000,Health Care,58.04,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,81.84,51.62,11.98,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
585,ATLC,ATLANTICUS HOLDINGS CORP,NASDAQ+RUSSELL2000,Financials,57.94,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,82.83,50.82,11.01,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
586,OPK,OPKO HEALTH INC,NASDAQ+RUSSELL2000,Health Care,57.9,75.0,confirmed_bullish_trend,26.35,bearish_proxy,71.3,49.51,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
587,ARQT,ARCUTIS BIOTHERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,57.89,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,89.81,53.21,13.52,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
588,INNV,INNOVAGE HOLDING CORP,NASDAQ+RUSSELL2000,Health Care,57.84,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,82.04,51.66,11.01,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
589,MRVI,MARAVAI LIFESCIENCES HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,57.84,72.0,confirmed_bullish_trend,25.0,bearish_proxy,74.86,50.22,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
590,CNK,CINEMARK HOLDINGS INC,RUSSELL2000,Communication,57.81,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,82.69,50.79,11.1,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
591,PACK,RANPAK HOLDINGS CORP CLASS A,RUSSELL2000,Materials,57.81,72.0,confirmed_bullish_trend,25.0,bearish_proxy,75.21,49.29,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
592,HLIT,HARMONIC INC,NASDAQ+RUSSELL2000,Information Technology,57.8,72.0,confirmed_bullish_trend,25.0,bearish_proxy,75.2,49.29,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
593,NPKI,NPK INTERNATIONAL INC,RUSSELL2000,Industrials,57.8,75.0,confirmed_bullish_trend,51.15,bullish_below_zero_proxy,52.64,44.78,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
594,CVLT,COMMVAULT SYSTEMS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,57.76,75.0,confirmed_bullish_trend,20.0,fresh_bearish_cross_proxy,76.14,49.48,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
595,APOG,APOGEE ENTERPRISES INC,NASDAQ+RUSSELL2000,Industrials,57.75,75.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,78.41,49.93,10.64,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
596,BOW,BOWHEAD SPECIALTY HOLDINGS INC,RUSSELL2000,Financials,57.72,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,43.33,42.92,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
597,FLYW,FLYWIRE CORP,NASDAQ+RUSSELL2000,Financials,57.7,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,47.0,43.65,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
598,ALHC,ALIGNMENT HEALTHCARE INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,57.64,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,83.7,51.99,11.76,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
599,TGTX,TG THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,57.63,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,100.0,55.25,18.39,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 4.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
600,TNGX,TANGO THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,57.59,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,79.86,51.22,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
601,HG,HAMILTON INSURANCE GROUP LTD CLASS,RUSSELL2000,Financials,57.57,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,46.61,43.57,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
602,ESOA,ENERGY SERVICES OF AMERICA CORP,NASDAQ+RUSSELL2000,Energy,57.5,75.0,confirmed_bullish_trend,51.15,bullish_below_zero_proxy,51.74,44.6,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
603,RLAY,RELAY THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,57.48,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,82.14,51.68,12.64,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
604,BIOA,BIOAGE LABS INC,NASDAQ+RUSSELL2000,Health Care,57.39,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,85.11,52.27,12.47,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.6 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
605,CBT,CABOT CORP,RUSSELL2000,Materials,57.35,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,75.2,49.29,10.33,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
