early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
948,XOMA,XOMA ROYALTY CORP,NASDAQ+RUSSELL2000,Health Care,48.28,72.0,confirmed_bullish_trend,25.0,bearish_proxy,45.89,44.43,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
949,ANIP,ANI PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,48.24,38.0,mixed_sideways,63.15,bullish_above_signal_proxy,47.76,44.8,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
950,DNTH,DIANTHUS THERAPEUTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,48.23,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,43.93,44.04,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
951,RLJ,RLJ LODGING TRUST REIT,RUSSELL2000,Real Estate,48.18,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,71.11,48.47,16.91,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.7 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
952,AURA,AURA BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,48.15,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,43.68,43.99,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
953,ALT,ALTIMMUNE INC,NASDAQ+RUSSELL2000,Health Care,48.13,18.0,bearish_transition,73.15,fresh_below_zero_cross_proxy,58.04,46.86,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
954,NAT,NORDIC AMERICAN TANKERS LTD,RUSSELL2000,Energy,48.12,75.0,confirmed_bullish_trend,47.55,bullish_below_zero_proxy,66.2,47.49,13.25,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,EMA extension 2.8 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
955,QDEL,QUIDELORTHO CORP,NASDAQ+RUSSELL2000,Health Care,47.92,82.0,early_transition,25.0,bearish_proxy,35.72,42.39,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
956,CAPR,CAPRICOR THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,47.77,38.0,mixed_sideways,51.15,bullish_below_zero_proxy,55.45,46.34,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
957,IMVT,IMMUNOVANT INC,NASDAQ+RUSSELL2000,Health Care,47.7,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,59.63,47.18,14.98,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
958,MIR,MIRION TECHNOLOGIES INC CLASS A,RUSSELL2000,Information Technology,47.6,38.0,mixed_sideways,49.8,bullish_below_zero_proxy,56.4,45.53,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
959,ARDX,ARDELYX INC,NASDAQ+RUSSELL2000,Health Care,47.53,38.0,mixed_sideways,51.15,bullish_below_zero_proxy,54.71,46.19,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
960,HAE,HAEMONETICS CORP,RUSSELL2000,Health Care,47.41,35.0,mixed_sideways,25.0,bearish_proxy,76.9,50.63,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
961,WTTR,SELECT WATER SOLUTIONS INC CLASS A,RUSSELL2000,Energy,47.33,75.0,confirmed_bullish_trend,25.0,bearish_proxy,40.75,42.4,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
962,APLE,APPLE HOSPITALITY REIT INC,RUSSELL2000,Real Estate,47.29,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,66.11,47.47,16.15,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
963,DHT,DHT HOLDINGS INC,RUSSELL2000,Energy,47.25,75.0,confirmed_bullish_trend,47.55,bullish_below_zero_proxy,64.46,47.14,13.55,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,EMA extension 2.9 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
964,CGON,CG ONCOLOGY INC,NASDAQ+RUSSELL2000,Health Care,47.23,38.0,mixed_sideways,51.15,bullish_below_zero_proxy,53.82,46.01,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
965,RGR,STURM RUGER INC,RUSSELL2000,Consumer Discretionary,47.17,38.0,mixed_sideways,51.15,bullish_below_zero_proxy,54.06,45.06,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
966,FA,FIRST ADVANTAGE CORP,NASDAQ+RUSSELL2000,Industrials,47.06,35.0,mixed_sideways,25.0,bearish_proxy,76.27,49.5,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
967,SRRK,SCHOLAR ROCK HOLDING CORP,NASDAQ+RUSSELL2000,Health Care,46.83,38.0,mixed_sideways,51.15,bullish_below_zero_proxy,52.6,45.77,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
968,ARCB,ARCBEST CORP,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,46.82,35.0,mixed_sideways,25.0,bearish_proxy,75.57,49.36,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
969,GATX,GATX CORP,RUSSELL2000,Industrials,46.78,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,56.65,45.58,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
970,CCSI,CONSENSUS CLOUD SOLUTIONS INC,NASDAQ+RUSSELL2000,Information Technology,46.73,38.0,mixed_sideways,26.35,bearish_proxy,71.53,48.56,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
971,APEI,AMERICAN PUBLIC EDUCATION INC,NASDAQ+RUSSELL2000,Consumer Discretionary,46.69,38.0,mixed_sideways,51.15,bullish_below_zero_proxy,52.63,44.78,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
972,PRA,PROASSURANCE CORP,RUSSELL2000,Financials,46.69,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,47.29,43.71,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
973,PLGO,PELAGOS INSURANCE CAPITAL LTD,RUSSELL2000,Financials,46.64,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,47.14,43.68,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
974,USLM,UNITED STATES LIME AND MINERALS IN,RUSSELL2000,Materials,46.64,15.0,bearish_transition,49.8,bullish_below_zero_proxy,74.4,49.13,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
975,CNO,CNO FINANCIAL GROUP INC,RUSSELL2000,Financials,46.62,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,61.79,46.61,15.39,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 3.3 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
976,COOK,TRAEGER INC,RUSSELL2000,Consumer Discretionary,46.59,38.0,mixed_sideways,25.0,bearish_proxy,72.12,48.67,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
977,BTDR,BITDEER TECHNOLOGIES GROUP CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,46.57,38.0,mixed_sideways,26.35,bearish_proxy,71.06,48.46,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
978,XENE,XENON PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,46.57,38.0,mixed_sideways,51.15,bullish_below_zero_proxy,51.81,45.61,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
979,NKTX,NKARTA INC,NASDAQ+RUSSELL2000,Health Care,46.55,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,38.81,43.01,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
980,KIDS,ORTHOPEDIATRICS CORP,NASDAQ+RUSSELL2000,Health Care,46.32,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,45.7,44.39,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
981,SLS,SELLAS LIFE SCIENCES GROUP INC,NASDAQ+RUSSELL2000,Health Care,46.29,75.0,confirmed_bullish_trend,26.35,bearish_proxy,36.12,42.47,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
982,KRO,KRONOS WORLDWIDE INC,RUSSELL2000,Materials,46.24,38.0,mixed_sideways,51.15,bullish_below_zero_proxy,51.24,44.5,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
983,STXS,STEREOTAXIS INC,RUSSELL2000,Health Care,46.22,18.0,bearish_transition,73.15,fresh_below_zero_cross_proxy,52.27,45.7,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
984,MRDN,MERIDIAN HOLDINGS INC,NASDAQ+RUSSELL2000,Communication,46.21,38.0,mixed_sideways,21.35,fresh_bearish_cross_proxy,73.75,49.0,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
985,BBIO,BRIDGEBIO PHARMA INC,NASDAQ+NASDAQ200+NASDAQ500+RUSSELL2000,Health Care,46.18,38.0,mixed_sideways,49.8,bullish_below_zero_proxy,51.64,45.58,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
986,PLSE,PULSE BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,46.15,72.0,confirmed_bullish_trend,25.0,bearish_proxy,39.42,43.13,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
987,SWX,SOUTHWEST GAS HOLDINGS INC,RUSSELL2000,Utilities,46.15,38.0,mixed_sideways,51.15,bullish_below_zero_proxy,50.52,45.35,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
988,FCAP,FIRST CAPITAL INC,NASDAQ+RUSSELL2000,Financials,46.09,38.0,mixed_sideways,26.35,bearish_proxy,69.58,48.17,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
989,ALLO,ALLOGENE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,46.02,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,53.87,46.02,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
990,SNDA,SONIDA SENIOR LIVING INC,RUSSELL2000,Health Care,45.91,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,53.56,45.96,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
991,OPRT,OPORTUN FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,45.88,38.0,mixed_sideways,51.15,bullish_below_zero_proxy,50.18,44.29,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
992,CTEV,CLARITEV CORP CLASS A,RUSSELL2000,Health Care,45.82,38.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,73.13,49.88,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
993,LMB,LIMBACH HOLDINGS INC,NASDAQ+RUSSELL2000,Industrials,45.72,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,53.42,44.93,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
994,SANA,SANA BIOTECHNOLOGY INC,NASDAQ+RUSSELL2000,Health Care,45.6,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,52.62,45.77,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
995,SLG,SL GREEN REALTY REIT CORP,RUSSELL2000,Real Estate,45.6,38.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,72.91,48.83,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
996,NSIT,INSIGHT ENTERPRISES INC,NASDAQ+RUSSELL2000,Information Technology,45.51,38.0,mixed_sideways,26.35,bearish_proxy,67.85,47.82,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
997,JBIO,JADE BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,45.34,38.0,mixed_sideways,73.15,fresh_below_zero_cross_proxy,31.4,41.53,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
998,CVLG,COVENANT LOGISTICS GROUP INC CLASS,RUSSELL2000,Industrials,45.32,35.0,mixed_sideways,25.0,bearish_proxy,71.02,48.45,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
999,CNXN,PC CONNECTION INC,NASDAQ+RUSSELL2000,Information Technology,45.24,38.0,mixed_sideways,25.0,bearish_proxy,68.02,47.85,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1000,BNED,BARNES AND NOBLE EDUCATION INC,RUSSELL2000,Consumer Discretionary,45.2,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,74.42,49.13,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1001,THRM,GENTHERM INC,NASDAQ+RUSSELL2000,Consumer Discretionary,45.1,35.0,mixed_sideways,25.0,bearish_proxy,70.33,48.32,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1002,IRWD,IRONWOOD PHARMA INC CLASS A,NASDAQ+RUSSELL2000,Health Care,45.08,38.0,mixed_sideways,49.8,bullish_below_zero_proxy,48.31,44.91,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1003,TBI,TRUEBLUE INC,RUSSELL2000,Industrials,45.02,35.0,mixed_sideways,25.0,bearish_proxy,70.09,48.27,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1004,WKC,WORLD KINECT CORP,RUSSELL2000,Energy,45.02,75.0,confirmed_bullish_trend,24.1,bearish_proxy,66.97,47.64,10.74,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1005,LUCD,LUCID DIAGNOSTICS INC,NASDAQ+RUSSELL2000,Health Care,44.85,18.0,bearish_transition,51.15,bullish_below_zero_proxy,64.79,48.21,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1006,JANX,JANUX THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,44.81,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,50.23,45.3,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1007,MDGL,MADRIGAL PHARMACEUTICALS INC,NASDAQ+NASDAQ200+NASDAQ500+RUSSELL2000,Health Care,44.81,35.0,mixed_sideways,49.8,bullish_below_zero_proxy,50.23,45.3,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1008,NVTS,NAVITAS SEMICONDUCTOR CORP,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,44.79,72.0,confirmed_bullish_trend,25.0,bearish_proxy,35.76,41.4,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1009,CLW,CLEARWATER PAPER CORP,RUSSELL2000,Materials,44.69,38.0,mixed_sideways,21.35,fresh_bearish_cross_proxy,69.14,48.08,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
