universe,date,ticker,name,sector,predicted_rank,score,price,next_date,next_return
RUSSELL2000,2026-06-20,HLIO,HELIOS TECHNOLOGIES INC,Industrials,650,53.24,91.385,2026-06-22,0.011216282759752616
RUSSELL2000,2026-06-22,HLIO,HELIOS TECHNOLOGIES INC,Industrials,888,50.53,92.41,,
RUSSELL2000,2026-06-20,UNFI,UNITED NATURAL FOODS INC,Consumer Staples,519,58.38,51.95,2026-06-22,-0.017901828681424425
RUSSELL2000,2026-06-22,UNFI,UNITED NATURAL FOODS INC,Consumer Staples,889,50.52,51.02,,
RUSSELL2000,2026-06-20,CARE,CARTER BANKSHARES INC,Financials,847,48.51,31.385,2026-06-22,0.0043014178747808884
RUSSELL2000,2026-06-22,CARE,CARTER BANKSHARES INC,Financials,890,50.51,31.52,,
RUSSELL2000,2026-06-20,AGL,AGILON HEALTH,Health Care,1334,38.62,113.92,2026-06-22,-0.007110252808988804
RUSSELL2000,2026-06-22,AGL,AGILON HEALTH,Health Care,891,50.51,113.11,,
RUSSELL2000,2026-06-20,CLAR,CLARUS CORP,Consumer Discretionary,106,64.72,3.06,2026-06-22,-0.013071895424836666
RUSSELL2000,2026-06-22,CLAR,CLARUS CORP,Consumer Discretionary,892,50.46,3.02,,
RUSSELL2000,2026-06-20,SYBT,STOCK YARDS BANCORP INC,Financials,797,49.49,73.8225,2026-06-22,-0.0064004876562024915
RUSSELL2000,2026-06-22,SYBT,STOCK YARDS BANCORP INC,Financials,893,50.45,73.35,,
RUSSELL2000,2026-06-20,ELMD,ELECTROMED INC,Health Care,733,50.88,38.31,2026-06-22,0.002349256068911343
RUSSELL2000,2026-06-22,ELMD,ELECTROMED INC,Health Care,894,50.35,38.4,,
RUSSELL2000,2026-06-20,FENC,FENNEC PHARMACEUTICALS INC,Health Care,879,47.87,9.33,2026-06-22,0.02143622722400851
RUSSELL2000,2026-06-22,FENC,FENNEC PHARMACEUTICALS INC,Health Care,895,50.3,9.53,,
RUSSELL2000,2026-06-20,BNL,BROADSTONE NET LEASE INC,Real Estate,1283,39.29,20.845,2026-06-22,-0.004557447829215633
RUSSELL2000,2026-06-22,BNL,BROADSTONE NET LEASE INC,Real Estate,896,50.3,20.75,,
RUSSELL2000,2026-06-20,PKBK,PARKE BANCORP INC,Financials,770,50.45,31.665,2026-06-22,0.00710563713879675
RUSSELL2000,2026-06-22,PKBK,PARKE BANCORP INC,Financials,897,50.28,31.89,,
RUSSELL2000,2026-06-20,KGS,KODIAK GAS SERVICES INC,Energy,1294,39.29,70.14,2026-06-22,0.008269175933846462
RUSSELL2000,2026-06-22,KGS,KODIAK GAS SERVICES INC,Energy,898,50.28,70.72,,
RUSSELL2000,2026-06-20,CBFV,CB FINANCIAL SERVICES INC,Financials,223,62.65,36.15,2026-06-22,-0.022130013831258566
RUSSELL2000,2026-06-22,CBFV,CB FINANCIAL SERVICES INC,Financials,899,50.27,35.35,,
RUSSELL2000,2026-06-20,BBNX,BETA BIONICS INC,Health Care,165,63.63,13.74,2026-06-22,-0.0029112081513829047
RUSSELL2000,2026-06-22,BBNX,BETA BIONICS INC,Health Care,900,50.24,13.7,,
RUSSELL2000,2026-06-20,SYNA,SYNAPTICS INC,Information Technology,685,52.2,143.88,2026-06-22,-0.0006255212677230837
RUSSELL2000,2026-06-22,SYNA,SYNAPTICS INC,Information Technology,901,50.24,143.79,,
RUSSELL2000,2026-06-20,LTH,LIFE TIME GROUP HOLDINGS INC,Consumer Discretionary,962,45.34,37.44,2026-06-22,-0.0029380341880341776
RUSSELL2000,2026-06-22,LTH,LIFE TIME GROUP HOLDINGS INC,Consumer Discretionary,902,50.24,37.33,,
RUSSELL2000,2026-06-20,DFH,DREAM FINDERS HOMES INC CLASS A,Consumer Discretionary,29,69.34,14.63,2026-06-22,-0.012987012987013102
RUSSELL2000,2026-06-22,DFH,DREAM FINDERS HOMES INC CLASS A,Consumer Discretionary,903,50.21,14.44,,
RUSSELL2000,2026-06-20,PRSU,PURSUIT ATTRACTIONS AND HOSPITALIT,Consumer Discretionary,1050,41.69,50.79,2026-06-22,0.002362669816893037
RUSSELL2000,2026-06-22,PRSU,PURSUIT ATTRACTIONS AND HOSPITALIT,Consumer Discretionary,904,50.19,50.91,,
RUSSELL2000,2026-06-20,WTS,WATTS WATER TECHNOLOGIES INC CLASS,Industrials,968,45.15,348.52,2026-06-22,0.0042465281762884555
RUSSELL2000,2026-06-22,WTS,WATTS WATER TECHNOLOGIES INC CLASS,Industrials,905,50.05,350.0,,
RUSSELL2000,2026-06-20,ESE,ESCO TECHNOLOGIES INC,Industrials,988,44.65,351.5,2026-06-22,0.004295874822190626
RUSSELL2000,2026-06-22,ESE,ESCO TECHNOLOGIES INC,Industrials,906,50.04,353.01,,
RUSSELL2000,2026-06-20,FBP,FIRST BANCORP,Financials,434,59.59,25.675,2026-06-22,0.0025316455696202667
RUSSELL2000,2026-06-22,FBP,FIRST BANCORP,Financials,907,50.04,25.74,,
RUSSELL2000,2026-06-20,AHRT,AH REALTY INC,Real Estate,1206,39.62,6.75,2026-06-22,0.0
RUSSELL2000,2026-06-22,AHRT,AH REALTY INC,Real Estate,908,50.02,6.75,,
RUSSELL2000,2026-06-20,NPO,ENPRO INC,Industrials,1095,40.68,387.37,2026-06-22,0.0007228231406664065
RUSSELL2000,2026-06-22,NPO,ENPRO INC,Industrials,909,49.96,387.65,,
RUSSELL2000,2026-06-20,BHRB,BURKE HERBERT FINANCIAL SERVICES C,Financials,723,51.23,65.78,2026-06-22,-0.004560656734569735
RUSSELL2000,2026-06-22,BHRB,BURKE HERBERT FINANCIAL SERVICES C,Financials,910,49.95,65.48,,
RUSSELL2000,2026-06-20,USNA,USANA HEALTH SCIENCES INC,Consumer Staples,844,48.64,18.9699,2026-06-22,-0.003684784843357103
RUSSELL2000,2026-06-22,USNA,USANA HEALTH SCIENCES INC,Consumer Staples,911,49.95,18.9,,
RUSSELL2000,2026-06-20,UNTY,UNITY BANCORP INC,Financials,804,49.49,55.46,2026-06-22,-0.00018031013342945101
RUSSELL2000,2026-06-22,UNTY,UNITY BANCORP INC,Financials,912,49.91,55.45,,
RUSSELL2000,2026-06-20,VIR,VIR BIOTECHNOLOGY INC,Health Care,979,44.95,9.615,2026-06-22,-0.004680187207488307
RUSSELL2000,2026-06-22,VIR,VIR BIOTECHNOLOGY INC,Health Care,913,49.9,9.57,,
RUSSELL2000,2026-06-20,UTI,UNIVERSAL TECHNICAL INSTITUTE INC,Consumer Discretionary,533,57.89,40.07,2026-06-22,-0.001247816321437445
RUSSELL2000,2026-06-22,UTI,UNIVERSAL TECHNICAL INSTITUTE INC,Consumer Discretionary,914,49.84,40.02,,
RUSSELL2000,2026-06-20,BLZE,BACKBLAZE INC CLASS A,Information Technology,728,51.0,8.0699,2026-06-22,0.0062082553687157205
RUSSELL2000,2026-06-22,BLZE,BACKBLAZE INC CLASS A,Information Technology,915,49.83,8.12,,
RUSSELL2000,2026-06-20,RHP,RYMAN HOSPITALITY PROPERTIES REIT,Real Estate,960,45.4,125.9,2026-06-22,-0.005877680698967547
RUSSELL2000,2026-06-22,RHP,RYMAN HOSPITALITY PROPERTIES REIT,Real Estate,916,49.79,125.16,,
RUSSELL2000,2026-06-20,BOOM,DMC GLOBAL INC,Energy,820,49.1,6.955,2026-06-22,0.012221423436376666
RUSSELL2000,2026-06-22,BOOM,DMC GLOBAL INC,Energy,917,49.7,7.04,,
RUSSELL2000,2026-06-20,ACIW,ACI WORLDWIDE INC,Information Technology,732,50.9,43.06,2026-06-22,-0.0032512772875058493
RUSSELL2000,2026-06-22,ACIW,ACI WORLDWIDE INC,Information Technology,918,49.63,42.92,,
RUSSELL2000,2026-06-20,PGY,PAGAYA TECHNOLOGIES LTD CLASS A,Information Technology,238,62.55,15.12,2026-06-22,-0.001984126984126977
RUSSELL2000,2026-06-22,PGY,PAGAYA TECHNOLOGIES LTD CLASS A,Information Technology,919,49.53,15.09,,
RUSSELL2000,2026-06-20,CON,CONCENTRA GROUP HOLDINGS PARENT IN,Health Care,984,44.75,28.59,2026-06-22,-0.0034977264777894534
RUSSELL2000,2026-06-22,CON,CONCENTRA GROUP HOLDINGS PARENT IN,Health Care,920,49.53,28.49,,
RUSSELL2000,2026-06-20,EXTR,EXTREME NETWORKS INC,Information Technology,915,46.47,32.055,2026-06-22,-0.006395258150054595
RUSSELL2000,2026-06-22,EXTR,EXTREME NETWORKS INC,Information Technology,921,49.47,31.85,,
RUSSELL2000,2026-06-20,SHLS,SHOALS TECHNOLOGIES GROUP INC CLAS,Industrials,992,44.4,11.035,2026-06-22,-0.008608971454463155
RUSSELL2000,2026-06-22,SHLS,SHOALS TECHNOLOGIES GROUP INC CLAS,Industrials,922,49.44,10.94,,
RUSSELL2000,2026-06-20,LE,LAND END INC,Consumer Discretionary,254,62.14,11.38,2026-06-22,-0.01493848857644986
RUSSELL2000,2026-06-22,LE,LAND END INC,Consumer Discretionary,923,49.37,11.21,,
RUSSELL2000,2026-06-20,MPB,MID PENN BANCORP INC,Financials,310,60.98,33.5,2026-06-22,-0.0026865671641792543
RUSSELL2000,2026-06-22,MPB,MID PENN BANCORP INC,Financials,924,49.35,33.41,,
RUSSELL2000,2026-06-20,CFFI,C AND F FINANCIAL CORP,Financials,275,61.8,78.17,2026-06-22,-0.031214020724062874
RUSSELL2000,2026-06-22,CFFI,C AND F FINANCIAL CORP,Financials,925,49.32,75.73,,
RUSSELL2000,2026-06-20,DHC,DIVERSIFIED HEALTHCARE TRUST,Real Estate,734,50.85,8.89,2026-06-22,0.0056242969628794715
RUSSELL2000,2026-06-22,DHC,DIVERSIFIED HEALTHCARE TRUST,Real Estate,926,49.3,8.94,,
RUSSELL2000,2026-06-20,STRZ,STARZ ENTERTAINMENT CORP,Communication,681,52.28,27.42,2026-06-22,-0.00328227571115991
RUSSELL2000,2026-06-22,STRZ,STARZ ENTERTAINMENT CORP,Communication,927,49.3,27.33,,
RUSSELL2000,2026-06-20,PCVX,VAXCYTE INC,Health Care,1058,41.42,51.685,2026-06-22,0.008222888652413607
RUSSELL2000,2026-06-22,PCVX,VAXCYTE INC,Health Care,928,49.24,52.11,,
RUSSELL2000,2026-06-20,DCTH,DELCATH SYS INC,Health Care,235,62.57,11.58,2026-06-22,-0.006044905008635637
RUSSELL2000,2026-06-22,DCTH,DELCATH SYS INC,Health Care,929,49.21,11.51,,
RUSSELL2000,2026-06-20,VABK,VIRGINIA NATIONAL BANKSHARES CORP,Financials,530,58.04,44.55,2026-06-22,-0.023344556677890038
RUSSELL2000,2026-06-22,VABK,VIRGINIA NATIONAL BANKSHARES CORP,Financials,930,49.2,43.51,,
RUSSELL2000,2026-06-20,WEST,WESTROCK COFFEE,Consumer Staples,473,59.4,9.02,2026-06-22,0.003325942350332678
RUSSELL2000,2026-06-22,WEST,WESTROCK COFFEE,Consumer Staples,931,49.09,9.05,,
RUSSELL2000,2026-06-20,BTSG,BRIGHTSPRING HEALTH SERVICES INC,Health Care,735,50.76,67.275,2026-06-22,-0.0011148272017837968
RUSSELL2000,2026-06-22,BTSG,BRIGHTSPRING HEALTH SERVICES INC,Health Care,932,49.05,67.2,,
RUSSELL2000,2026-06-20,CLDT,CHATHAM LODGING TRUST REIT,Real Estate,1319,39.03,13.45,2026-06-22,-0.005947955390334547
RUSSELL2000,2026-06-22,CLDT,CHATHAM LODGING TRUST REIT,Real Estate,933,49.04,13.37,,
RUSSELL2000,2026-06-20,DRH,DIAMONDROCK HOSPITALITY,Real Estate,908,46.89,12.345,2026-06-22,-0.007695423248278654
RUSSELL2000,2026-06-22,DRH,DIAMONDROCK HOSPITALITY,Real Estate,934,49.0,12.25,,
RUSSELL2000,2026-06-20,MYO,MYOMO INC,Health Care,883,47.74,1.305,2026-06-22,-0.04214559386973171
RUSSELL2000,2026-06-22,MYO,MYOMO INC,Health Care,935,48.98,1.25,,
RUSSELL2000,2026-06-20,EEX,EMERALD HOLDING INC,Communication,799,49.49,5.02,2026-06-22,0.0019920318725101804
RUSSELL2000,2026-06-22,EEX,EMERALD HOLDING INC,Communication,936,48.92,5.03,,
RUSSELL2000,2026-06-20,TTI,TETRA TECHNOLOGIES INC,Energy,758,50.73,10.105,2026-06-22,0.023255813953488413
RUSSELL2000,2026-06-22,TTI,TETRA TECHNOLOGIES INC,Energy,937,48.92,10.34,,
RUSSELL2000,2026-06-20,XMTR,XOMETRY INC CLASS A,Industrials,893,47.43,91.635,2026-06-22,-0.0008184645604845109
RUSSELL2000,2026-06-22,XMTR,XOMETRY INC CLASS A,Industrials,938,48.8,91.56,,
RUSSELL2000,2026-06-20,IONQ,IONQ INC,Information Technology,1351,38.39,61.29,2026-06-22,-0.048458149779735615
RUSSELL2000,2026-06-22,IONQ,IONQ INC,Information Technology,939,48.76,58.32,,
RUSSELL2000,2026-06-20,AUPH,AURINIA PHARMACEUTICALS INC,Health Care,311,60.97,17.515,2026-06-22,0.0008564087924636254
RUSSELL2000,2026-06-22,AUPH,AURINIA PHARMACEUTICALS INC,Health Care,940,48.74,17.53,,
RUSSELL2000,2026-06-20,URGN,UROGEN PHARMA LTD,Health Care,704,51.61,34.895,2026-06-22,0.002722453073506159
RUSSELL2000,2026-06-22,URGN,UROGEN PHARMA LTD,Health Care,941,48.73,34.99,,
RUSSELL2000,2026-06-20,UPST,UPSTART HOLDINGS INC,Financials,49,67.77,31.5,2026-06-22,-0.005714285714285672
RUSSELL2000,2026-06-22,UPST,UPSTART HOLDINGS INC,Financials,942,48.66,31.32,,
RUSSELL2000,2026-06-20,PRAA,PRA GROUP INC,Financials,1344,38.51,15.675,2026-06-22,0.01180223285486437
RUSSELL2000,2026-06-22,PRAA,PRA GROUP INC,Financials,943,48.58,15.86,,
RUSSELL2000,2026-06-20,TH,TARGET HOSPITALITY CORP,Consumer Discretionary,924,46.17,20.175,2026-06-22,-0.0017348203221809744
RUSSELL2000,2026-06-22,TH,TARGET HOSPITALITY CORP,Consumer Discretionary,944,48.55,20.14,,
RUSSELL2000,2026-06-20,KULR,KULR TECHNOLOGY GROUP INC,Industrials,775,50.39,3.95,2026-06-22,0.010126582278481067
RUSSELL2000,2026-06-22,KULR,KULR TECHNOLOGY GROUP INC,Industrials,945,48.42,3.99,,
RUSSELL2000,2026-06-20,GERN,GERON CORP,Health Care,1189,39.81,1.365,2026-06-22,-0.01831501831501825
RUSSELL2000,2026-06-22,GERN,GERON CORP,Health Care,946,48.37,1.34,,
RUSSELL2000,2026-06-20,KMTS,KESTRA MEDICAL TECHNOLOGIES LTD,Health Care,1750,29.67,20.88,2026-06-22,-0.007183908045976906
RUSSELL2000,2026-06-22,KMTS,KESTRA MEDICAL TECHNOLOGIES LTD,Health Care,947,48.36,20.73,,
RUSSELL2000,2026-06-20,XOMA,XOMA ROYALTY CORP,Health Care,846,48.53,42.06,2026-06-22,-0.0014265335235378318
RUSSELL2000,2026-06-22,XOMA,XOMA ROYALTY CORP,Health Care,948,48.28,42.0,,
RUSSELL2000,2026-06-20,ANIP,ANI PHARMACEUTICALS INC,Health Care,833,48.86,81.65,2026-06-22,-0.013104715248009935
RUSSELL2000,2026-06-22,ANIP,ANI PHARMACEUTICALS INC,Health Care,949,48.24,80.58,,
RUSSELL2000,2026-06-20,DNTH,DIANTHUS THERAPEUTICS INC,Health Care,1696,31.25,86.45,2026-06-22,0.010641989589358136
RUSSELL2000,2026-06-22,DNTH,DIANTHUS THERAPEUTICS INC,Health Care,950,48.23,87.37,,
RUSSELL2000,2026-06-20,RLJ,RLJ LODGING TRUST REIT,Real Estate,1097,40.65,11.45,2026-06-22,-0.007860262008733576
RUSSELL2000,2026-06-22,RLJ,RLJ LODGING TRUST REIT,Real Estate,951,48.18,11.36,,
RUSSELL2000,2026-06-20,AURA,AURA BIOSCIENCES INC,Health Care,1786,27.99,6.73,2026-06-22,0.0326894502228825
RUSSELL2000,2026-06-22,AURA,AURA BIOSCIENCES INC,Health Care,952,48.15,6.95,,
RUSSELL2000,2026-06-20,ALT,ALTIMMUNE INC,Health Care,1792,27.76,2.915,2026-06-22,0.005145797598627766
RUSSELL2000,2026-06-22,ALT,ALTIMMUNE INC,Health Care,953,48.13,2.93,,
RUSSELL2000,2026-06-20,NAT,NORDIC AMERICAN TANKERS LTD,Energy,117,64.42,6.185,2026-06-22,0.004042037186742231
RUSSELL2000,2026-06-22,NAT,NORDIC AMERICAN TANKERS LTD,Energy,954,48.12,6.21,,
RUSSELL2000,2026-06-20,QDEL,QUIDELORTHO CORP,Health Care,544,57.37,12.725,2026-06-22,-0.027897838899803573
RUSSELL2000,2026-06-22,QDEL,QUIDELORTHO CORP,Health Care,955,47.92,12.37,,
RUSSELL2000,2026-06-20,CAPR,CAPRICOR THERAPEUTICS INC,Health Care,1422,36.59,29.8,2026-06-22,-0.01543624161073831
RUSSELL2000,2026-06-22,CAPR,CAPRICOR THERAPEUTICS INC,Health Care,956,47.77,29.34,,
RUSSELL2000,2026-06-20,IMVT,IMMUNOVANT INC,Health Care,547,57.32,38.44,2026-06-22,-0.008844953173777204
RUSSELL2000,2026-06-22,IMVT,IMMUNOVANT INC,Health Care,957,47.7,38.1,,
RUSSELL2000,2026-06-20,MIR,MIRION TECHNOLOGIES INC CLASS A,Information Technology,950,45.49,18.69,2026-06-22,-0.008025682182985716
RUSSELL2000,2026-06-22,MIR,MIRION TECHNOLOGIES INC CLASS A,Information Technology,958,47.6,18.54,,
RUSSELL2000,2026-06-20,ARDX,ARDELYX INC,Health Care,1093,40.68,6.355,2026-06-22,0.002360346184106854
RUSSELL2000,2026-06-22,ARDX,ARDELYX INC,Health Care,959,47.53,6.37,,
RUSSELL2000,2026-06-20,HAE,HAEMONETICS CORP,Health Care,1390,37.29,73.34,2026-06-22,-0.011044450504499648
RUSSELL2000,2026-06-22,HAE,HAEMONETICS CORP,Health Care,960,47.41,72.53,,
RUSSELL2000,2026-06-20,WTTR,SELECT WATER SOLUTIONS INC CLASS A,Energy,1311,39.29,18.23,2026-06-22,0.01371365880416886
RUSSELL2000,2026-06-22,WTTR,SELECT WATER SOLUTIONS INC CLASS A,Energy,961,47.33,18.48,,
RUSSELL2000,2026-06-20,APLE,APPLE HOSPITALITY REIT INC,Real Estate,1034,42.3,16.74,2026-06-22,-0.0077658303464754885
RUSSELL2000,2026-06-22,APLE,APPLE HOSPITALITY REIT INC,Real Estate,962,47.29,16.61,,
RUSSELL2000,2026-06-20,DHT,DHT HOLDINGS INC,Energy,552,56.93,19.515,2026-06-22,0.013066871637201993
RUSSELL2000,2026-06-22,DHT,DHT HOLDINGS INC,Energy,963,47.25,19.77,,
RUSSELL2000,2026-06-20,CGON,CG ONCOLOGY INC,Health Care,1384,37.59,65.305,2026-06-22,0.014470561212770683
RUSSELL2000,2026-06-22,CGON,CG ONCOLOGY INC,Health Care,964,47.23,66.25,,
RUSSELL2000,2026-06-20,RGR,STURM RUGER INC,Consumer Discretionary,730,50.99,40.75,2026-06-22,-0.00638036809815945
RUSSELL2000,2026-06-22,RGR,STURM RUGER INC,Consumer Discretionary,965,47.17,40.49,,
RUSSELL2000,2026-06-20,FA,FIRST ADVANTAGE CORP,Industrials,912,46.62,16.26,2026-06-22,-0.007995079950799622
RUSSELL2000,2026-06-22,FA,FIRST ADVANTAGE CORP,Industrials,966,47.06,16.13,,
RUSSELL2000,2026-06-20,SRRK,SCHOLAR ROCK HOLDING CORP,Health Care,989,44.57,49.58,2026-06-22,-0.00786607503025416
RUSSELL2000,2026-06-22,SRRK,SCHOLAR ROCK HOLDING CORP,Health Care,967,46.83,49.19,,
RUSSELL2000,2026-06-20,ARCB,ARCBEST CORP,Industrials,940,45.62,146.885,2026-06-22,-0.008748340538516475
RUSSELL2000,2026-06-22,ARCB,ARCBEST CORP,Industrials,968,46.82,145.6,,
RUSSELL2000,2026-06-20,GATX,GATX CORP,Industrials,1163,39.83,180.01,2026-06-22,-0.0014443642019886793
RUSSELL2000,2026-06-22,GATX,GATX CORP,Industrials,969,46.78,179.75,,
RUSSELL2000,2026-06-20,CCSI,CONSENSUS CLOUD SOLUTIONS INC,Information Technology,898,47.27,33.03,2026-06-22,0.004238570996064173
RUSSELL2000,2026-06-22,CCSI,CONSENSUS CLOUD SOLUTIONS INC,Information Technology,970,46.73,33.17,,
RUSSELL2000,2026-06-20,APEI,AMERICAN PUBLIC EDUCATION INC,Consumer Discretionary,1382,37.76,53.14,2026-06-22,0.015619119307489715
RUSSELL2000,2026-06-22,APEI,AMERICAN PUBLIC EDUCATION INC,Consumer Discretionary,971,46.69,53.97,,
RUSSELL2000,2026-06-20,PRA,PROASSURANCE CORP,Financials,453,59.59,24.635,2026-06-22,-0.0038563020093363987
RUSSELL2000,2026-06-22,PRA,PROASSURANCE CORP,Financials,972,46.69,24.54,,
RUSSELL2000,2026-06-20,PLGO,PELAGOS INSURANCE CAPITAL LTD,Financials,838,48.83,23.07,2026-06-22,-0.0039011703511053764
RUSSELL2000,2026-06-22,PLGO,PELAGOS INSURANCE CAPITAL LTD,Financials,973,46.64,22.98,,
RUSSELL2000,2026-06-20,USLM,UNITED STATES LIME AND MINERALS IN,Materials,1030,42.49,110.45,2026-06-22,0.0060660932548664
RUSSELL2000,2026-06-22,USLM,UNITED STATES LIME AND MINERALS IN,Materials,974,46.64,111.12,,
RUSSELL2000,2026-06-20,CNO,CNO FINANCIAL GROUP INC,Financials,974,45.0,51.22,2026-06-22,0.004685669660289049
RUSSELL2000,2026-06-22,CNO,CNO FINANCIAL GROUP INC,Financials,975,46.62,51.46,,
RUSSELL2000,2026-06-20,COOK,TRAEGER INC,Consumer Discretionary,742,50.73,67.3,2026-06-22,0.002526002971768193
RUSSELL2000,2026-06-22,COOK,TRAEGER INC,Consumer Discretionary,976,46.59,67.47,,
RUSSELL2000,2026-06-20,BTDR,BITDEER TECHNOLOGIES GROUP CLASS A,Information Technology,513,58.54,17.97,2026-06-22,-0.03005008347245408
RUSSELL2000,2026-06-22,BTDR,BITDEER TECHNOLOGIES GROUP CLASS A,Information Technology,977,46.57,17.43,,
RUSSELL2000,2026-06-20,XENE,XENON PHARMACEUTICALS INC,Health Care,1237,39.53,54.92,2026-06-22,-0.002367079388201021
RUSSELL2000,2026-06-22,XENE,XENON PHARMACEUTICALS INC,Health Care,978,46.57,54.79,,
RUSSELL2000,2026-06-20,NKTX,NKARTA INC,Health Care,1481,34.93,2.89,2026-06-22,-0.03460207612456745
RUSSELL2000,2026-06-22,NKTX,NKARTA INC,Health Care,979,46.55,2.79,,
RUSSELL2000,2026-06-20,KIDS,ORTHOPEDIATRICS CORP,Health Care,476,59.32,18.57,2026-06-22,-0.0220786214324179
RUSSELL2000,2026-06-22,KIDS,ORTHOPEDIATRICS CORP,Health Care,980,46.32,18.16,,
RUSSELL2000,2026-06-20,SLS,SELLAS LIFE SCIENCES GROUP INC,Health Care,905,46.97,8.7069,2026-06-22,-0.020317219676348586
RUSSELL2000,2026-06-22,SLS,SELLAS LIFE SCIENCES GROUP INC,Health Care,981,46.29,8.53,,
RUSSELL2000,2026-06-20,KRO,KRONOS WORLDWIDE INC,Materials,948,45.49,6.71,2026-06-22,0.013412816691505292
RUSSELL2000,2026-06-22,KRO,KRONOS WORLDWIDE INC,Materials,982,46.24,6.8,,
RUSSELL2000,2026-06-20,STXS,STEREOTAXIS INC,Health Care,1586,33.44,1.89,2026-06-22,-0.01058201058201047
RUSSELL2000,2026-06-22,STXS,STEREOTAXIS INC,Health Care,983,46.22,1.87,,
RUSSELL2000,2026-06-20,MRDN,MERIDIAN HOLDINGS INC,Communication,66,66.63,13.16,2026-06-22,0.0037993920972645423
RUSSELL2000,2026-06-22,MRDN,MERIDIAN HOLDINGS INC,Communication,984,46.21,13.21,,
RUSSELL2000,2026-06-20,BBIO,BRIDGEBIO PHARMA INC,Health Care,1078,40.97,69.53,2026-06-22,-0.008773191428160465
RUSSELL2000,2026-06-22,BBIO,BRIDGEBIO PHARMA INC,Health Care,985,46.18,68.92,,
RUSSELL2000,2026-06-20,PLSE,PULSE BIOSCIENCES INC,Health Care,866,48.25,25.835,2026-06-22,-0.004838397522740512
RUSSELL2000,2026-06-22,PLSE,PULSE BIOSCIENCES INC,Health Care,986,46.15,25.71,,
RUSSELL2000,2026-06-20,SWX,SOUTHWEST GAS HOLDINGS INC,Utilities,938,45.64,89.52,2026-06-22,-0.010835567470956153
RUSSELL2000,2026-06-22,SWX,SOUTHWEST GAS HOLDINGS INC,Utilities,987,46.15,88.55,,
RUSSELL2000,2026-06-20,FCAP,FIRST CAPITAL INC,Financials,983,44.79,62.5,2026-06-22,0.008000000000000007
RUSSELL2000,2026-06-22,FCAP,FIRST CAPITAL INC,Financials,988,46.09,63.0,,
RUSSELL2000,2026-06-20,ALLO,ALLOGENE THERAPEUTICS INC,Health Care,1581,33.44,2.125,2026-06-22,-0.0117647058823529
RUSSELL2000,2026-06-22,ALLO,ALLOGENE THERAPEUTICS INC,Health Care,989,46.02,2.1,,
RUSSELL2000,2026-06-20,SNDA,SONIDA SENIOR LIVING INC,Health Care,1026,42.64,36.08,2026-06-22,0.01330376940133049
RUSSELL2000,2026-06-22,SNDA,SONIDA SENIOR LIVING INC,Health Care,990,45.91,36.56,,
RUSSELL2000,2026-06-20,OPRT,OPORTUN FINANCIAL CORP,Financials,1493,34.25,5.365,2026-06-22,0.006523765144454741
RUSSELL2000,2026-06-22,OPRT,OPORTUN FINANCIAL CORP,Financials,991,45.88,5.4,,
RUSSELL2000,2026-06-20,CTEV,CLARITEV CORP CLASS A,Health Care,827,48.98,29.64,2026-06-22,-0.04048582995951411
RUSSELL2000,2026-06-22,CTEV,CLARITEV CORP CLASS A,Health Care,992,45.82,28.44,,
RUSSELL2000,2026-06-20,LMB,LIMBACH HOLDINGS INC,Industrials,1378,37.86,81.645,2026-06-22,0.0014085369587850671
RUSSELL2000,2026-06-22,LMB,LIMBACH HOLDINGS INC,Industrials,993,45.72,81.76,,
RUSSELL2000,2026-06-20,SANA,SANA BIOTECHNOLOGY INC,Health Care,1409,36.95,3.425,2026-06-22,-0.01897810218978102
RUSSELL2000,2026-06-22,SANA,SANA BIOTECHNOLOGY INC,Health Care,994,45.6,3.36,,
RUSSELL2000,2026-06-20,SLG,SL GREEN REALTY REIT CORP,Real Estate,392,59.93,50.23,2026-06-22,-0.013139558033047893
RUSSELL2000,2026-06-22,SLG,SL GREEN REALTY REIT CORP,Real Estate,995,45.6,49.57,,
RUSSELL2000,2026-06-20,NSIT,INSIGHT ENTERPRISES INC,Information Technology,941,45.58,106.225,2026-06-22,-0.00127088726759228
RUSSELL2000,2026-06-22,NSIT,INSIGHT ENTERPRISES INC,Information Technology,996,45.51,106.09,,
RUSSELL2000,2026-06-20,JBIO,JADE BIOSCIENCES INC,Health Care,1879,16.63,19.88,2026-06-22,-0.021629778672032196
RUSSELL2000,2026-06-22,JBIO,JADE BIOSCIENCES INC,Health Care,997,45.34,19.45,,
RUSSELL2000,2026-06-20,CVLG,COVENANT LOGISTICS GROUP INC CLASS,Industrials,1288,39.29,43.62,2026-06-22,-0.006648326455754194
RUSSELL2000,2026-06-22,CVLG,COVENANT LOGISTICS GROUP INC CLASS,Industrials,998,45.32,43.33,,
RUSSELL2000,2026-06-20,CNXN,PC CONNECTION INC,Information Technology,1007,43.66,70.1875,2026-06-22,-0.012787177203917977
RUSSELL2000,2026-06-22,CNXN,PC CONNECTION INC,Information Technology,999,45.24,69.29,,
RUSSELL2000,2026-06-20,BNED,BARNES AND NOBLE EDUCATION INC,Consumer Discretionary,502,58.69,10.83,2026-06-22,-0.009233610341643494
RUSSELL2000,2026-06-22,BNED,BARNES AND NOBLE EDUCATION INC,Consumer Discretionary,1000,45.2,10.73,,
