current_rank,ticker,name,sector,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
11,SSP,EW SCRIPPS CLASS A,Communication,11,3.535,,18,3.32,0.06475904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,INR,INFINITY NATURAL RESOURCES INC CLA,Energy,12,13.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,13.615,,,,,,,,,,
13,SLVM,SYLVAMO CORP,Materials,13,40.860001,,5,41.0,-0.00341461,,,,41,38.715,,10,39.360001,-0.01638722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,TTWO,Take-Two Interactive,Communication Services,14,253.239899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,MDV,MODIV INDUSTRIAL INC CLASS C,Real Estate,15,18.120001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,CHDN,"Churchill Downs, Incorporated - Common Stock",,16,86.839996,,,,,29,86.879997,,,,,,,,,,,,,,,,,46,88.529999,,,,,,,,,,,,,,,,,,,,,,,,,
17,RICK,RCI HOSPITALITY HOLDINGS INC,Consumer Discretionary,17,27.030001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,SANA,SANA BIOTECHNOLOGY INC,Health Care,18,3.625,,9,3.52,0.02982955,50,3.41,0.03225806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,EGY,VAALCO ENERGY INC,Energy,19,5.635,,27,5.555,0.01440144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,TEX,TEREX,Industrials,20,66.580002,,12,67.730003,-0.01697920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,68.480003,,,,,,,,,,,,,
21,TT,Trane Technologies,Industrials,21,479.654999,,,,,,,,28,483.549988,,,,,,,,,,,,,,,,,,,,,,,43,481.244995,,,,,,,,,,,,,,,,
22,ABR,ARBOR REALTY TRUST REIT,Financials,22,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,AEVA,AEVA TECHNOLOGIES INC,Information Technology,23,24.200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,LYTS,LSI INDUSTRIES INC,Industrials,24,24.799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,LZM,LIFEZONE METALS LTD,Materials,25,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,OVID,OVID THERAPEUTICS,Health Care,26,2.565,,10,2.63,-0.02471483,33,2.65,-0.00754717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,NUS,NU SKIN ENTERPRISES CLASS A,Consumer Staples,27,5.3,,13,5.495,-0.03548681,,,,,,,34,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,MZTI,MARZETTI,Consumer Staples,28,114.5,,16,113.480003,0.00898834,,,,20,111.260002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,HASI,HA SUSTAINABLE INFRASTRUCTURE CAPI,Financials,29,39.880001,,,,,,,,,,,27,38.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,OLMA,OLEMA PHARMACEUTICALS,Health Care,30,11.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,LTRX,LANTRONIX INC,Information Technology,31,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,MRCY,MERCURY SYSTEMS INC,Industrials,32,109.599899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,ABUS,ARBUTUS BIOPHARMA CORP,Health Care,33,4.595,,25,4.63,-0.00755940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,CRVL,CORVEL,Health Care,34,61.919998,,21,62.560001,-0.01023023,46,62.450001,0.00176141,37,62.57,-0.00191784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,GYRE,GYRE THERAPEUTICS,Health Care,35,6.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,GLNG,GOLAR LNG,Energy,36,50.470001,,23,50.43,0.00079320,6,51.02,-0.01156409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,WVE,WAVE LIFE SCIENCES,Health Care,37,6.035,,22,6.1,-0.01065574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,AEIS,"Advanced Energy Industries, Inc. - Common Stock",,38,323.980011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,SR,SPIRE INC,Utilities,39,81.455002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PTEN,PATTERSON UTI ENERGY INC,Energy,40,10.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,10.34,,,,,,,,,,,,,
41,CVCO,CAVCO INDUSTRIES,Consumer Discretionary,41,582.815002,,,,,45,578.169983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,GPOR,GULFPORT ENERGY,Energy,42,165.914993,,40,162.770004,0.01932167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,MUX,MCEWEN INC,Materials,43,19.15,,28,19.200001,-0.00260422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,CAMP,CAMP4 THERAPEUTICS CORP,Health Care,44,4.23,,30,4.24,-0.00235849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,SVRA,SAVARA,Health Care,45,5.76,,39,5.83,-0.01200686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PRM,PERIMETER SOLUTIONS,Materials,46,34.48,,29,35.259998,-0.02212133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,34.419998,
47,RCKT,ROCKET PHARMACEUTICALS,Health Care,47,3.62,,24,3.61,0.00277008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,ENTA,ENANTA PHARMACEUTICALS INC,Health Care,48,13.74,,44,13.77,-0.00217865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,AZO,AutoZone,Consumer Discretionary,49,3068.280029,,36,3126.830078,-0.01872505,8,3068.909912,0.01887321,,,,,,,,,,,,,,,,8,3145.300049,,,,,,,,,,,,,,,,,,,,,,,,,
50,POOL,Pool Corporation - Common Stock,,50,202.087494,,31,206.309998,-0.02046679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
