current_rank,ticker,name,sector,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
12,BA,Boeing,Industrials,12,226.615005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,PWP,PERELLA WEINBERG PARTNERS CLASS A,Financials,13,17.035,,7,17.65,-0.03484419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,CTRI,CENTURI HOLDINGS INC,Industrials,14,28.190001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,15,16.035,,,,,,,,,,,,,,,,,,,,,,,50,16.290001,,,,,,,,,,
16,CG,The Carlyle Group Inc. - Common Stock,,16,47.580002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,LQDT,LIQUIDITY SERVICES INC,Industrials,17,39.139999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT,WISDOMTREE INC,Financials,18,20.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,GNK,GENCO SHIPPING AND TRADING LTD,Industrials,19,26.290001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,OVLY,OAK VALLEY BANCORP,Financials,20,33.740002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,SDRL,SEADRILL LTD,Energy,21,43.0,,3,44.825001,-0.04071391,,,,,,,,,,,,,,,,,,,,,,41,43.959999,,32,42.456001,0.03542486,,,
22,BSX,Boston Scientific,Health Care,22,47.724998,,19,46.73,0.02129249,18,46.0,0.01586957,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,JCI,Johnson Controls,Industrials,23,146.595001,,5,146.669998,-0.00051133,,,,,,,,,,,,,35,143.449997,,,,,,,,,,,,,,,,
24,DVN,Devon Energy,Energy,24,44.529999,,,,,,,,,,,,,,,,,,,,,,,17,44.860001,,48,44.099998,0.01723363,,,,,,
25,AMPL,AMPLITUDE INC CLASS A,Information Technology,25,9.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,BETA,BETA TECHNOLOGIES INC CLASS A,Industrials,26,19.4,,12,18.950001,0.02374665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,EE,EXCELERATE ENERGY INC CLASS A,Energy,27,39.119999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PLAB,PHOTRONICS INC,Information Technology,28,30.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,DOW,Dow Inc.,Materials,29,30.379999,,37,30.290001,0.00297121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,HPE,Hewlett Packard Enterprise,Information Technology,30,49.2523,,16,47.860001,0.02909108,,,,,,,,,,,,,,,,,,,47,48.149899,,,,,,,,,,
31,TPG,TPG Inc. - Class A Common Stock,,31,45.259998,,4,43.66,0.03664677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,ASUR,ASURE SOFTWARE INC,Industrials,32,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,CADL,CANDEL THERAPEUTICS INC,Health Care,33,9.96,,27,10.01,-0.00499500,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,10.18,
34,NEWT,NEWTEKONE INC,Financials,34,14.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,MPWR,Monolithic Power Systems,Information Technology,35,1345.055054,,47,1426.030029,-0.05678350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,AMT,American Tower,Real Estate,36,174.350006,,21,173.410004,0.00542069,43,174.460007,-0.00601859,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,QLYS,QUALYS INC,Information Technology,37,153.815002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,MTX,MINERALS TECHNOLOGIES INC,Materials,38,73.815002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,FCX,Freeport-McMoRan,Materials,39,63.130001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,JOE,ST JOE,Real Estate,40,63.150002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,OKTA,"Okta, Inc. - Class A Common Stock",,41,143.985001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,NREF,NEXPOINT REAL ESTATE FINANCE INC,Financials,42,17.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,MDLN,Medline Inc. - Class A common stock,,43,40.805,,,,,,,,,,,47,40.509998,,,,,,,,,,,,,,,,,,,,,,
44,UMAC,UNUSUAL MACHINES INC,Information Technology,44,22.532301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,OPBK,OP BANCORP,Financials,45,16.030001,,,,,,,,,,,,,,,,,3,15.66,,,,,,,,,,,,,,,,
46,EOG,EOG Resources,Energy,46,146.699997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,BWIN,BALDWIN INSURANCE GROUP INC CLASS,Financials,47,28.780001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,NBR,NABORS INDUSTRIES LTD,Energy,48,84.114998,,13,85.620003,-0.01757773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,BIDU,"Baidu, Inc. - American Depositary Shares, each representing 8 ordinary share",,49,113.260002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,KAI,KADANT INC,Industrials,50,318.76001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,311.01001,
