current_rank,ticker,name,sector,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
20,BNTX,BioNTech SE - American Depositary Shares,,20,92.959999,,35,93.669998,-0.00757979,,,,,,,,,,1,92.25,,,,,,,,4,92.949997,,,,,,,,,,,,,,,,,,,,,,,,,
21,USPH,US PHYSICAL THERAPY INC,Health Care,21,80.879997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,AMN,AMN HEALTHCARE,Health Care,22,36.375,,,,,,,,,,,,,,,,,,,,,,,31,34.655998,,,,,,,,,,,,,,,,,,,,,,,22,35.0,
23,VTOL,BRISTOW GROUP,Energy,23,46.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,STE,Steris,Health Care,24,237.779999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,218.595001,,,,,,,,,,,,,,,,,,,
25,HSTM,HEALTHSTREAM,Health Care,25,29.440001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,DVN,Devon Energy,Energy,26,45.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,CIX,COMPX INTERNATIONAL INC CLASS A,Industrials,27,30.219999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,SIBN,SI BONE,Health Care,28,18.924999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PAR,PAR TECHNOLOGY,Information Technology,29,17.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,NICE,NICE Ltd - American Depositary Shares each representing one Ordinary Share,,30,101.650002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,XNCR,XENCOR,Health Care,31,21.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,COUR,COURSERA,Consumer Discretionary,32,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,ADUS,ADDUS HOMECARE CORP,Health Care,33,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,VRTS,VIRTUS INVESTMENT PARTNERS INC,Financials,34,166.994003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,ZD,ZIFF DAVIS INC,Communication,35,54.349998,,,,,,,,,,,,,,28,54.009998,,,,,,,,38,54.27,,,,,,,,,,,,,,,,,,,,6,54.380001,,,,
36,MDXG,MIMEDX GROUP,Health Care,36,4.27,,9,4.34,-0.01612903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,GBTG,GLOBAL BUSINESS TRAVEL GROUP CLASS,Consumer Discretionary,37,9.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,BNED,BARNES AND NOBLE EDUCATION INC,Consumer Discretionary,38,12.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,LILAK,LIBERTY LATIN AMERICA CLASS C,Communication,39,8.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,FNKO,FUNKO CLASS A,Consumer Discretionary,40,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,AVTX,AVALO THERAPEUTICS INC,Health Care,41,19.415001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,19.5,,,,,,,,,,,,,,,,,,,
42,INTU,Intuit,Information Technology,42,334.195007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,NE,NOBLE CORPORATION PLC,Energy,43,43.380001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,SD,SANDRIDGE ENERGY INC,Energy,44,14.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,HUM,Humana,Health Care,45,386.795013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,SR,SPIRE INC,Utilities,46,81.349998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,82.57,,,,,,,,,,,,,
47,BCRX,BIOCRYST PHARMACEUTICALS,Health Care,47,9.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,CRM,Salesforce,Information Technology,48,197.179993,,,,,,,,,,,,,,,,,,,,,,,,,,30,181.494995,,17,173.550003,0.04577927,,,,,,,,,,,,,,,,,,
49,TECX,TECTONIC THERAPEUTIC INC,Health Care,49,31.674999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,MGY,MAGNOLIA OIL GAS CORP CLASS A,Energy,50,26.184999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
