current_rank,ticker,name,sector,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
31,OOMA,OOMA INC,Information Technology,31,21.719999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,HPE,Hewlett Packard Enterprise,Information Technology,32,49.014999,,31,47.860001,0.02413285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,ATMU,ATMUS FILTRATION TECHNOLOGIES INC,Industrials,33,53.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,TWST,TWIST BIOSCIENCE CORP,Health Care,34,98.6399,,,,,,,,,,,,,,,,,,,,,,,42,94.209999,,,,,,,,,,
35,AMT,American Tower,Real Estate,35,173.483093,,16,173.410004,0.00042148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,LEU,CENTRUS ENERGY CORP CLASS A,Energy,36,183.660004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,OSIS,OSI SYSTEMS INC,Information Technology,37,224.440002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,BHRB,BURKE HERBERT FINANCIAL SERVICES C,Financials,38,73.800003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy,39,16.075001,,,,,,,,,,,,,,,,,,,,,,,21,16.290001,,31,16.18,0.00679858,,,,,,
40,TPG,TPG Inc. - Class A Common Stock,,40,45.195,,7,43.66,0.03515804,,,,,,,28,43.759998,,,,,,,,,,,,,,,,,,,,,,
41,HAPN,HAPPEN INC,Financials,41,19.995001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,JCI,Johnson Controls,Industrials,42,146.884995,,5,146.669998,0.00146586,,,,,,,,,,,,,16,143.449997,,,,,,,,,,,,,,,,
43,ETN,Eaton Corporation,Industrials,43,430.345001,,,,,,,,,,,,,,,,,,,,24,415.100006,,,,,,,,,,,,,
44,OPBK,OP BANCORP,Financials,44,16.030001,,,,,,,,,,,,,,,,,4,15.66,,,,,,,,,,,,,,,,
45,FCX,Freeport-McMoRan,Materials,45,62.990002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,APA,APA Corporation,Energy,46,37.314999,,22,37.32,-0.00013400,5,36.330002,0.02725015,,,,,,,,,,,,,,,,27,36.18,,23,35.77,0.01146212,,,,,,
47,ADSK,Autodesk,Information Technology,47,235.830505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,218.350006,
48,DGII,DIGI INTERNATIONAL INC,Information Technology,48,70.919998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,MTCH,"Match Group, Inc. - Common Stock",,49,40.279999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,KIDS,ORTHOPEDIATRICS CORP,Health Care,50,20.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
