rank,ticker,name,sector,aster_call_score,call_bias,latest_price,rsi14,volume_ratio,return_3_blocks,return_1w,return_1m,call_timing_score,call_daily_score,call_momentum_score,call_pullback_score,call_volume_score,call_practicality_score,ema_state,macd_state,call_note,confirmation_layer,confirmation_hit,confirmation_score,model_data_date
23,HURN,HURON CONSULTING GROUP,Industrials,36.12,Deep v3 Daily CNN 确认层 未确认,157.440002,58.71,1.48,0.02048287,0.05565243,0.04003169,90.4,54.17,100.0,80.89,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 36.1,Deep v3 Daily CNN 确认层,no,36.12,2026-09-17
24,KEYS,Keysight Technologies,Information Technology,34.47,Deep v3 Daily CNN 确认层 未确认,331.464996,55.68,0.87,0.02917064,0.01785660,-0.02895858,92.8,57.72,81.1,80.0,68.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 34.5,Deep v3 Daily CNN 确认层,no,34.47,2026-09-17
25,ISRG,Intuitive Surgical,Health Care,28.92,Deep v3 Daily CNN 确认层 未确认,383.540009,61.38,0.93,0.00010433,0.06402935,-0.01988142,87.7,71.71,81.1,81.68,68.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 28.9,Deep v3 Daily CNN 确认层,no,28.92,2026-09-17
26,CMRE,COSTAMARE,Industrials,26.48,Deep v3 Daily CNN 确认层 未确认,15.36,53.83,1.3,0.01252472,0.01789264,0.02880107,92.8,66.89,100.0,80.89,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 26.5,Deep v3 Daily CNN 确认层,no,26.48,2026-09-17
27,GEO,GEO GROUP,Industrials,24.44,Deep v3 Daily CNN 确认层 未确认,32.139999,57.77,1.09,0.01452017,0.02454568,0.03945663,90.4,54.25,100.0,80.89,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 24.4,Deep v3 Daily CNN 确认层,no,24.44,2026-09-17
28,BIIB,Biogen,Health Care,19.47,Deep v3 Daily CNN 确认层 未确认,219.050003,55.38,1.05,0.00782147,0.01670924,0.03029021,98.2,57.22,100.0,80.0,100.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 19.5,Deep v3 Daily CNN 确认层,no,19.47,2026-09-17
29,CHRW,C.H. Robinson,Industrials,17.14,Deep v3 Daily CNN 确认层 未确认,153.820007,54.88,0.81,0.00457166,0.00892037,0.06346798,87.7,57.13,88.8,80.0,68.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 17.1,Deep v3 Daily CNN 确认层,no,17.14,2026-09-17
30,RMD,ResMed|,Health Care,15.77,Deep v3 Daily CNN 确认层 未确认,228.5,53.63,0.9,0.00050356,0.04057564,0.03854193,90.4,72.21,100.0,80.0,68.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 15.8,Deep v3 Daily CNN 确认层,no,15.77,2026-09-17
31,DHR,Danaher Corporation,Health Care,15.09,Deep v3 Daily CNN 确认层 未确认,212.509995,61.12,2.41,0.01233802,0.05997952,0.06467930,90.4,57.62,100.0,80.0,66.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 15.1,Deep v3 Daily CNN 确认层,no,15.09,2026-09-17
32,PRSU,PURSUIT ATTRACTIONS AND HOSPITALIT,Consumer Discretionary,13.92,Deep v3 Daily CNN 确认层 未确认,48.935001,52.78,2.22,0.00112520,0.01651438,0.01714820,87.7,43.59,88.8,80.89,100.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 13.9,Deep v3 Daily CNN 确认层,no,13.92,2026-09-17
33,HONA,Honeywell Aerospace,Industrials,10.61,Deep v3 Daily CNN 确认层 未确认,167.130005,59.83,1.26,0.00850835,0.08716587,0.03978601,87.7,57.19,90.2,80.0,100.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 10.6,Deep v3 Daily CNN 确认层,no,10.61,2026-09-17
34,WOR,WORTHINGTON ENTERPRISES,Industrials,8.37,Deep v3 Daily CNN 确认层 未确认,59.98,56.66,1.54,-0.00464650,0.04041627,0.05209616,92.8,67.67,100.0,80.89,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 8.4,Deep v3 Daily CNN 确认层,no,8.37,2026-09-17
35,OPCH,OPTION CARE HEALTH INC,Health Care,5.94,Deep v3 Daily CNN 确认层 未确认,24.5,58.98,2.83,0.01491305,0.03637906,0.04656130,82.9,67.26,100.0,80.89,66.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 5.9,Deep v3 Daily CNN 确认层,no,5.94,2026-09-17
36,DNOW,DNOW,Industrials,5.65,Deep v3 Daily CNN 确认层 未确认,15.96,52.75,1.12,0.00598802,0.03167421,0.00125471,92.8,53.76,88.8,80.89,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 5.7,Deep v3 Daily CNN 确认层,no,5.65,2026-09-17
37,RAMP,LIVERAMP HOLDINGS INC,Information Technology,1.85,Deep v3 Daily CNN 确认层 未确认,37.880001,61.34,0.79,0.00105711,0.00317805,0.01175219,98.2,66.2,77.6,80.89,68.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 1.9,Deep v3 Daily CNN 确认层,no,1.85,2026-09-17
38,ACA,ARCOSA,Industrials,1.17,Deep v3 Daily CNN 确认层 未确认,145.440002,52.04,1.31,0.00041269,0.00123921,0.00061917,92.8,53.55,77.6,80.89,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 1.2,Deep v3 Daily CNN 确认层,no,1.17,2026-09-17
39,ARL,AMERICAN REALTY INVESTORS INC,Real Estate,0.0,Deep v3 Daily CNN 确认层 数据不足,16.754999,58.88,0.25,0.07637053,0.01422512,0.11107420,95.5,76.04,80.4,80.89,30.0,100.0,early_transition,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
40,GNRC,Generac,Industrials,0.0,Deep v3 Daily CNN 确认层 数据不足,207.199997,65.89,2.39,0.16352198,0.14046678,-0.02056254,92.8,73.06,49.7,80.0,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
41,CLFD,CLEARFIELD INC,Information Technology,0.0,Deep v3 Daily CNN 确认层 数据不足,30.639999,60.51,1.52,0.02818792,0.08153897,0.08768190,87.7,72.58,100.0,80.89,100.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
42,NGVC,NATURAL GROCERS BY VITAMIN COTTAGE,Consumer Staples,0.0,Deep v3 Daily CNN 确认层 数据不足,29.280001,59.69,0.63,-0.00237481,0.04608792,0.04946240,87.7,72.35,100.0,80.89,30.0,100.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
43,RMBI,RICHMOND MUTUAL BANCORPORATION INC,Financials,0.0,Deep v3 Daily CNN 确认层 数据不足,16.16,59.36,0.98,0.01396078,0.03258786,0.00842434,90.4,67.76,88.8,80.89,68.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
44,GILD,Gilead Sciences,Health Care,0.0,Deep v3 Daily CNN 确认层 数据不足,150.889999,64.11,1.39,0.01513724,0.04205798,0.05193807,82.9,64.2,100.0,80.0,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
45,SGP,SPYGLASS PHARMA SHS,Health Care,0.0,Deep v3 Daily CNN 确认层 数据不足,29.33,62.59,2.19,0.02266388,0.06887751,0.13594113,82.9,58.62,100.0,80.0,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
46,TKNO,ALPHA TEKNOVA,Health Care,0.0,Deep v3 Daily CNN 确认层 数据不足,7.45,63.93,1.88,0.05225989,0.07971014,0.09478325,90.4,55.61,91.6,80.89,100.0,72.0,fresh_bullish_cross,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
47,SENS,SENSEONICS HOLDINGS INC,Health Care,0.0,Deep v3 Daily CNN 确认层 数据不足,9.43,59.67,1.16,0.03911846,0.07403189,0.08765859,98.2,55.37,91.6,80.89,100.0,72.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
48,AMLX,AMYLYX PHARMACEUTICALS,Health Care,0.0,Deep v3 Daily CNN 确认层 数据不足,33.939999,54.49,1.28,0.00951814,0.05732091,-0.03318618,92.8,53.13,81.1,80.89,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
49,RGR,STURM RUGER,Consumer Discretionary,0.0,Deep v3 Daily CNN 确认层 数据不足,40.115002,66.76,1.63,0.07058983,0.06688841,0.06603776,92.8,48.55,91.6,80.0,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
50,TRAK,REPOSITRAK INC,Information Technology,0.0,Deep v3 Daily CNN 确认层 数据不足,8.495,63.08,1.42,0.02720677,0.07804569,0.04361179,87.7,48.21,100.0,80.0,100.0,72.0,early_transition,bullish_above_signal,Deep v3 Daily CNN 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v3 Daily CNN 确认层,no,0.0,
