early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,MQ,MARQETA INC CLASS A,NASDAQ+RUSSELL2000,Financials,84.94,82.0,early_transition,88.8,fresh_above_zero_cross_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1499,ELE,ELEMENTAL ROYALTY CORP,NASDAQ+RUSSELL2000,Materials,32.41,15.0,bearish_transition,25.0,bearish_proxy,50.07,44.26,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1500,HP,HELMERICH & PAYNE INC,RUSSELL2000,Energy,32.41,15.0,bearish_transition,49.8,bullish_below_zero_proxy,31.29,40.51,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1501,IE,IVANHOE ELECTRIC INC,RUSSELL2000,Materials,32.41,15.0,bearish_transition,49.8,bullish_below_zero_proxy,31.29,40.51,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1502,YSWY,YESWAY INC CLASS A,NASDAQ+RUSSELL2000,Consumer Staples,32.4,15.0,bearish_transition,49.8,bullish_below_zero_proxy,30.8,41.41,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1503,CLB,CORE LABORATORIES INC,RUSSELL2000,Energy,32.32,15.0,bearish_transition,49.8,bullish_below_zero_proxy,31.01,40.45,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1504,HASI,HA SUSTAINABLE INFRASTRUCTURE CAPI,RUSSELL2000,Financials,32.32,15.0,bearish_transition,25.0,bearish_proxy,49.81,44.21,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1505,MFA,MFA FINANCIAL INC,RUSSELL2000,Financials,32.3,15.0,bearish_transition,25.0,bearish_proxy,49.75,44.2,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1506,INVA,INNOVIVA INC,NASDAQ+RUSSELL2000,Health Care,32.29,15.0,bearish_transition,25.0,bearish_proxy,49.24,45.1,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1507,GBX,GREENBRIER INC,RUSSELL2000,Industrials,32.29,15.0,bearish_transition,25.0,bearish_proxy,49.7,44.19,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1508,UCTT,ULTRA CLEAN HOLDINGS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,32.24,35.0,mixed_sideways,25.0,bearish_proxy,31.36,40.52,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1509,PTEN,PATTERSON UTI ENERGY INC,NASDAQ+NASDAQ500+RUSSELL2000,Energy,32.21,15.0,bearish_transition,49.8,bullish_below_zero_proxy,30.68,40.39,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1510,ADNT,ADIENT PLC,RUSSELL2000,Consumer Discretionary,32.17,15.0,bearish_transition,49.8,bullish_below_zero_proxy,30.54,40.36,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1511,OFRM,ONCE UPON A FARM PBC,RUSSELL2000,Consumer Staples,32.13,35.0,mixed_sideways,25.0,bearish_proxy,30.6,41.37,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1512,CECO,CECO ENVIRONMENTAL CORP,NASDAQ+RUSSELL2000,Industrials,32.12,35.0,mixed_sideways,25.0,bearish_proxy,31.02,40.45,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1513,STOK,STOKE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,32.12,15.0,bearish_transition,25.0,bearish_proxy,48.75,45.0,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1514,SITC,SITE CENTERS CORP,RUSSELL2000,Real Estate,32.12,15.0,bearish_transition,49.8,bullish_below_zero_proxy,30.39,40.33,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1515,NVCR,NOVOCURE LTD,NASDAQ+RUSSELL2000,Health Care,32.1,35.0,mixed_sideways,20.0,fresh_bearish_cross_proxy,34.28,42.11,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1516,ERII,ENERGY RECOVERY INC,NASDAQ+RUSSELL2000,Industrials,32.09,15.0,bearish_transition,20.0,fresh_bearish_cross_proxy,52.89,44.83,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1517,MH,MCGRAW HILL INC,RUSSELL2000,Consumer Discretionary,32.04,15.0,bearish_transition,49.8,bullish_below_zero_proxy,30.17,40.28,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1518,PFSI,PENNYMAC FINANCIAL SERVICES INC,RUSSELL2000,Financials,32.01,15.0,bearish_transition,25.0,bearish_proxy,48.85,44.02,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1519,BKV,BKV CORP,RUSSELL2000,Energy,31.94,15.0,bearish_transition,20.0,fresh_bearish_cross_proxy,52.43,44.74,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1520,BALY,BALLY S CORP,RUSSELL2000,Consumer Discretionary,31.92,35.0,mixed_sideways,25.0,bearish_proxy,30.41,40.33,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1521,MIR,MIRION TECHNOLOGIES INC CLASS A,RUSSELL2000,Information Technology,31.92,15.0,bearish_transition,25.0,bearish_proxy,48.58,43.97,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1522,RBBN,RIBBON COMMUNICATIONS INC,NASDAQ+RUSSELL2000,Information Technology,31.91,15.0,bearish_transition,49.8,bullish_below_zero_proxy,29.75,40.2,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1523,NPKI,NPK INTERNATIONAL INC,RUSSELL2000,Industrials,31.89,15.0,bearish_transition,25.0,bearish_proxy,48.5,43.95,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1524,KE,KIMBALL ELECTRONICS INC,NASDAQ+RUSSELL2000,Information Technology,31.86,15.0,bearish_transition,25.0,bearish_proxy,48.39,43.93,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1525,ESOA,ENERGY SERVICES OF AMERICA CORP,NASDAQ+RUSSELL2000,Energy,31.82,15.0,bearish_transition,25.0,bearish_proxy,48.29,43.91,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1526,VEL,VELOCITY FINANCIAL INC,RUSSELL2000,Financials,31.82,15.0,bearish_transition,25.0,bearish_proxy,48.27,43.9,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1527,KSS,KOHLS CORP,RUSSELL2000,Consumer Discretionary,31.81,35.0,mixed_sideways,25.0,bearish_proxy,30.06,40.26,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1528,PZZA,PAPA JOHNS INTERNATIONAL INC,NASDAQ+RUSSELL2000,Consumer Discretionary,31.76,15.0,bearish_transition,25.0,bearish_proxy,48.1,43.87,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1529,BELFB,BEL FUSE INC CLASS B,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,31.7,35.0,mixed_sideways,25.0,bearish_proxy,29.73,40.2,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1530,KAI,KADANT INC,RUSSELL2000,Industrials,31.7,15.0,bearish_transition,25.0,bearish_proxy,47.92,43.83,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1531,RENT,RENT THE RUNWAY INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,31.69,15.0,bearish_transition,49.8,bullish_below_zero_proxy,29.1,40.07,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1532,GEMI,GEMINI SPACE STATION INC CLASS A,RUSSELL2000,Financials,31.62,15.0,bearish_transition,49.8,bullish_below_zero_proxy,28.88,40.03,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1533,CNX,CNX RESOURCES CORP,RUSSELL2000,Energy,31.58,15.0,bearish_transition,25.0,bearish_proxy,47.55,43.76,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1534,ASLE,AERSALE CORP,NASDAQ+RUSSELL2000,Industrials,31.55,15.0,bearish_transition,25.0,bearish_proxy,47.47,43.74,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1535,ASPN,ASPEN AEROGELS INC,RUSSELL2000,Materials,31.51,35.0,mixed_sideways,25.0,bearish_proxy,29.15,40.08,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1536,ACCO,ACCO BRANDS CORP,RUSSELL2000,Industrials,31.48,15.0,bearish_transition,25.0,bearish_proxy,47.26,43.7,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1537,VSAT,VIASAT INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,31.47,35.0,mixed_sideways,25.0,bearish_proxy,29.02,40.05,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1538,INSG,INSEEGO CORP,NASDAQ+RUSSELL2000,Information Technology,31.46,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,11.73,36.6,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1539,FINW,FINWISE BANCORP,NASDAQ+RUSSELL2000,Financials,31.43,15.0,bearish_transition,25.0,bearish_proxy,47.11,43.67,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1540,GPRO,GOPRO INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,31.43,15.0,bearish_transition,49.8,bullish_below_zero_proxy,28.31,39.91,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1541,SYNA,SYNAPTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,31.42,35.0,mixed_sideways,25.0,bearish_proxy,28.89,40.03,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1542,LCID,LUCID GROUP INC,NASDAQ+RUSSELL2000,Consumer Discretionary,31.39,15.0,bearish_transition,25.0,bearish_proxy,46.99,43.65,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1543,LNN,LINDSAY CORP,RUSSELL2000,Industrials,31.39,15.0,bearish_transition,25.0,bearish_proxy,46.98,43.65,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1544,NSSC,NAPCO SECURITY TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Information Technology,31.37,15.0,bearish_transition,25.0,bearish_proxy,46.91,43.63,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1545,TWI,TITAN INTERNATIONAL INC,RUSSELL2000,Industrials,31.34,15.0,bearish_transition,25.0,bearish_proxy,46.83,43.62,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1546,FSUN,FIRSTSUN CAPITAL BANCORP,NASDAQ+RUSSELL2000,Financials,31.26,15.0,bearish_transition,25.0,bearish_proxy,46.58,43.57,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1547,TNXP,TONIX PHARMACEUTICALS HOLDING CORP,NASDAQ+RUSSELL2000,Health Care,31.25,15.0,bearish_transition,20.0,fresh_bearish_cross_proxy,49.9,45.23,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1548,UFPI,UFP INDUSTRIES INC,NASDAQ+RUSSELL2000,Industrials,31.25,15.0,bearish_transition,25.0,bearish_proxy,46.57,43.56,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1549,ARI,APOLLO COMMERCIAL REAL ESTATE FINA,RUSSELL2000,Financials,31.24,15.0,bearish_transition,25.0,bearish_proxy,46.52,43.55,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1550,CMCO,COLUMBUS MCKINNON CORP,NASDAQ+RUSSELL2000,Industrials,31.23,15.0,bearish_transition,25.0,bearish_proxy,46.49,43.55,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1551,XPEL,XPEL INC,NASDAQ+RUSSELL2000,Consumer Discretionary,31.2,15.0,bearish_transition,25.0,bearish_proxy,46.4,43.53,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1552,JBI,JANUS INTERNATIONAL GROUP INC,RUSSELL2000,Industrials,31.19,15.0,bearish_transition,25.0,bearish_proxy,46.36,43.52,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1553,BCPC,BALCHEM CORP,NASDAQ+RUSSELL2000,Materials,31.18,15.0,bearish_transition,25.0,bearish_proxy,46.35,43.52,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1554,CRK,COMSTOCK RESOURCES INC,RUSSELL2000,Energy,31.16,15.0,bearish_transition,25.0,bearish_proxy,46.28,43.51,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1555,FOSL,FOSSIL GROUP INC,NASDAQ+RUSSELL2000,Consumer Discretionary,31.13,15.0,bearish_transition,25.0,bearish_proxy,46.2,43.49,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1556,GDYN,GRID DYNAMICS HOLDINGS INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,31.13,15.0,bearish_transition,49.8,bullish_below_zero_proxy,27.41,39.73,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1557,USLM,UNITED STATES LIME AND MINERALS IN,RUSSELL2000,Materials,31.13,15.0,bearish_transition,25.0,bearish_proxy,46.19,43.49,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1558,RNA,ATRIUM THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,31.1,15.0,bearish_transition,25.0,bearish_proxy,45.64,44.38,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1559,APPS,DIGITAL TURBINE INC,NASDAQ+RUSSELL2000,Information Technology,31.07,35.0,mixed_sideways,25.0,bearish_proxy,27.83,39.82,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1560,LADR,LADDER CAPITAL CORP CLASS A,RUSSELL2000,Financials,31.07,15.0,bearish_transition,25.0,bearish_proxy,46.01,43.45,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1561,CON,CONCENTRA GROUP HOLDINGS PARENT IN,RUSSELL2000,Health Care,31.06,35.0,mixed_sideways,17.75,fresh_bearish_cross_proxy,63.68,47.99,10.18,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_bearish_cross_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1562,MYRG,MYR GROUP INC,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,31.0,15.0,bearish_transition,25.0,bearish_proxy,45.79,43.41,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
