current_rank,ticker,name,sector,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return,2026-07-21__predicted_rank,2026-07-21__close,2026-07-21__next_snapshot_return,2026-07-20__predicted_rank,2026-07-20__close,2026-07-20__next_snapshot_return,2026-07-17__predicted_rank,2026-07-17__close,2026-07-17__next_snapshot_return
17,NUE,Nucor,Materials,17,258.075012,,,,,,,,,,,,,,,,,,,,,,,,,
18,CBRE,CBRE Group,Real Estate,18,150.5,,,,,36,143.895004,,,,,,,,,,,,,,,,,48,140.960007,
19,DOLE,DOLE PLC,Consumer Staples,19,14.36,,,,,,,,,,,,,,,,,,,,,,,,,
20,GDYN,GRID DYNAMICS HOLDINGS INC CLASS A,Information Technology,20,6.315,,,,,,,,,,,,,,,,,,,,,,,,,
21,DBI,DESIGNER BRANDS INC CLASS A,Consumer Discretionary,21,6.075,,,,,,,,,,,,,,,,,,,,,,,,,
22,NP,NEPTUNE INSURANCE HOLDINGS INC CLA,Financials,22,32.494999,,,,,,,,,,,,,,,,,,,,,,,,,
23,IPI,INTREPID POTASH INC,Materials,23,34.990002,,,,,,,,,,,,,,,,,,,,,,,,,
24,CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary,24,29.985001,,,,,,,,,,,,,,,,,,,,,,,,,
25,RCMT,RCM TECHNOLOGIES INC,Industrials,25,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
26,COFS,CHOICEONE FINANCIAL SERVICES INC,Financials,26,34.130001,,,,,,,,,,,,,,,,,,,,,,,,,
27,FDBC,FIDELITY D AND D BANCORP INC,Financials,27,53.049999,,,,,,,,,,,,,,,,,,,,,,,,,
28,TIPT,TIPTREE INC,Financials,28,18.43,,,,,,,,,,,,,,,,,,,,,,,,,
29,SBCF,SEACOAST BANKING OF FLORIDA,Financials,29,34.215,,,,,,,,,,,,,,,,,,,,,,,,,
30,BUSE,FIRST BUSEY CORP,Financials,30,30.790001,,,,,,,,,,,,,,,,,,,,,,,,,
31,ECBK,ECB BANCORP INC,Financials,31,20.620001,,,,,,,,,,,,,,,,,,,,,,,,,
32,DCOM,DIME COMMERCIAL BANCSHARES INC,Financials,32,40.860001,,,,,,,,,,,,,,,,,,,,,,,,,
33,TRMK,TRUSTMARK CORP,Financials,33,47.189999,,,,,,,,,,,,,,,,,,,,,,,,,
34,BALY,BALLY S CORP,Consumer Discretionary,34,14.62,,,,,,,,,,,,,,,,,,,,,,,,,
35,OBT,ORANGE COUNTY BANCORP INC,Financials,35,38.619999,,,,,,,,,,,,,,,,,,,,,,,,,
36,OOMA,OOMA INC,Information Technology,36,21.620001,,,,,,,,,,,,,,,,,,,,,,,,,
37,PBFS,PIONEER BANCORP INC,Financials,37,18.02,,,,,,,,,,,,,,,,,,,,,,,,,
38,THFF,FIRST FINANCIAL CORPORATION CORP,Financials,38,80.199997,,,,,,,,,,,,,,,,,,,,,,,,,
39,QTWO,Q2 HOLDINGS INC,Information Technology,39,60.025002,,,,,,,,,,,,,,,,,,,,,,,,,
40,STGW,STAGWELL INC CLASS A,Communication,40,8.045,,,,,,,,,,,,,,,,,,,,,,,,,
41,HG,HAMILTON INSURANCE GROUP LTD CLASS,Financials,41,36.904999,,,,,,,,,,,,,,,,,,,,,,,,,
42,ALKT,ALKAMI TECHNOLOGY INC,Information Technology,42,18.16,,,,,,,,,,,,,,,,,,,,,,,,,
43,KLC,KINDERCARE LEARNING COMPANIES INC,Consumer Discretionary,43,5.31,,,,,,,,,,,,,,,,,,,,,,,,,
44,VRTS,VIRTUS INVESTMENT PARTNERS INC,Financials,44,170.419998,,,,,,,,,,,,,,,,,,,,,,,,,
45,GENI,GENIUS SPORTS LTD,Consumer Discretionary,45,7.295,,,,,,,,,,,,,,,,,,,,,,,,,
46,XHR,XENIA HOTELS RESORTS REIT INC,Real Estate,46,21.889999,,,,,,,,,,,,,,,,,,,,,,,,,
47,LCNB,LCNB CORP,Financials,47,20.799999,,,,,,,,,,,,,,,,,,,,,,,,,
48,DLX,DELUXE CORP,Industrials,48,27.469999,,,,,,,,,,,,,,,,,,,,,,,,,
49,PFIS,PEOPLES FINANCIAL SERVICES CORP,Financials,49,72.010002,,,,,,,,,,,,,,,,,,,,,,,,,
50,AGM,FEDERAL AGRICULTURAL MORTGAGE NON,Financials,50,214.050003,,,,,,,,,,,,,,,,,,,,,,,,,
