rank,ticker,name,sector,aster_call_score,call_bias,latest_price,rsi14,volume_ratio,return_3_blocks,return_1w,return_1m,call_timing_score,call_daily_score,call_momentum_score,call_pullback_score,call_volume_score,call_practicality_score,ema_state,macd_state,call_note,confirmation_layer,confirmation_hit,confirmation_score,model_data_date
11,ICLR,ICON plc - Ordinary Shares,,60.49,Deep v4 Shape Embedding 确认层 一般确认,169.309998,56.73,1.88,0.02618336,0.03373321,0.01504793,92.8,57.02,88.8,80.0,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态高于当日全市场中位数；横截面百分位 60.5,Deep v4 Shape Embedding 确认层,no,60.49,2026-09-11
12,PGNY,PROGYNY,Health Care,54.37,Deep v4 Shape Embedding 确认层 未确认,27.35,59.57,1.1,0.00256595,0.02703721,0.07613610,87.7,48.84,100.0,80.0,100.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 54.4,Deep v4 Shape Embedding 确认层,no,54.37,2026-09-11
13,NXPI,NXP Semiconductors,Information Technology,51.75,Deep v4 Shape Embedding 确认层 未确认,236.619995,64.0,1.05,0.05143414,0.05127063,0.01391551,90.4,72.89,80.4,80.0,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 51.8,Deep v4 Shape Embedding 确认层,no,51.75,2026-09-11
14,MNRO,MONRO,Consumer Discretionary,50.79,Deep v4 Shape Embedding 确认层 未确认,12.79,53.45,0.89,0.01831210,0.01588562,0.11314186,95.5,48.67,100.0,80.0,68.0,72.0,early_transition,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 50.8,Deep v4 Shape Embedding 确认层,no,50.79,2026-09-11
15,SIRI,SiriusXM Holdings Inc. - Common Stock,,49.48,Deep v4 Shape Embedding 确认层 未确认,29.15,53.96,0.75,0.01057379,-0.02066182,0.02478467,95.5,47.82,69.9,80.0,68.0,100.0,early_transition,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 49.5,Deep v4 Shape Embedding 确认层,no,49.48,2026-09-11
16,OSPN,ONESPAN,Information Technology,48.43,Deep v4 Shape Embedding 确认层 未确认,16.85,62.61,1.44,0.02681292,0.00536993,0.01997579,82.9,65.9,77.6,80.74,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 48.4,Deep v4 Shape Embedding 确认层,no,48.43,2026-09-11
17,FFIV,"F5, Inc.",Information Technology,47.55,Deep v4 Shape Embedding 确认层 未确认,411.709991,60.77,1.13,0.02919779,0.04977177,-0.02655226,87.7,71.37,81.1,80.64,100.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 47.5,Deep v4 Shape Embedding 确认层,no,47.55,2026-09-11
18,ADI,Analog Devices,Information Technology,45.54,Deep v4 Shape Embedding 确认层 未确认,378.779999,64.35,0.88,0.04865139,0.06249649,-0.01429964,90.4,72.47,72.7,80.0,68.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 45.5,Deep v4 Shape Embedding 确认层,no,45.54,2026-09-11
19,NBN,NORTHEAST BANK,Financials,42.74,Deep v4 Shape Embedding 确认层 未确认,132.639999,57.15,1.08,0.02101451,0.00859253,-0.01514697,90.4,70.97,69.9,80.74,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 42.7,Deep v4 Shape Embedding 确认层,no,42.74,2026-09-11
20,NPK,NATIONAL PRESTO INDUSTRIES INC,Industrials,39.86,Deep v4 Shape Embedding 确认层 未确认,153.869995,60.86,0.63,0.03161138,0.06150180,0.10491168,98.2,54.97,100.0,80.74,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 39.9,Deep v4 Shape Embedding 确认层,no,39.86,2026-09-11
21,ONT,ONTERRIS,Industrials,39.51,Deep v4 Shape Embedding 确认层 未确认,18.33,60.72,0.86,0.01495022,0.03970511,0.11836492,87.7,73.85,100.0,80.74,68.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 39.5,Deep v4 Shape Embedding 确认层,no,39.51,2026-09-11
22,BCO,BRINKS,Industrials,38.11,Deep v4 Shape Embedding 确认层 未确认,111.959999,58.72,1.1,0.02866596,0.05344373,-0.01755002,90.4,46.77,81.1,80.74,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 38.1,Deep v4 Shape Embedding 确认层,no,38.11,2026-09-11
23,EBAY,eBay Inc.,Consumer Discretionary,35.93,Deep v4 Shape Embedding 确认层 未确认,107.75,57.86,0.82,0.02287930,0.01746929,0.05327465,90.4,64.11,100.0,80.0,68.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 35.9,Deep v4 Shape Embedding 确认层,no,35.93,2026-09-11
24,CXT,CRANE NXT,Information Technology,33.13,Deep v4 Shape Embedding 确认层 未确认,52.049,63.26,1.29,0.04056377,0.04098000,0.00094231,87.7,71.04,80.4,80.74,100.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 33.1,Deep v4 Shape Embedding 确认层,no,33.13,2026-09-11
25,PNTG,PENNANT GROUP,Health Care,30.33,Deep v4 Shape Embedding 确认层 未确认,39.200001,55.56,0.81,0.00422700,0.01791750,0.02163154,87.7,58.65,88.8,80.74,68.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 30.3,Deep v4 Shape Embedding 确认层,no,30.33,2026-09-11
26,VRSN,Verisign,Information Technology,29.02,Deep v4 Shape Embedding 确认层 未确认,292.709991,56.32,0.74,0.01112301,-0.00238236,0.03456685,98.2,56.94,81.1,80.0,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 29.0,Deep v4 Shape Embedding 确认层,no,29.02,2026-09-11
27,CHRW,C.H. Robinson,Industrials,26.57,Deep v4 Shape Embedding 确认层 未确认,152.779999,59.81,0.84,0.00851537,0.04180024,0.04144514,87.7,56.97,100.0,80.0,68.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 26.6,Deep v4 Shape Embedding 确认层,no,26.57,2026-09-11
28,AMT,American Tower,Real Estate,24.83,Deep v4 Shape Embedding 确认层 未确认,177.869995,56.55,1.02,0.02951896,0.00073135,0.04328694,98.2,54.0,88.8,80.44,68.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 24.8,Deep v4 Shape Embedding 确认层,no,24.83,2026-09-11
29,PM,Philip Morris International,Consumer Staples,24.04,Deep v4 Shape Embedding 确认层 未确认,191.089996,55.89,1.44,0.01290714,0.02648255,0.02598656,92.8,48.26,100.0,80.0,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 24.0,Deep v4 Shape Embedding 确认层,no,24.04,2026-09-11
30,MBWM,MERCANTILE BANK CORP,Financials,22.2,Deep v4 Shape Embedding 确认层 未确认,61.740002,59.09,1.13,0.01546058,0.00056721,0.00668515,82.9,65.67,77.6,80.74,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 22.2,Deep v4 Shape Embedding 确认层,no,22.2,2026-09-11
31,ERIC,Ericsson - American Depositary Shares each representing 1 underlying Class B share,,19.23,Deep v4 Shape Embedding 确认层 未确认,10.31,62.53,2.34,0.02791625,0.01676529,0.01227295,92.8,47.55,88.8,80.0,100.0,72.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 19.2,Deep v4 Shape Embedding 确认层,no,19.23,2026-09-11
32,WMK,WEIS MARKETS,Consumer Staples,18.36,Deep v4 Shape Embedding 确认层 未确认,72.120003,56.8,1.35,0.02581613,0.00909475,0.00529698,92.8,41.32,77.6,80.0,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 18.4,Deep v4 Shape Embedding 确认层,no,18.36,2026-09-11
33,CON,CONCENTRA GROUP HOLDINGS PARENT IN,Health Care,15.65,Deep v4 Shape Embedding 确认层 未确认,34.950001,60.75,1.14,0.01984246,0.01392515,0.01216339,98.2,53.7,77.6,80.74,100.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 15.7,Deep v4 Shape Embedding 确认层,no,15.65,2026-09-11
34,HAFC,HANMI FINANCIAL CORP,Financials,14.6,Deep v4 Shape Embedding 确认层 未确认,31.799999,54.98,1.22,0.00856321,-0.00125631,-0.01456464,87.7,70.87,62.2,80.74,100.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 14.6,Deep v4 Shape Embedding 确认层,no,14.6,2026-09-11
35,WABC,WESTAMERICA BANCORPORATION,Financials,13.64,Deep v4 Shape Embedding 确认层 未确认,59.09,54.87,1.79,0.00956776,-0.00033837,-0.00705760,92.8,42.81,62.2,80.74,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 13.6,Deep v4 Shape Embedding 确认层,no,13.64,2026-09-11
36,BFST,BUSINESS FIRST BANCSHARES INC,Financials,13.37,Deep v4 Shape Embedding 确认层 未确认,31.42,51.65,1.07,0.00705125,-0.00190597,-0.02376887,92.8,53.09,62.2,67.54,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 13.4,Deep v4 Shape Embedding 确认层,no,13.37,2026-09-11
37,TRV,Travelers Companies (The),Financials,11.1,Deep v4 Shape Embedding 确认层 未确认,375.25,60.24,1.11,0.02850485,0.00267201,0.01355911,92.8,53.57,77.6,80.44,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 11.1,Deep v4 Shape Embedding 确认层,no,11.1,2026-09-11
38,GSBC,GREAT SOUTHERN BANCORP INC,Financials,10.75,Deep v4 Shape Embedding 确认层 未确认,80.160004,56.83,0.72,0.01596961,0.00300308,-0.00248876,98.2,60.44,69.9,80.74,30.0,100.0,fresh_bullish_cross,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 10.8,Deep v4 Shape Embedding 确认层,no,10.75,2026-09-11
39,SYY,Sysco,Consumer Staples,2.53,Deep v4 Shape Embedding 确认层 未确认,83.209999,55.47,1.36,0.02229869,0.02589074,-0.01747553,90.4,47.96,81.1,80.0,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：形态确认不足，主榜候选降为观察；横截面百分位 2.5,Deep v4 Shape Embedding 确认层,no,2.53,2026-09-11
40,ARL,AMERICAN REALTY INVESTORS INC,Real Estate,0.0,Deep v4 Shape Embedding 确认层 数据不足,16.08,53.69,0.0,0.05442623,0.06986028,0.07200000,95.5,73.02,91.6,80.74,30.0,100.0,early_transition,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
41,NGS,NATURAL GAS SERVICES GROUP,Energy,0.0,Deep v4 Shape Embedding 确认层 数据不足,37.93,63.67,1.27,0.01444239,0.06246496,0.03379670,87.7,71.71,100.0,80.74,100.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
42,NVGS,NAVIGATOR HOLDINGS,Energy,0.0,Deep v4 Shape Embedding 确认层 数据不足,23.1,67.32,0.8,0.02167178,0.02031807,0.12682927,82.9,62.07,100.0,80.74,68.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
43,USNA,USANA HEALTH SCIENCES INC,Consumer Staples,0.0,Deep v4 Shape Embedding 确认层 数据不足,15.02,55.61,1.13,0.00670241,0.04160888,0.11012565,87.7,58.3,100.0,80.0,100.0,100.0,early_transition,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
44,IDT,IDT CLASS B,Communication,0.0,Deep v4 Shape Embedding 确认层 数据不足,70.714996,67.64,1.05,0.01880121,0.02918057,0.08093852,82.9,54.62,100.0,80.74,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
45,EXPD,Expeditors International,Industrials,0.0,Deep v4 Shape Embedding 确认层 数据不足,192.630005,64.06,1.21,0.01269621,0.02972148,0.04395188,82.9,54.0,100.0,80.44,100.0,100.0,confirmed_bullish_trend,fresh_above_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
46,ARDT,ARDENT HEALTH INC,Health Care,0.0,Deep v4 Shape Embedding 确认层 数据不足,10.98,51.35,1.05,0.02187064,0.01949861,-0.01081081,92.8,53.74,81.1,67.54,100.0,72.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
47,PEBK,PEOPLES BANCORP OF NORTH CAROLINA,Financials,0.0,Deep v4 Shape Embedding 确认层 数据不足,44.34,55.72,0.87,0.01697252,0.02638887,-0.00871898,92.8,53.17,81.1,80.74,68.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
48,ORRF,ORRSTOWN FINANCIAL SERVICES INC,Financials,0.0,Deep v4 Shape Embedding 确认层 数据不足,42.34,51.34,1.16,0.01219216,-0.00353029,-0.02013421,92.8,53.06,62.2,67.54,100.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
49,NGVC,NATURAL GROCERS BY VITAMIN COTTAGE,Consumer Staples,0.0,Deep v4 Shape Embedding 确认层 数据不足,28.610001,59.13,2.21,0.03603118,0.04952315,0.04225865,90.4,48.56,91.6,80.0,100.0,100.0,fresh_bullish_cross,bullish_above_signal,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
50,CLFD,CLEARFIELD INC,Information Technology,0.0,Deep v4 Shape Embedding 确认层 数据不足,30.02,60.1,0.93,0.05928017,0.06002825,0.03321287,92.8,41.07,91.6,80.0,68.0,100.0,fresh_bullish_cross,fresh_below_zero_cross,Deep v4 Shape Embedding 确认层 收盘推理：缺少本次市场最新交易日行情，不参与当天确认,Deep v4 Shape Embedding 确认层,no,0.0,
