current_rank,ticker,name,sector,2026-08-18__predicted_rank,2026-08-18__close,2026-08-18__next_snapshot_return,2026-08-17__predicted_rank,2026-08-17__close,2026-08-17__next_snapshot_return,2026-08-14__predicted_rank,2026-08-14__close,2026-08-14__next_snapshot_return,2026-08-13__predicted_rank,2026-08-13__close,2026-08-13__next_snapshot_return,2026-08-12__predicted_rank,2026-08-12__close,2026-08-12__next_snapshot_return,2026-08-11__predicted_rank,2026-08-11__close,2026-08-11__next_snapshot_return,2026-08-10__predicted_rank,2026-08-10__close,2026-08-10__next_snapshot_return,2026-08-07__predicted_rank,2026-08-07__close,2026-08-07__next_snapshot_return,2026-08-06__predicted_rank,2026-08-06__close,2026-08-06__next_snapshot_return,2026-08-05__predicted_rank,2026-08-05__close,2026-08-05__next_snapshot_return,2026-08-04__predicted_rank,2026-08-04__close,2026-08-04__next_snapshot_return,2026-08-03__predicted_rank,2026-08-03__close,2026-08-03__next_snapshot_return,2026-07-31__predicted_rank,2026-07-31__close,2026-07-31__next_snapshot_return,2026-07-30__predicted_rank,2026-07-30__close,2026-07-30__next_snapshot_return,2026-07-29__predicted_rank,2026-07-29__close,2026-07-29__next_snapshot_return,2026-07-28__predicted_rank,2026-07-28__close,2026-07-28__next_snapshot_return,2026-07-27__predicted_rank,2026-07-27__close,2026-07-27__next_snapshot_return,2026-07-24__predicted_rank,2026-07-24__close,2026-07-24__next_snapshot_return,2026-07-23__predicted_rank,2026-07-23__close,2026-07-23__next_snapshot_return,2026-07-22__predicted_rank,2026-07-22__close,2026-07-22__next_snapshot_return
11,CELH,"Celsius Holdings, Inc. - Common Stock",,11,29.915001,,1,29.559999,0.01200954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,MGNX,MACROGENICS INC,Health Care,12,4.04,,3,4.175,-0.03233533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,HDSN,HUDSON TECHNOLOGIES INC,Industrials,13,5.7388,,20,6.095,-0.05844135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,ISBA,ISABELLA BANK CORP,Financials,14,41.360001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,CHKP,Check Point Software Technologies Ltd. - Ordinary Shares,,15,130.690002,,37,128.009995,0.02093592,12,132.419998,-0.03330315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,128.229996,,10,139.669998,-0.08190737,1,137.639999,0.01474861,,,,,,,,,,,,
16,BRKR,Bruker Corporation - Common Stock,,16,58.560001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,MTCH,"Match Group, Inc. - Common Stock",,17,38.349998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WRLD,WORLD ACCEPTANCE CORP,Financials,18,191.580002,,,,,,,,23,191.264999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,BKU,BANKUNITED,Financials,19,47.889999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,INBX,INHIBRX BIOSCIENCES INC,Health Care,20,91.550003,,33,92.110001,-0.00607967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,OSW,ONESPAWORLD HOLDINGS LTD,Consumer Discretionary,21,26.74,,,,,,,,,,,,,,,,,,,,,,,3,26.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,BL,BLACKLINE INC,Information Technology,22,30.719999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,VLGEA,VILLAGE SUPER MARKET INC CLASS A,Consumer Staples,23,43.450001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,NVCT,NUVECTIS PHARMA INC,Health Care,24,19.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,MDXG,MIMEDX GROUP,Health Care,25,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,SNDA,SONIDA SENIOR LIVING,Health Care,26,39.919998,,,,,,,,,,,,,,48,38.970001,,4,41.990002,-0.07192191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,IART,INTEGRA LIFESCIENCES HOLDINGS,Health Care,27,18.014999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,VRNS,VARONIS SYSTEMS,Information Technology,28,44.450001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,RDN,RADIAN GROUP,Financials,29,37.615002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,TRON,TRON INC,Consumer Discretionary,30,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,ALXO,ALX ONCOLOGY HOLDINGS INC,Health Care,31,2.036,,,,,,,,,,,,,,,,,,,,,,,29,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,LXRX,LEXICON PHARMACEUTICALS INC,Health Care,32,2.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,CASY,Casey's,Consumer Staples,33,870.200012,,5,872.049988,-0.00212141,,,,,,,,,,30,829.909973,,1,854.460022,-0.02873165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,CSX,CSX Corporation,Industrials,34,50.360001,,6,50.740002,-0.00748918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,HOOD,Robinhood Markets,Financials,35,93.506104,,8,96.230003,-0.02830613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,FTAI,FTAI Aviation Ltd. - Common Stock,,36,215.794998,,7,229.369995,-0.05918384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,F,Ford Motor Company,Consumer Discretionary,37,13.98,,9,14.145,-0.01166490,37,14.27,-0.00875964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,IBRX,IMMUNITYBIO INC,Health Care,38,7.78,,10,7.8199,-0.00510237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,AKTS,AKTIS ONCOLOGY INC,Health Care,39,25.049999,,11,24.35,0.02874739,22,24.834999,-0.01952885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,NUVB,NUVATION BIO CLASS A,Health Care,40,6.595,,13,6.555,0.00610221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,TSHA,TAYSHA GENE THERAPIES,Health Care,41,6.16,,,,,,,,,,,,,,,,,,,,,,,48,6.34,,18,6.46,-0.01857585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Z,"Zillow Group, Inc. - Class C Capital Stock",,42,34.799999,,14,33.564999,0.03679428,1,34.810001,-0.03576564,,,,,,,20,34.139999,,,,,,,,,,,,,,,,,,,,40,34.060001,,,,,30,34.0,,,,,,,,,,,,,,,,
43,KLRA,KAILERA THERAPEUTICS INC,Health Care,43,18.462999,,15,18.865,-0.02130936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,ASST,STRIVE INC CLASS A,Health Care,44,12.965,,16,13.28,-0.02371988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,AMRX,AMNEAL PHARMACEUTICALS CLASS A,Health Care,45,18.48,,23,18.195,0.01566364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,TAYD,TAYLOR DEVICES INC,Industrials,46,54.5,,22,55.189999,-0.01250225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,RNA,ATRIUM THERAPEUTICS INC,Health Care,47,12.832,,19,12.86,-0.00217729,20,12.795,0.00508011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,LCNB,LCNB CORP,Financials,48,20.049999,,24,19.965,0.00425740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,EPM,EVOLUTION PETROLEUM CORP,Energy,49,3.85,,26,3.7962,0.01417207,45,3.745,0.01367156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PANL,PANGAEA LOGISTICS SOLUTIONS,Industrials,50,7.56,,18,7.63,-0.00917431,4,7.445,0.02484889,26,7.535,-0.01194426,,,,,,,,,,33,7.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
